fullname,params_b,average,details_repo
oopere/pruned20-llama-1b,1.075,4.989519628599489,open-llm-leaderboard/oopere__pruned20-llama-1b-details
Mxode/NanoLM-1B-Instruct-v1.1,1.076,6.756723242219516,open-llm-leaderboard/Mxode__NanoLM-1B-Instruct-v1.1-details
Mxode/NanoLM-1B-Instruct-v2,1.076,7.35441459615685,open-llm-leaderboard/Mxode__NanoLM-1B-Instruct-v2-details
EleutherAI/pythia-1b,1.079,5.07026822083096,open-llm-leaderboard/EleutherAI__pythia-1b-details
Amaorynho/BBAI2006,1.09,3.4638352160730896,open-llm-leaderboard/Amaorynho__BBAI2006-details
Amaorynho/BBAI_375,1.09,3.4638352160730896,open-llm-leaderboard/Amaorynho__BBAI_375-details
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,1.1,5.250959952944556,open-llm-leaderboard/Josephgflowers__Differential-Attention-Liquid-Metal-Tinyllama-details
Josephgflowers/TinyLlama-Cinder-Agent-v1,1.1,6.332677189374276,open-llm-leaderboard/Josephgflowers__TinyLlama-Cinder-Agent-v1-details
Josephgflowers/TinyLlama-v1.1-Cinders-World,1.1,5.683002628938165,open-llm-leaderboard/Josephgflowers__TinyLlama-v1.1-Cinders-World-details
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,1.1,2.0028112750677205,open-llm-leaderboard/Josephgflowers__TinyLlama_v1.1_math_code-world-test-1-details
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,1.1,5.683635033220809,open-llm-leaderboard/Josephgflowers__Tinyllama-STEM-Cinder-Agent-v1-details
Josephgflowers/Tinyllama-r1,1.1,5.217266718069099,open-llm-leaderboard/Josephgflowers__Tinyllama-r1-details
TinyLlama/TinyLlama-1.1B-Chat-v0.1,1.1,3.9575773348190606,open-llm-leaderboard/TinyLlama__TinyLlama-1.1B-Chat-v0.1-details
TinyLlama/TinyLlama-1.1B-Chat-v0.5,1.1,4.126163903736939,open-llm-leaderboard/TinyLlama__TinyLlama-1.1B-Chat-v0.5-details
TinyLlama/TinyLlama-1.1B-Chat-v0.6,1.1,4.2942762818616345,open-llm-leaderboard/TinyLlama__TinyLlama-1.1B-Chat-v0.6-details
TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,2.818859486124847,open-llm-leaderboard/TinyLlama__TinyLlama-1.1B-Chat-v1.0-details
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,1.1,5.230318100791095,open-llm-leaderboard/TinyLlama__TinyLlama-1.1B-intermediate-step-1431k-3T-details
TinyLlama/TinyLlama_v1.1,1.1,4.824553844580785,open-llm-leaderboard/TinyLlama__TinyLlama_v1.1-details
realtreetune/rho-1b-sft-MATH,1.1,5.569175419988618,open-llm-leaderboard/realtreetune__rho-1b-sft-MATH-details
trthminh1112/autotrain-llama32-1b-finetune,1.1,4.586088234847661,open-llm-leaderboard/trthminh1112__autotrain-llama32-1b-finetune-details
NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,1.157,3.5788564701687924,open-llm-leaderboard/NikolaSigmoid__DeepSeek-R1-Distill-Qwen-1.5B-500-details
Sakalti/SJTPass-4,1.167,5.078209950944516,open-llm-leaderboard/Sakalti__SJTPass-4-details
nbrahme/IndusQ,1.176,5.636134043635501,open-llm-leaderboard/nbrahme__IndusQ-details
allenai/OLMo-1B-hf,1.177,6.633923959022838,open-llm-leaderboard/allenai__OLMo-1B-hf-details
Arthur-LAGACHERIE/Precis-1B-Instruct,1.236,8.848710962428209,open-llm-leaderboard/Arthur-LAGACHERIE__Precis-1B-Instruct-details
Ayush-Singh/Llama1B-sft-2,1.236,3.1693229450767695,open-llm-leaderboard/Ayush-Singh__Llama1B-sft-2-details
DavieLion/Llama-3.2-1B-SPIN-iter0,1.236,3.985688359677067,open-llm-leaderboard/DavieLion__Llama-3.2-1B-SPIN-iter0-details
DavieLion/Llama-3.2-1B-SPIN-iter1,1.236,3.7519748574168585,open-llm-leaderboard/DavieLion__Llama-3.2-1B-SPIN-iter1-details
DavieLion/Llama-3.2-1B-SPIN-iter2,1.236,3.658145708347315,open-llm-leaderboard/DavieLion__Llama-3.2-1B-SPIN-iter2-details
DavieLion/Llama-3.2-1B-SPIN-iter3,1.236,3.6136899611836006,open-llm-leaderboard/DavieLion__Llama-3.2-1B-SPIN-iter3-details
DavieLion/Lllma-3.2-1B,1.236,3.932331961262434,open-llm-leaderboard/DavieLion__Lllma-3.2-1B-details
DeepAutoAI/Explore_Llama-3.2-1B-Inst,1.236,13.897376870733368,open-llm-leaderboard/DeepAutoAI__Explore_Llama-3.2-1B-Inst-details
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,1.236,13.359085066778022,open-llm-leaderboard/DeepAutoAI__Explore_Llama-3.2-1B-Inst_v0-details
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,1.236,10.921433609301348,open-llm-leaderboard/DeepAutoAI__Explore_Llama-3.2-1B-Inst_v1-details
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,1.236,14.311829325717667,open-llm-leaderboard/DeepAutoAI__Explore_Llama-3.2-1B-Inst_v1.1-details
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,1.236,9.508931658156023,open-llm-leaderboard/EpistemeAI__Reasoning-Llama-3.2-1B-Instruct-v1.2-details
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.3,1.236,8.170098865797046,open-llm-leaderboard/EpistemeAI__Reasoning-Llama-3.2-1B-Instruct-v1.3-details
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,1.236,14.647307771096619,open-llm-leaderboard/Lyte__Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04-details
Mostafa8Mehrabi/llama-3.2-1b-Insomnia-ChatBot-merged,1.236,3.192716297399995,open-llm-leaderboard/Mostafa8Mehrabi__llama-3.2-1b-Insomnia-ChatBot-merged-details
Nexesenex/Dolphin3.0-Llama3.1-1B-abliterated,1.236,11.378391787254499,open-llm-leaderboard/Nexesenex__Dolphin3.0-Llama3.1-1B-abliterated-details
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,1.236,15.011891964697455,open-llm-leaderboard/Nexesenex__pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL-details
NotASI/FineTome-Llama3.2-1B-0929,1.236,9.953180599897282,open-llm-leaderboard/NotASI__FineTome-Llama3.2-1B-0929-details
NotASI/FineTome-v1.5-Llama3.2-1B-1007,1.236,9.24257019295171,open-llm-leaderboard/NotASI__FineTome-v1.5-Llama3.2-1B-1007-details
Novaciano/Cerberus-3.2-1B,1.236,13.731435487093222,open-llm-leaderboard/Novaciano__Cerberus-3.2-1B-details
Novaciano/FuseChat-3.2-1B-GRPO_Creative_RP,1.236,13.847576006756135,open-llm-leaderboard/Novaciano__FuseChat-3.2-1B-GRPO_Creative_RP-details
Novaciano/Fusetrix-3.2-1B-GRPO_RP_Creative,1.236,13.986208661387776,open-llm-leaderboard/Novaciano__Fusetrix-3.2-1B-GRPO_RP_Creative-details
Novaciano/Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP,1.236,14.279018663933527,open-llm-leaderboard/Novaciano__Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP-details
PJMixers-Dev/L3.2-Instruct-Thinking-v0.1-1B,1.236,10.902648327773703,open-llm-leaderboard/PJMixers-Dev__L3.2-Instruct-Thinking-v0.1-1B-details
Q-bert/MetaMath-1B,1.236,12.36906160654443,open-llm-leaderboard/Q-bert__MetaMath-1B-details
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch3,1.236,7.679539302024469,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-1B-lora-epoch3-details
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,1.236,12.134493116614278,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-1B-lora-epoch5-details
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch3,1.236,12.134493116614278,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-1B-lora-v2-epoch3-details
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch5,1.236,11.804479423825526,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-1B-lora-v2-epoch5-details
Weyaxi/Einstein-v8-Llama3.2-1B,1.236,4.640409160461389,open-llm-leaderboard/Weyaxi__Einstein-v8-Llama3.2-1B-details
Wladastic/Mini-Think-Base-1B,1.236,14.3485600949955,open-llm-leaderboard/Wladastic__Mini-Think-Base-1B-details
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,1.236,14.088097956146527,open-llm-leaderboard/Xiaojian9992024__Llama3.2-1B-THREADRIPPER-details
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,1.236,13.779234902412705,open-llm-leaderboard/Xiaojian9992024__Llama3.2-1B-THREADRIPPER-v0.2-details
agentlans/Llama-3.2-1B-Instruct-CrashCourse12K,1.236,13.437967590003339,open-llm-leaderboard/agentlans__Llama-3.2-1B-Instruct-CrashCourse12K-details
akhadangi/Llama3.2.1B.0.01-First,1.236,3.1098917488910103,open-llm-leaderboard/akhadangi__Llama3.2.1B.0.01-First-details
akhadangi/Llama3.2.1B.0.01-Last,1.236,3.2621298672901786,open-llm-leaderboard/akhadangi__Llama3.2.1B.0.01-Last-details
akhadangi/Llama3.2.1B.0.1-First,1.236,3.269240763959394,open-llm-leaderboard/akhadangi__Llama3.2.1B.0.1-First-details
akhadangi/Llama3.2.1B.0.1-Last,1.236,3.2667219224258432,open-llm-leaderboard/akhadangi__Llama3.2.1B.0.1-Last-details
akhadangi/Llama3.2.1B.BaseFiT,1.236,3.318002610011419,open-llm-leaderboard/akhadangi__Llama3.2.1B.BaseFiT-details
cognitivecomputations/Dolphin3.0-Llama3.2-1B,1.236,11.140988411587436,open-llm-leaderboard/cognitivecomputations__Dolphin3.0-Llama3.2-1B-details
duyhv1411/Llama-3.2-1B-en-vi,1.236,10.858146203302624,open-llm-leaderboard/duyhv1411__Llama-3.2-1B-en-vi-details
duyhv1411/Llama-3.2-3B-en-vi,1.236,10.861408814252767,open-llm-leaderboard/duyhv1411__Llama-3.2-3B-en-vi-details
kavonalds/BunderMaxx-0710,1.236,16.371169453634327,open-llm-leaderboard/kavonalds__BunderMaxx-0710-details
kavonalds/BunderMaxx-1010,1.236,17.42694830116734,open-llm-leaderboard/kavonalds__BunderMaxx-1010-details
kavonalds/Lancer-1-1b-Instruct,1.236,12.306110155307538,open-llm-leaderboard/kavonalds__Lancer-1-1b-Instruct-details
mergekit-community/diabolic6045_ELN-AOC-CAIN,1.236,4.069643163144771,open-llm-leaderboard/mergekit-community__diabolic6045_ELN-AOC-CAIN-details
ngxson/MiniThinky-1B-Llama-3.2,1.236,6.937116033349191,open-llm-leaderboard/ngxson__MiniThinky-1B-Llama-3.2-details
ngxson/MiniThinky-v2-1B-Llama-3.2,1.236,6.55067744157533,open-llm-leaderboard/ngxson__MiniThinky-v2-1B-Llama-3.2-details
noname0202/llama-math-1b-r16-0to512tokens-test,1.236,13.804072106791523,open-llm-leaderboard/noname0202__llama-math-1b-r16-0to512tokens-test-details
noname0202/llama-math-1b-r32-0to512tokens-test,1.236,14.371257364913582,open-llm-leaderboard/noname0202__llama-math-1b-r32-0to512tokens-test-details
noname0202/llama-math-1b-r32-test,1.236,14.418127068599686,open-llm-leaderboard/noname0202__llama-math-1b-r32-test-details
noname0202/llama-math-1b-r8-512tokens-test,1.236,14.630751727519524,open-llm-leaderboard/noname0202__llama-math-1b-r8-512tokens-test-details
pankajmathur/orca_mini_v9_1_1B-Instruct,1.236,9.063245765360724,open-llm-leaderboard/pankajmathur__orca_mini_v9_1_1B-Instruct-details
pankajmathur/orca_mini_v9_5_1B-Instruct,1.236,10.693501511833993,open-llm-leaderboard/pankajmathur__orca_mini_v9_5_1B-Instruct-details
pankajmathur/orca_mini_v9_5_1B-Instruct_preview,1.236,9.541822835013244,open-llm-leaderboard/pankajmathur__orca_mini_v9_5_1B-Instruct_preview-details
pankajmathur/orca_mini_v9_6_1B-Instruct,1.236,15.323670701472977,open-llm-leaderboard/pankajmathur__orca_mini_v9_6_1B-Instruct-details
pankajmathur/orca_mini_v9_7_1B-Instruct,1.236,12.485692413724527,open-llm-leaderboard/pankajmathur__orca_mini_v9_7_1B-Instruct-details
prithivMLmods/Bellatrix-Tiny-1B-v2,1.236,6.033864136016213,open-llm-leaderboard/prithivMLmods__Bellatrix-Tiny-1B-v2-details
prithivMLmods/Llama-Deepsync-1B,1.236,10.269419049452202,open-llm-leaderboard/prithivMLmods__Llama-Deepsync-1B-details
prithivMLmods/Llama-Express.1-Math,1.236,12.170622691501343,open-llm-leaderboard/prithivMLmods__Llama-Express.1-Math-details
qingy2024/Benchmaxx-Llama-3.2-1B-Instruct,1.236,25.69666706814397,open-llm-leaderboard/qingy2024__Benchmaxx-Llama-3.2-1B-Instruct-details
unsloth/Llama-3.2-1B-Instruct,1.236,14.532450983938604,open-llm-leaderboard/unsloth__Llama-3.2-1B-Instruct-details
unsloth/Llama-3.2-1B-Instruct-no-system-message,1.236,14.363515028823207,open-llm-leaderboard/unsloth__Llama-3.2-1B-Instruct-no-system-message-details
meta-llama/Llama-3.2-1B,1.24,4.195140014045501,open-llm-leaderboard/meta-llama__Llama-3.2-1B-details
meta-llama/Llama-3.2-1B-Instruct,1.24,14.443126333711135,open-llm-leaderboard/meta-llama__Llama-3.2-1B-Instruct-details
KingNish/qwen-1b-continued,1.277,4.792600271519794,open-llm-leaderboard/KingNish__qwen-1b-continued-details
KingNish/qwen-1b-continued-v2,1.277,4.4416424249765365,open-llm-leaderboard/KingNish__qwen-1b-continued-v2-details
KingNish/qwen-1b-continued-v2.1,1.277,5.461814579103264,open-llm-leaderboard/KingNish__qwen-1b-continued-v2.1-details
KingNish/qwen-1b-continued-v2.2,1.277,4.441641963318088,open-llm-leaderboard/KingNish__qwen-1b-continued-v2.2-details
facebook/opt-1.3b,1.3,5.276689334204645,open-llm-leaderboard/facebook__opt-1.3b-details
princeton-nlp/Sheared-LLaMA-1.3B,1.3,5.580925572139816,open-llm-leaderboard/princeton-nlp__Sheared-LLaMA-1.3B-details
Kimargin/GPT-NEO-1.3B-wiki,1.316,5.349183189126563,open-llm-leaderboard/Kimargin__GPT-NEO-1.3B-wiki-details
ibm-granite/granite-3.0-1b-a400m-base,1.335,6.0307899730101875,open-llm-leaderboard/ibm-granite__granite-3.0-1b-a400m-base-details
ibm-granite/granite-3.0-1b-a400m-instruct,1.335,8.0692284950461,open-llm-leaderboard/ibm-granite__granite-3.0-1b-a400m-instruct-details
ibm-granite/granite-3.1-1b-a400m-base,1.335,6.312391508281799,open-llm-leaderboard/ibm-granite__granite-3.1-1b-a400m-base-details
ibm-granite/granite-3.1-1b-a400m-instruct,1.335,10.127255876383268,open-llm-leaderboard/ibm-granite__granite-3.1-1b-a400m-instruct-details
LLM4Binary/llm4decompile-1.3b-v2,1.346,6.93902486034668,open-llm-leaderboard/LLM4Binary__llm4decompile-1.3b-v2-details
lt-asset/nova-1.3b,1.347,3.8536506008151683,open-llm-leaderboard/lt-asset__nova-1.3b-details
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V6,1.357,9.395273583656481,open-llm-leaderboard/llnYou__ECE-PRYMMAL-YL-1B-SLERP-V6-details
ylalain/ECE-PRYMMAL-YL-1B-SLERP-V8,1.357,9.679667500944214,open-llm-leaderboard/ylalain__ECE-PRYMMAL-YL-1B-SLERP-V8-details
EleutherAI/gpt-neo-1.3B,1.366,5.391090848825532,open-llm-leaderboard/EleutherAI__gpt-neo-1.3B-details
rasyosef/Phi-1_5-Instruct-v0.1,1.415,6.864747864349624,open-llm-leaderboard/rasyosef__Phi-1_5-Instruct-v0.1-details
microsoft/phi-1,1.418,5.574318195377169,open-llm-leaderboard/microsoft__phi-1-details
microsoft/phi-1_5,1.418,7.170966845799231,open-llm-leaderboard/microsoft__phi-1_5-details
tinycompany/ShawtyIsBad-bgem3,1.436,12.610397878155718,open-llm-leaderboard/tinycompany__ShawtyIsBad-bgem3-details
tinycompany/ShawtyIsBad-e5-large,1.436,12.316339936795012,open-llm-leaderboard/tinycompany__ShawtyIsBad-e5-large-details
tinycompany/ShawtyIsBad-ib,1.436,12.35455968391428,open-llm-leaderboard/tinycompany__ShawtyIsBad-ib-details
tinycompany/ShawtyIsBad-nomic-moe,1.436,12.741407000136505,open-llm-leaderboard/tinycompany__ShawtyIsBad-nomic-moe-details
tinycompany/ShawtyIsBad-nomic1.5,1.436,12.504999335501656,open-llm-leaderboard/tinycompany__ShawtyIsBad-nomic1.5-details
DeepMount00/Qwen2-1.5B-Ita_v6,1.497,14.577672072316155,open-llm-leaderboard/DeepMount00__Qwen2-1.5B-Ita_v6-details
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,1.498,6.988906174606645,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_AquaSyn_0.1-details
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,1.498,5.867026710843518,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_AquaSyn_0.11-details
Nexesenex/Llama_3.2_1b_Dolto_0.1,1.498,11.865611272101537,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Dolto_0.1-details
Nexesenex/Llama_3.2_1b_Odyssea_V1,1.498,5.724136311067048,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Odyssea_V1-details
Nexesenex/Llama_3.2_1b_Odyssea_V1.01,1.498,5.655298422411647,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Odyssea_V1.01-details
Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1,1.498,12.343255865705624,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_OpenTree_R1_0.1-details
Nexesenex/Llama_3.2_1b_OrcaSun_V1,1.498,14.801537525133925,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_OrcaSun_V1-details
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,1.498,12.811633255227909,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_RandomLego_RP_R1_0.1-details
Nexesenex/Llama_3.2_1b_SunOrca_V1,1.498,14.008724276561884,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_SunOrca_V1-details
Nexesenex/Llama_3.2_1b_Sydonia_0.1,1.498,5.524505982897409,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Sydonia_0.1-details
Nexesenex/Llama_3.2_1b_Syneridol_0.2,1.498,5.41209307631663,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Syneridol_0.2-details
Nexesenex/Llama_3.2_1b_Synopsys_0.1,1.498,4.959888823517752,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Synopsys_0.1-details
Nexesenex/Llama_3.2_1b_Synopsys_0.11,1.498,6.557108632155365,open-llm-leaderboard/Nexesenex__Llama_3.2_1b_Synopsys_0.11-details
Novaciano/ASTAROTH-3.2-1B,1.498,14.173861365477634,open-llm-leaderboard/Novaciano__ASTAROTH-3.2-1B-details
Novaciano/BLAST_PROCESSING-3.2-1B,1.498,11.950699067123438,open-llm-leaderboard/Novaciano__BLAST_PROCESSING-3.2-1B-details
Novaciano/Cultist-3.2-1B,1.498,12.939673802761396,open-llm-leaderboard/Novaciano__Cultist-3.2-1B-details
Novaciano/HarmfulProject-3.2-1B,1.498,10.686879934293591,open-llm-leaderboard/Novaciano__HarmfulProject-3.2-1B-details
Novaciano/LEWD-Mental-Cultist-3.2-1B,1.498,12.977293713777764,open-llm-leaderboard/Novaciano__LEWD-Mental-Cultist-3.2-1B-details
Novaciano/La_Mejor_Mezcla-3.2-1B,1.498,14.056697294328709,open-llm-leaderboard/Novaciano__La_Mejor_Mezcla-3.2-1B-details
Novaciano/Sigil-Of-Satan-3.2-1B,1.498,13.692280425316104,open-llm-leaderboard/Novaciano__Sigil-Of-Satan-3.2-1B-details
OpenBuddy/openbuddy-llama3.2-1b-v23.1-131k,1.498,9.350033548941015,open-llm-leaderboard/OpenBuddy__openbuddy-llama3.2-1b-v23.1-131k-details
meditsolutions/Llama-3.2-SUN-1B-Instruct,1.498,15.524297116936125,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-1B-Instruct-details
meditsolutions/Llama-3.2-SUN-1B-chat,1.498,13.641365564259702,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-1B-chat-details
meditsolutions/Llama-3.2-SUN-HDIC-1B-Instruct,1.498,15.901863518867478,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-HDIC-1B-Instruct-details
mergekit-community/mergekit-dare_ties-ajgjgea,1.498,13.518727290811396,open-llm-leaderboard/mergekit-community__mergekit-dare_ties-ajgjgea-details
ontocord/Llama_3.2_1b-autoredteam_helpfulness-train,1.498,6.603005260709961,open-llm-leaderboard/ontocord__Llama_3.2_1b-autoredteam_helpfulness-train-details
Qwen/Qwen2.5-1.5B,1.5,13.852701161320264,open-llm-leaderboard/Qwen__Qwen2.5-1.5B-details
Qwen/Qwen2.5-1.5B-Instruct,1.5,18.430509141644382,open-llm-leaderboard/Qwen__Qwen2.5-1.5B-Instruct-details
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,1.5,4.366498008182751,open-llm-leaderboard/tangledgroup__tangled-llama-pints-1.5b-v0.1-instruct-details
tangledgroup/tangled-llama-pints-1.5b-v0.2-instruct,1.5,4.745857038769314,open-llm-leaderboard/tangledgroup__tangled-llama-pints-1.5b-v0.2-instruct-details
EleutherAI/pythia-1.4b,1.515,6.008531439497028,open-llm-leaderboard/EleutherAI__pythia-1.4b-details
nvidia/Hymba-1.5B-Base,1.523,8.035282134433706,open-llm-leaderboard/nvidia__Hymba-1.5B-Base-details
nvidia/Hymba-1.5B-Instruct,1.523,14.192383567083992,open-llm-leaderboard/nvidia__Hymba-1.5B-Instruct-details
Rakuten/RakutenAI-2.0-mini-instruct,1.535,13.318016561874655,open-llm-leaderboard/Rakuten__RakutenAI-2.0-mini-instruct-details
cjvt/GaMS-1B,1.54,4.6217597962340875,open-llm-leaderboard/cjvt__GaMS-1B-details
LenguajeNaturalAI/leniachat-qwen2-1.5B-v0,1.543,8.580803348718375,open-llm-leaderboard/LenguajeNaturalAI__leniachat-qwen2-1.5B-v0-details
securin/Securin-LLM-V2.5-Qwen-1.5B,1.543,5.2256798816861005,open-llm-leaderboard/securin__Securin-LLM-V2.5-Qwen-1.5B-details
sumink/Qwenmplus,1.543,9.390911516269796,open-llm-leaderboard/sumink__Qwenmplus-details
sumink/Qwensci,1.543,5.5625396368925974,open-llm-leaderboard/sumink__Qwensci-details
sumink/somerft,1.543,4.941854251868015,open-llm-leaderboard/sumink__somerft-details
AtAndDev/Qwen2.5-1.5B-continuous-learnt,1.544,17.483555890459094,open-llm-leaderboard/AtAndDev__Qwen2.5-1.5B-continuous-learnt-details
Daemontatox/Zirel_1.5,1.544,14.243506396749902,open-llm-leaderboard/Daemontatox__Zirel_1.5-details
DeepMount00/Qwen2-1.5B-Ita,1.544,16.83176132950784,open-llm-leaderboard/DeepMount00__Qwen2-1.5B-Ita-details
DeepMount00/Qwen2-1.5B-Ita_v2,1.544,17.07000871129109,open-llm-leaderboard/DeepMount00__Qwen2-1.5B-Ita_v2-details
DeepMount00/Qwen2-1.5B-Ita_v3,1.544,16.948513223691304,open-llm-leaderboard/DeepMount00__Qwen2-1.5B-Ita_v3-details
DeepMount00/Qwen2-1.5B-Ita_v5,1.544,17.023240512569227,open-llm-leaderboard/DeepMount00__Qwen2-1.5B-Ita_v5-details
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,1.544,15.56674922027016,open-llm-leaderboard/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2-details
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,1.544,15.592787360948462,open-llm-leaderboard/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3-details
Goekdeniz-Guelmez/j.o.s.i.e.v4o-1.5b-dpo-stage1-v1,1.544,15.07804770111701,open-llm-leaderboard/Goekdeniz-Guelmez__j.o.s.i.e.v4o-1.5b-dpo-stage1-v1-details
MTSAIR/Cotype-Nano,1.544,13.812756376126401,open-llm-leaderboard/MTSAIR__Cotype-Nano-details
NTQAI/NxMobileLM-1.5B-SFT,1.544,18.734829287552035,open-llm-leaderboard/NTQAI__NxMobileLM-1.5B-SFT-details
Qwen/Qwen2-1.5B,1.544,10.445452935561454,open-llm-leaderboard/Qwen__Qwen2-1.5B-details
Qwen/Qwen2-1.5B-Instruct,1.544,14.141936815181689,open-llm-leaderboard/Qwen__Qwen2-1.5B-Instruct-details
Qwen/Qwen2.5-Math-1.5B-Instruct,1.544,12.024869614820517,open-llm-leaderboard/Qwen__Qwen2.5-Math-1.5B-Instruct-details
RESMPDEV/EVA-Qwen2.5-1.5B-FRFR,1.544,14.185076993762264,open-llm-leaderboard/RESMPDEV__EVA-Qwen2.5-1.5B-FRFR-details
Replete-AI/Replete-Coder-Qwen2-1.5b,1.544,11.561043907502103,open-llm-leaderboard/Replete-AI__Replete-Coder-Qwen2-1.5b-details
Sakalti/Saba1.5-1.5B,1.544,17.174113467091598,open-llm-leaderboard/Sakalti__Saba1.5-1.5B-details
SpaceYL/ECE_Poirot,1.544,15.742560298806495,open-llm-leaderboard/SpaceYL__ECE_Poirot-details
VAGOsolutions/SauerkrautLM-1.5b,1.544,10.273562653094961,open-llm-leaderboard/VAGOsolutions__SauerkrautLM-1.5b-details
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,1.544,14.446569781402497,open-llm-leaderboard/Xiaojian9992024__Qwen2.5-Ultra-1.5B-25.02-Exp-details
Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,1.544,16.681936382880597,open-llm-leaderboard/Youlln__ECE-PRYMMAL-YL-1B-SLERP-V1-details
Youlln/ECE-PRYMMAL-YL-1B-SLERP-V2,1.544,16.681936382880597,open-llm-leaderboard/Youlln__ECE-PRYMMAL-YL-1B-SLERP-V2-details
Youlln/ECE-PRYMMAL1B-FT-V1,1.544,11.84779796618845,open-llm-leaderboard/Youlln__ECE-PRYMMAL1B-FT-V1-details
bond005/meno-tiny-0.1,1.544,18.850916827026232,open-llm-leaderboard/bond005__meno-tiny-0.1-details
brgx53/Barracuda-PRYMMAL-ECE-TW3,1.544,3.9169280688644776,open-llm-leaderboard/brgx53__Barracuda-PRYMMAL-ECE-TW3-details
fblgit/miniclaus-qw1.5B-UNAMGS-GRPO,1.544,17.440457138521808,open-llm-leaderboard/fblgit__miniclaus-qw1.5B-UNAMGS-GRPO-details
godlikehhd/alpaca_data_full_2,1.544,16.073236944099644,open-llm-leaderboard/godlikehhd__alpaca_data_full_2-details
godlikehhd/alpaca_data_ifd_max_2600,1.544,15.169551135723685,open-llm-leaderboard/godlikehhd__alpaca_data_ifd_max_2600-details
godlikehhd/alpaca_data_ifd_me_max_5200,1.544,16.250397979625767,open-llm-leaderboard/godlikehhd__alpaca_data_ifd_me_max_5200-details
godlikehhd/alpaca_data_ifd_min_2600,1.544,16.51777329215277,open-llm-leaderboard/godlikehhd__alpaca_data_ifd_min_2600-details
godlikehhd/alpaca_data_ins_ans_max_5200,1.544,15.92444135220606,open-llm-leaderboard/godlikehhd__alpaca_data_ins_ans_max_5200-details
godlikehhd/alpaca_data_ins_max_5200,1.544,15.68373909505621,open-llm-leaderboard/godlikehhd__alpaca_data_ins_max_5200-details
godlikehhd/alpaca_data_ins_min_2600,1.544,16.228325384264654,open-llm-leaderboard/godlikehhd__alpaca_data_ins_min_2600-details
