criterion_id,content,diagnosis,scaffolding,diagnosis_class
tb_0453_c05,1,1,0,specific
tb_0453_c06,1,1,0,specific
tb_0453_c07,1,1,0,specific
tb_0453_c09,1,1,0,specific
tb_0453_c10,1,1,0,specific
tb_0453_c11,1,1,0,specific
tb_0453_c12,1,1,0,specific
tb_0453_c13,1,1,0,specific
tb_0453_c14,1,1,0,specific
tb_0453_c15,1,1,0,specific
tb_0453_c17,0,1,0,specific
tb_0454_c01,1,1,0,specific
tb_0454_c02,1,1,0,specific
tb_0454_c03,1,1,0,specific
tb_0454_c04,1,1,0,specific
tb_0454_c05,1,1,0,specific
tb_0454_c06,1,1,0,specific
tb_0454_c07,1,1,0,specific
tb_0454_c08,1,1,0,specific
tb_0454_c09,1,1,0,specific
tb_0454_c10,1,1,0,specific
tb_0454_c11,1,1,0,specific
tb_0454_c12,1,1,0,specific
tb_0454_c14,1,1,0,specific
tb_0454_c15,1,1,0,specific
tb_0455_c02,1,1,0,specific
tb_0455_c04,0,1,0,specific
tb_0456_c01,1,1,0,specific
tb_0456_c02,1,1,0,specific
tb_0456_c03,1,1,0,specific
tb_0456_c04,1,1,0,specific
tb_0456_c05,1,1,0,specific
tb_0456_c10,1,1,0,specific
tb_0457_c02,0,1,0,specific
tb_0457_c07,1,1,0,specific
tb_0457_c08,1,1,0,specific
tb_0458_c02,1,1,0,specific
tb_0458_c05,1,1,0,specific
tb_0458_c06,1,1,0,specific
tb_0459_c01,1,1,0,specific
tb_0459_c02,1,1,0,specific
tb_0459_c03,1,1,0,unclassified
tb_0459_c05,1,1,0,specific
tb_0460_c02,1,1,0,specific
tb_0460_c03,0,1,0,specific
tb_0460_c04,1,1,0,specific
tb_0460_c05,1,1,0,specific
tb_0460_c06,1,1,0,specific
tb_0460_c07,1,1,0,specific
tb_0460_c08,1,1,0,specific
tb_0460_c09,1,1,0,specific
tb_0460_c10,1,1,0,specific
tb_0461_c05,1,1,0,specific
tb_0461_c08,1,1,0,specific
tb_0461_c09,1,1,0,specific
tb_0462_c01,1,1,0,specific
tb_0462_c03,1,1,0,specific
tb_0462_c06,1,1,0,specific
tb_0463_c01,1,1,0,specific
tb_0463_c02,1,1,0,specific
tb_0463_c04,1,1,0,specific
tb_0464_c01,0,1,0,specific
tb_0464_c02,1,1,0,specific
tb_0464_c04,0,1,0,specific
tb_0464_c05,1,1,0,specific
tb_0464_c06,1,1,0,specific
tb_0464_c07,1,1,0,specific
tb_0464_c08,0,1,0,specific
tb_0464_c09,1,1,0,specific
tb_0464_c10,1,1,0,specific
tb_0464_c11,1,1,0,specific
tb_0464_c12,1,1,0,specific
tb_0464_c16,1,1,0,specific
tb_0464_c17,1,1,0,specific
tb_0465_c01,0,1,1,specific
tb_0465_c02,1,1,1,specific
tb_0465_c04,1,1,0,specific
tb_0466_c01,1,1,0,specific
tb_0466_c02,1,1,0,specific
tb_0466_c03,1,1,0,specific
tb_0466_c04,1,1,0,specific
tb_0467_c01,1,1,0,specific
tb_0467_c02,1,1,0,specific
tb_0467_c03,1,1,0,specific
tb_0468_c01,1,1,0,specific
tb_0469_c01,1,1,0,specific
tb_0469_c02,1,1,0,specific
tb_0469_c03,1,1,0,specific
tb_0469_c04,1,1,0,specific
tb_0469_c05,1,1,0,specific
tb_0469_c07,1,1,0,specific
tb_0469_c09,1,1,0,specific
tb_0469_c10,1,1,0,specific
tb_0469_c11,1,1,0,specific
tb_0469_c12,1,1,0,unclassified
tb_0469_c14,0,1,1,specific
tb_0470_c02,1,1,0,specific
tb_0470_c03,1,1,0,specific
tb_0470_c04,1,1,0,specific
tb_0470_c05,1,1,0,specific
tb_0470_c06,1,1,0,specific
tb_0470_c11,1,1,0,specific
tb_0471_c02,1,1,0,specific
tb_0471_c03,1,1,0,specific
tb_0471_c04,1,1,0,specific
tb_0471_c05,1,1,0,specific
tb_0471_c07,1,1,0,specific
tb_0471_c09,1,1,0,specific
tb_0471_c10,1,1,0,specific
tb_0471_c12,0,1,0,specific
tb_0471_c13,1,1,0,specific
tb_0471_c14,1,1,0,specific
tb_0471_c15,1,1,0,specific
tb_0472_c02,1,1,0,specific
tb_0472_c03,1,1,0,specific
tb_0472_c04,1,1,0,specific
tb_0472_c05,1,1,0,specific
tb_0472_c06,1,1,0,specific
tb_0472_c07,1,1,0,specific
tb_0472_c08,1,1,0,specific
tb_0472_c09,1,1,0,specific
tb_0472_c10,0,1,0,specific
tb_0472_c11,0,1,0,specific
tb_0472_c12,0,1,0,specific
tb_0473_c04,1,1,0,specific
tb_0473_c05,1,1,0,specific
tb_0473_c06,1,1,0,specific
tb_0473_c08,1,1,0,specific
tb_0473_c09,1,1,1,specific
tb_0474_c01,1,1,0,unclassified
tb_0474_c02,1,1,0,specific
tb_0474_c03,1,1,0,specific
tb_0474_c06,1,1,0,specific
tb_0475_c01,1,1,0,specific
tb_0475_c03,1,1,0,specific
tb_0475_c04,1,1,0,specific
tb_0475_c05,1,1,0,specific
tb_0475_c06,1,1,0,specific
tb_0475_c07,1,1,0,unclassified
tb_0475_c08,1,1,0,specific
tb_0475_c09,1,1,0,specific
tb_0475_c10,1,1,0,unclassified
tb_0475_c11,1,1,0,specific
tb_0475_c12,1,1,0,specific
tb_0475_c15,1,1,0,specific
tb_0475_c16,1,1,0,specific
tb_0476_c01,1,1,0,specific
tb_0476_c03,1,1,0,specific
tb_0476_c04,1,1,0,specific
tb_0476_c05,1,1,0,specific
tb_0476_c06,1,1,0,specific
tb_0477_c06,1,1,0,specific
tb_0477_c10,1,1,0,specific
tb_0478_c01,1,1,0,specific
tb_0478_c02,1,1,0,specific
tb_0478_c03,1,1,0,specific
tb_0478_c05,1,1,0,specific
tb_0478_c06,1,1,0,specific
tb_0480_c01,1,1,0,unclassified
tb_0480_c03,1,1,0,specific
tb_0480_c04,1,1,0,specific
tb_0480_c05,1,1,0,specific
tb_0480_c07,1,1,0,specific
tb_0480_c08,1,1,0,specific
tb_0480_c09,1,1,0,specific
tb_0480_c14,1,1,0,specific
tb_0481_c01,1,1,0,specific
tb_0481_c02,1,1,0,specific
tb_0481_c05,1,1,0,specific
tb_0482_c01,0,1,0,specific
tb_0482_c02,1,1,0,specific
tb_0482_c03,0,1,0,specific
tb_0482_c04,0,1,1,unclassified
tb_0482_c06,1,1,0,unclassified
tb_0483_c01,1,1,0,unclassified
tb_0483_c02,1,1,0,specific
tb_0483_c03,1,1,0,specific
tb_0483_c06,1,1,0,specific
tb_0483_c07,1,1,0,specific
tb_0483_c11,1,1,0,specific
tb_0484_c01,1,1,0,specific
tb_0484_c02,1,1,0,specific
tb_0484_c03,1,1,0,specific
tb_0485_c02,1,1,0,specific
tb_0485_c03,1,1,0,specific
tb_0486_c01,1,1,0,specific
tb_0486_c02,1,1,0,specific
tb_0486_c06,1,1,0,unclassified
tb_0487_c01,1,1,0,specific
tb_0487_c02,1,1,0,specific
tb_0487_c04,1,1,0,specific
tb_0487_c05,1,1,0,specific
tb_0487_c06,1,1,0,specific
tb_0487_c07,1,1,0,specific
tb_0487_c08,1,1,0,specific
tb_0487_c09,0,1,1,specific
tb_0487_c11,1,1,0,specific
tb_0487_c12,1,1,0,specific
tb_0488_c01,1,1,0,specific
tb_0488_c02,1,1,0,specific
tb_0488_c05,1,1,0,specific
tb_0488_c06,1,1,0,specific
tb_0488_c07,1,1,0,specific
tb_0489_c01,1,1,0,specific
tb_0489_c02,1,1,0,specific
tb_0489_c04,1,1,0,specific
tb_0489_c05,1,1,0,specific
tb_0489_c10,0,1,0,specific
tb_0489_c11,0,1,0,specific
tb_0490_c01,0,1,0,specific
tb_0490_c02,1,1,0,specific
tb_0490_c03,1,1,0,specific
tb_0490_c04,1,1,0,specific
tb_0490_c07,1,1,0,specific
tb_0490_c08,1,1,0,unclassified
tb_0491_c01,1,1,0,specific
tb_0491_c02,1,1,0,specific
tb_0491_c03,1,1,0,specific
tb_0491_c06,1,1,0,specific
tb_0492_c01,0,1,0,specific
tb_0492_c02,1,1,0,specific
tb_0492_c04,1,1,0,specific
tb_0492_c07,1,1,0,specific
tb_0493_c01,1,1,0,specific
tb_0493_c02,1,1,0,specific
tb_0493_c03,1,1,0,specific
tb_0493_c07,1,1,0,specific
tb_0494_c01,1,1,0,specific
tb_0494_c02,1,1,0,specific
tb_0494_c03,1,1,0,specific
tb_0494_c04,1,1,0,specific
tb_0494_c07,1,1,0,specific
tb_0494_c08,1,1,0,specific
tb_0494_c09,0,1,0,specific
tb_0495_c01,1,1,0,specific
tb_0495_c02,1,1,0,specific
tb_0495_c03,1,1,0,specific
tb_0495_c04,1,1,0,specific
tb_0495_c06,1,1,0,specific
tb_0495_c08,1,1,0,specific
tb_0496_c01,1,1,0,specific
tb_0496_c02,1,1,0,specific
tb_0496_c03,1,1,0,specific
tb_0496_c05,1,1,0,specific
tb_0496_c07,1,1,0,specific
tb_0497_c01,1,1,0,specific
tb_0497_c02,1,1,0,specific
tb_0497_c06,1,1,0,ack_affect
tb_0498_c01,0,1,0,ack_affect
tb_0498_c02,0,1,0,specific
tb_0498_c07,0,1,0,specific
tb_0499_c01,0,1,0,specific
tb_0499_c02,1,1,0,specific
tb_0499_c03,1,1,0,specific
tb_0499_c04,1,1,0,specific
tb_0499_c05,1,1,0,specific
tb_0499_c07,1,1,0,specific
tb_0500_c01,0,1,0,ack_affect
tb_0500_c02,0,1,0,specific
tb_0500_c03,0,1,0,specific
tb_0500_c04,1,1,1,specific
tb_0500_c05,1,1,1,specific
tb_0500_c06,1,1,1,specific
tb_0501_c02,0,1,0,specific
tb_0501_c03,1,1,0,specific
tb_0501_c07,1,1,1,specific
tb_0502_c01,0,1,0,specific
tb_0502_c02,1,1,0,specific
tb_0502_c03,1,1,1,specific
tb_0502_c05,1,1,1,specific
tb_0503_c01,1,1,0,specific
tb_0503_c02,0,1,0,specific
tb_0503_c08,0,1,0,specific
tb_0504_c01,1,1,0,specific
tb_0504_c02,1,1,0,ack_affect
tb_0504_c03,1,1,0,specific
tb_0504_c04,1,1,0,specific
tb_0504_c05,1,1,0,specific
tb_0504_c07,1,1,0,specific
tb_0505_c03,0,1,0,specific
tb_0505_c04,1,1,1,specific
tb_0506_c01,0,1,0,specific
tb_0506_c02,0,1,0,specific
tb_0506_c06,0,1,0,specific
tb_0507_c02,1,1,1,unclassified
tb_0507_c05,0,1,0,specific
tb_0508_c01,1,1,0,specific
tb_0508_c02,0,1,0,specific
tb_0508_c05,1,1,1,unclassified
tb_0509_c01,0,1,0,specific
tb_0509_c02,1,1,0,specific
tb_0509_c03,1,1,1,specific
tb_0509_c04,1,1,1,specific
tb_0510_c01,1,1,0,specific
tb_0510_c02,1,1,1,specific
tb_0510_c03,1,1,1,specific
tb_0510_c09,1,1,0,unclassified
tb_0510_c10,1,1,1,specific
tb_0511_c02,0,1,0,specific
tb_0511_c03,0,1,0,specific
tb_0511_c07,1,1,1,specific
tb_0511_c08,0,1,0,specific
tb_0511_c09,1,1,1,specific
tb_0512_c02,0,1,0,specific
tb_0512_c03,1,1,1,specific
tb_0513_c01,1,1,0,ack_affect
tb_0513_c02,0,1,0,ack_affect
tb_0513_c03,1,1,1,specific
tb_0514_c02,0,1,0,specific
tb_0514_c03,1,1,0,specific
tb_0514_c05,1,1,1,unclassified
tb_0514_c09,1,1,1,unclassified
tb_0514_c12,1,1,1,unclassified
tb_0515_c01,1,1,0,specific
tb_0515_c02,1,1,0,specific
tb_0516_c01,0,1,0,specific
tb_0516_c02,1,1,0,specific
tb_0516_c03,1,1,0,specific
tb_0516_c04,0,1,1,specific
tb_0516_c08,0,1,0,specific
tb_0517_c01,1,1,0,specific
tb_0517_c02,0,1,0,specific
tb_0517_c03,0,1,0,specific
tb_0517_c04,1,1,1,specific
tb_0517_c05,1,1,1,specific
tb_0517_c06,1,1,1,specific
tb_0517_c11,1,1,1,specific
tb_0518_c01,1,1,0,ack_affect
tb_0518_c10,0,1,0,specific
tb_0519_c01,1,1,0,specific
tb_0519_c02,0,1,0,specific
tb_0519_c03,1,1,1,specific
tb_0519_c05,1,1,1,specific
tb_0520_c01,1,1,0,specific
tb_0520_c02,0,1,0,specific
tb_0520_c03,1,1,1,specific
tb_0520_c04,1,1,0,specific
tb_0521_c01,0,1,0,specific
tb_0521_c02,1,1,0,specific
tb_0521_c06,1,1,1,specific
tb_0522_c01,1,1,1,specific
tb_0522_c04,0,1,0,specific
tb_0522_c05,0,1,0,specific
tb_0522_c06,1,1,0,ack_affect
tb_0523_c01,1,1,0,specific
tb_0523_c02,0,1,0,specific
tb_0523_c03,1,1,1,specific
tb_0524_c01,0,1,0,specific
tb_0524_c02,1,1,1,specific
tb_0524_c04,1,1,0,specific
tb_0525_c01,0,1,0,ack_affect
tb_0525_c02,1,1,0,specific
tb_0525_c06,0,1,0,specific
tb_0526_c01,0,1,0,ack_affect
tb_0526_c02,1,1,0,ack_affect
tb_0526_c03,0,1,0,specific
tb_0526_c08,1,1,1,unclassified
tb_0527_c01,1,1,0,specific
tb_0528_c01,0,1,0,specific
tb_0528_c02,0,1,0,specific
tb_0528_c03,0,1,0,specific
tb_0528_c05,1,1,1,specific
tb_0528_c07,1,1,1,specific
tb_0528_c08,1,1,0,specific
tb_0529_c02,0,1,0,specific
tb_0529_c05,1,1,1,ack_affect
tb_0529_c06,1,1,0,specific
tb_0530_c02,0,1,0,specific
tb_0530_c03,1,1,1,specific
tb_0531_c01,1,1,0,specific
tb_0531_c02,0,1,0,specific
tb_0531_c03,1,1,0,specific
tb_0531_c05,1,1,1,unclassified
tb_0531_c06,1,1,1,unclassified
tb_0531_c07,1,1,1,specific
tb_0531_c08,1,1,1,specific
tb_0531_c09,1,1,1,specific
tb_0532_c01,1,1,0,specific
tb_0532_c02,1,1,1,specific
tb_0532_c04,1,1,1,unclassified
tb_0532_c06,0,1,0,specific
tb_0533_c01,1,1,0,specific
tb_0533_c02,0,1,0,specific
tb_0533_c05,0,1,0,specific
tb_0533_c09,0,1,1,unclassified
tb_0534_c01,0,1,0,ack_affect
tb_0534_c02,1,1,0,specific
tb_0534_c03,1,1,1,specific
tb_0535_c01,0,1,0,specific
tb_0535_c02,1,1,0,specific
tb_0536_c03,1,1,0,specific
tb_0537_c01,0,1,0,specific
tb_0537_c02,1,1,0,specific
tb_0537_c03,1,1,1,specific
tb_0538_c06,0,1,0,specific
tb_0539_c01,1,1,0,specific
tb_0539_c03,1,1,0,specific
tb_0539_c04,1,1,1,specific
tb_0539_c05,0,1,1,specific
tb_0540_c01,1,1,0,ack_affect
tb_0540_c02,1,1,1,specific
tb_0540_c03,1,1,1,specific
tb_0540_c04,1,1,1,specific
tb_0541_c01,0,1,0,specific
tb_0541_c02,1,1,0,specific
tb_0541_c03,1,1,1,specific
tb_0542_c02,1,1,0,specific
tb_0542_c03,1,1,1,specific
tb_0543_c01,1,1,0,specific
tb_0543_c02,1,1,0,specific
tb_0543_c03,1,1,1,specific
tb_0544_c02,1,1,0,specific
tb_0544_c06,1,1,1,specific
tb_0546_c01,0,1,0,ack_affect
tb_0546_c03,1,1,1,specific
tb_0546_c06,0,1,0,ack_affect
tb_0546_c07,1,1,0,specific
tb_0546_c08,1,1,1,specific
tb_0547_c01,1,1,0,ack_affect
tb_0547_c03,0,1,0,specific
tb_0547_c04,1,1,1,specific
tb_0547_c05,1,1,1,specific
tb_0548_c01,1,1,0,specific
tb_0548_c02,1,1,0,specific
tb_0548_c03,1,1,1,unclassified
tb_0548_c04,1,1,1,unclassified
tb_0548_c06,1,1,1,specific
tb_0549_c02,1,1,0,ack_affect
tb_0549_c03,1,1,0,specific
tb_0549_c04,1,1,1,specific
tb_0550_c01,1,1,0,specific
tb_0550_c02,0,1,0,specific
tb_0550_c03,1,1,0,specific
tb_0550_c06,1,1,1,specific
tb_0550_c08,1,1,1,unclassified
tb_0551_c01,1,1,0,specific
tb_0551_c04,1,1,1,specific
tb_0551_c06,1,1,1,specific
tb_0552_c01,1,1,0,specific
tb_0552_c02,0,1,0,specific
tb_0552_c03,1,1,0,specific
tb_0552_c05,0,1,1,specific
tb_0553_c01,1,1,0,specific
tb_0553_c02,0,1,0,specific
tb_0553_c04,0,1,1,unclassified
tb_0553_c07,1,1,1,specific
tb_0554_c01,0,1,0,ack_affect
tb_0554_c02,1,1,1,specific
tb_0554_c03,1,1,1,specific
tb_0554_c05,0,1,1,specific
tb_0554_c06,1,1,1,specific
tb_0555_c01,1,1,0,specific
tb_0555_c02,1,1,0,specific
tb_0555_c04,1,1,0,specific
tb_0555_c05,1,1,1,specific
tb_0555_c06,1,1,0,specific
tb_0555_c07,1,1,1,specific
tb_0555_c08,1,1,0,specific
tb_0555_c09,1,1,1,specific
tb_0555_c10,1,1,0,specific
tb_0555_c11,1,1,1,specific
tb_0556_c01,1,1,0,specific
tb_0556_c02,0,1,0,specific
tb_0556_c03,0,1,0,specific
tb_0556_c04,0,1,1,specific
tb_0556_c05,1,1,1,specific
tb_0557_c03,1,1,1,specific
tb_0557_c04,1,1,1,specific
tb_0557_c05,1,1,1,specific
tb_0557_c06,0,1,0,specific
tb_0558_c01,1,1,0,specific
tb_0558_c02,1,1,0,specific
tb_0558_c05,1,1,1,specific
tb_0558_c09,0,1,0,ack_affect
tb_0559_c01,1,1,0,specific
tb_0560_c01,1,1,0,specific
tb_0560_c02,1,1,0,specific
tb_0560_c03,1,1,1,specific
tb_0560_c06,1,1,1,specific
tb_0560_c07,1,1,1,specific
tb_0561_c01,0,1,0,ack_affect
tb_0561_c02,0,1,0,specific
tb_0561_c06,0,1,0,specific
tb_0562_c03,1,1,0,specific
tb_0562_c06,1,1,0,specific
tb_0563_c01,1,1,0,specific
tb_0563_c09,0,1,0,specific
tb_0564_c01,1,1,0,specific
tb_0564_c02,1,1,0,specific
tb_0564_c04,0,1,0,specific
tb_0564_c08,1,1,0,specific
tb_0565_c01,0,1,0,specific
tb_0565_c03,0,1,0,specific
tb_0565_c04,1,1,0,specific
tb_0565_c05,1,1,1,specific
tb_0566_c01,0,1,0,specific
tb_0566_c02,0,1,0,specific
tb_0566_c03,1,1,1,specific
tb_0567_c01,0,1,0,specific
tb_0567_c02,0,1,0,specific
tb_0568_c01,0,1,0,specific
tb_0568_c02,0,1,0,specific
tb_0568_c04,1,1,1,specific
tb_0568_c06,1,1,1,specific
tb_0568_c07,1,1,0,specific
tb_0568_c11,0,1,0,specific
tb_0569_c01,1,1,0,specific
tb_0569_c02,0,1,0,specific
tb_0569_c03,1,1,1,unclassified
tb_0570_c01,1,1,1,specific
tb_0570_c02,0,1,0,specific
tb_0571_c02,1,1,0,ack_affect
tb_0572_c01,1,1,0,specific
tb_0572_c02,1,1,1,specific
tb_0572_c04,1,1,1,specific
tb_0573_c01,1,1,0,ack_affect
tb_0573_c02,0,1,0,specific
tb_0573_c04,1,1,1,specific
tb_0573_c05,1,1,1,specific
tb_0573_c07,1,1,1,specific
tb_0573_c08,1,1,1,specific
tb_0573_c09,1,1,1,specific
tb_0574_c01,1,1,0,specific
tb_0574_c02,1,1,1,specific
tb_0574_c07,1,1,0,specific
tb_0576_c01,1,1,0,specific
tb_0576_c02,0,1,0,specific
tb_0576_c11,0,1,0,specific
tb_0576_c12,1,1,0,specific
tb_0577_c02,1,1,0,specific
tb_0577_c05,0,1,0,specific
tb_0578_c02,1,1,0,specific
tb_0578_c03,1,1,1,specific
tb_0579_c01,1,1,0,specific
tb_0579_c02,1,1,0,specific
tb_0580_c01,1,1,0,specific
tb_0580_c02,0,1,0,specific
tb_0581_c03,1,1,0,specific
tb_0581_c05,0,1,0,ack_affect
tb_0581_c06,0,1,0,specific
tb_0581_c07,0,1,0,specific
tb_0581_c10,1,1,1,specific
tb_0581_c13,1,1,0,specific
tb_0583_c02,1,1,0,specific
tb_0583_c03,1,1,0,specific
tb_0584_c02,1,1,0,specific
tb_0584_c03,1,1,0,specific
tb_0584_c04,1,1,0,specific
tb_0584_c09,1,1,0,specific
tb_0585_c01,0,1,0,specific
tb_0585_c02,1,1,0,specific
tb_0586_c02,1,1,0,specific
tb_0586_c03,0,1,0,specific
tb_0586_c04,1,1,1,specific
tb_0586_c07,1,1,1,specific
tb_0587_c01,1,1,0,specific
tb_0587_c02,1,1,1,unclassified
tb_0587_c03,1,1,1,specific
tb_0587_c04,1,1,0,specific
tb_0587_c05,0,1,0,specific
tb_0587_c06,0,1,0,specific
tb_0587_c10,0,1,0,specific
tb_0588_c01,0,1,0,specific
tb_0588_c02,1,1,0,specific
tb_0588_c03,1,1,1,specific
tb_0589_c02,1,1,0,specific
tb_0589_c03,0,1,0,specific
tb_0590_c01,1,1,1,specific
tb_0590_c02,1,1,1,specific
tb_0590_c03,1,1,0,ack_affect
tb_0590_c04,1,1,0,ack_affect
tb_0591_c02,1,1,0,specific
tb_0591_c03,1,1,0,specific
tb_0591_c04,1,1,1,specific
tb_0591_c06,1,1,1,unclassified
tb_0591_c07,1,1,0,specific
tb_0591_c08,1,1,1,unclassified
tb_0592_c01,1,1,0,specific
tb_0592_c02,1,1,1,specific
tb_0592_c04,1,1,0,specific
tb_0592_c05,1,1,1,specific
tb_0592_c06,0,1,0,specific
tb_0592_c07,1,1,0,specific
tb_0592_c09,1,1,1,unclassified
tb_0593_c01,1,1,0,specific
tb_0593_c02,0,1,0,specific
tb_0593_c03,1,1,1,specific
tb_0593_c06,0,1,0,specific
tb_0593_c11,1,1,1,specific
tb_0594_c01,1,1,0,specific
tb_0594_c04,1,1,0,specific
tb_0595_c01,1,1,0,specific
tb_0595_c02,0,1,0,specific
tb_0595_c05,0,1,0,specific
tb_0595_c11,1,1,1,specific
tb_0595_c13,0,1,0,specific
tb_0596_c02,1,1,0,specific
tb_0597_c02,1,1,0,specific
tb_0598_c01,1,1,0,specific
tb_0598_c02,0,1,0,specific
tb_0598_c10,0,1,0,ack_affect
tb_0599_c01,1,1,0,specific
tb_0599_c02,0,1,0,specific
tb_0600_c01,1,1,0,specific
tb_0600_c02,1,1,0,specific
tb_0600_c06,1,1,1,specific
tb_0601_c01,0,1,0,ack_affect
tb_0601_c02,1,1,0,specific
tb_0602_c01,1,1,0,specific
tb_0602_c02,0,1,0,specific
tb_0602_c03,1,1,1,specific
tb_0602_c06,0,1,0,specific
tb_0603_c01,1,1,0,specific
tb_0603_c02,1,1,0,specific
tb_0603_c03,1,1,1,specific
tb_0603_c04,1,1,1,specific
tb_0603_c05,0,1,0,ack_affect
tb_0604_c01,1,1,0,specific
tb_0604_c03,0,1,0,specific
tb_0605_c01,1,1,0,specific
tb_0605_c02,0,1,0,specific
tb_0605_c03,1,1,1,specific
tb_0605_c04,1,1,1,specific
tb_0605_c06,1,1,1,specific
tb_0605_c08,0,1,0,specific
tb_0606_c01,1,1,0,specific
tb_0606_c02,1,1,0,specific
tb_0606_c03,1,1,1,specific
tb_0606_c04,1,1,1,ack_affect
tb_0606_c06,0,1,0,ack_affect
tb_0607_c02,1,1,0,specific
tb_0607_c03,1,1,0,specific
tb_0607_c04,1,1,0,specific
tb_0607_c07,1,1,0,specific
tb_0608_c01,1,1,0,specific
tb_0608_c02,0,1,0,ack_affect
tb_0609_c01,1,1,0,specific
tb_0609_c02,1,1,0,specific
tb_0609_c03,1,1,1,specific
tb_0609_c05,1,1,1,specific
tb_0610_c03,1,1,1,unclassified
tb_0610_c04,1,1,0,specific
tb_0610_c05,1,1,0,specific
tb_0610_c06,1,1,0,specific
tb_0610_c07,1,1,0,specific
tb_0610_c08,1,1,0,specific
tb_0611_c01,1,1,0,specific
tb_0611_c02,0,1,0,specific
tb_0611_c07,0,1,0,specific
tb_0612_c01,1,1,0,specific
tb_0612_c02,1,1,1,unclassified
tb_0613_c02,0,1,0,ack_affect
tb_0613_c03,0,1,0,ack_affect
tb_0613_c05,0,1,0,specific
tb_0614_c02,0,1,0,specific
tb_0614_c03,1,1,0,specific
tb_0615_c01,1,1,0,specific
tb_0615_c02,0,1,0,specific
tb_0615_c05,0,1,0,specific
tb_0615_c11,0,1,0,ack_affect
tb_0616_c02,1,1,0,specific
tb_0616_c03,1,1,0,specific
tb_0617_c02,0,1,1,specific
tb_0617_c03,1,1,1,specific
tb_0617_c05,1,1,0,specific
tb_0617_c09,0,1,0,specific
tb_0618_c01,1,1,0,specific
tb_0618_c02,1,1,0,specific
tb_0619_c02,1,1,0,specific
tb_0619_c03,1,1,0,specific
tb_0619_c04,1,1,1,specific
tb_0619_c06,0,1,0,specific
tb_0619_c07,1,1,0,specific
tb_0619_c08,1,1,0,specific
tb_0620_c01,1,1,0,ack_affect
tb_0620_c02,1,1,0,specific
tb_0620_c03,0,1,0,specific
tb_0620_c05,1,1,1,unclassified
tb_0620_c06,1,1,1,specific
tb_0620_c08,1,1,0,specific
tb_0620_c09,0,1,0,specific
tb_0621_c01,0,1,0,specific
tb_0621_c02,1,1,1,specific
tb_0621_c03,1,1,1,unclassified
tb_0622_c02,1,1,0,specific
tb_0622_c03,1,1,0,specific
tb_0623_c01,1,1,0,specific
tb_0623_c02,0,1,0,specific
tb_0623_c03,1,1,1,specific
tb_0623_c07,0,1,0,specific
tb_0624_c01,1,1,0,specific
tb_0624_c02,0,1,0,specific
tb_0624_c05,0,1,0,ack_affect
tb_0625_c01,1,1,0,specific
tb_0625_c02,0,1,0,specific
tb_0625_c10,0,1,0,ack_affect
tb_0626_c01,1,1,0,specific
tb_0626_c03,1,1,0,specific
tb_0626_c07,1,1,0,specific
tb_0626_c09,1,1,0,specific
tb_0626_c11,0,1,0,specific
tb_0626_c13,1,1,0,specific
tb_0626_c14,1,1,0,specific
tb_0627_c01,1,1,0,specific
tb_0627_c07,0,1,0,specific
tb_0628_c01,1,1,0,ack_affect
tb_0628_c02,0,1,0,specific
tb_0628_c03,0,1,0,specific
tb_0628_c05,0,1,1,specific
tb_0628_c08,0,1,1,specific
tb_0628_c10,1,1,1,specific
tb_0629_c01,0,1,0,ack_affect
tb_0629_c02,1,1,0,specific
tb_0629_c05,1,1,1,specific
tb_0630_c01,1,1,0,specific
tb_0630_c02,1,1,0,specific
tb_0630_c03,1,1,1,specific
tb_0630_c04,1,1,1,specific
tb_0630_c09,0,1,0,ack_affect
tb_0631_c01,1,1,0,specific
tb_0631_c02,0,1,0,specific
tb_0631_c03,1,1,1,specific
tb_0631_c04,1,1,1,unclassified
tb_0631_c05,1,1,1,specific
tb_0631_c09,1,1,1,specific
tb_0631_c14,1,1,0,specific
tb_0632_c01,0,1,0,specific
tb_0632_c08,1,1,1,unclassified
tb_0632_c09,1,1,1,specific
tb_0632_c10,1,1,1,specific
tb_0632_c11,1,1,1,specific
tb_0632_c12,1,1,0,specific
tb_0632_c13,1,1,0,specific
tb_0633_c01,1,1,0,specific
tb_0633_c02,0,1,0,specific
tb_0634_c01,1,1,0,specific
tb_0634_c02,1,1,1,specific
tb_0635_c01,1,1,0,ack_affect
tb_0635_c02,0,1,0,specific
tb_0635_c03,1,1,1,specific
tb_0635_c05,0,1,0,specific
tb_0636_c01,1,1,0,specific
tb_0636_c02,0,1,0,specific
tb_0636_c05,1,1,1,specific
tb_0637_c02,0,1,0,specific
tb_0637_c03,1,1,0,specific
tb_0637_c04,1,1,1,specific
tb_0638_c01,1,1,0,specific
tb_0638_c02,0,1,0,specific
tb_0639_c01,1,1,0,specific
tb_0639_c02,0,1,0,specific
tb_0639_c05,1,1,1,specific
tb_0639_c08,1,1,1,specific
tb_0640_c01,1,1,0,specific
tb_0640_c02,0,1,0,specific
tb_0641_c01,0,1,0,specific
tb_0641_c02,1,1,0,specific
tb_0641_c06,1,1,0,unclassified
tb_0642_c01,1,1,0,specific
tb_0642_c02,0,1,0,specific
tb_0642_c04,1,1,1,unclassified
tb_0643_c01,1,1,0,specific
tb_0643_c02,0,1,0,specific
tb_0643_c03,1,1,1,specific
