criterion_id,scenario_id,subject,primary_skill,criticality,non_atomic,irrelevant_misscoped,rigid_verbatim,identify_correct,reference_leak,absolute_failure,numeric_no_tolerance,prescribed_wording,reasons,char_len,criterion
tb_0336_c01,tb_0336,,diagnosis,critical,0,0,0,0,0,0,0,0,,198,"The response must identify that in part a), the student used the incorrect formula for the moment of inertia of a solid cylinder, using $\frac{2}{5}MR^2$ (for a sphere) instead of $\frac{1}{2}MR^2$."
tb_0336_c02,tb_0336,,diagnosis,critical,0,0,0,0,0,0,0,0,,208,The response must identify that the student made a conceptual error in part b) by using the linear acceleration $a$ in the kinematic equation for angular velocity instead of the angular acceleration $\alpha$.
tb_0336_c03,tb_0336,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,158,"The response must identify that the student made an arithmetic error in part c) by equating $\frac{1}{5}$ to $\frac{5}{35}$, when it should be $\frac{7}{35}$."
tb_0336_c04,tb_0336,,diagnosis,critical,1,1,1,0,0,0,0,0,multi_requirement_verb|restatement_of_formula_or_answer|demands_specific_wording,148,"The response must state that, done correctly, the answer for part c) should have been $\frac{1}{7}MR^2\omega_0^2$, not $\frac{3}{35}MR^2\omega_0^2$."
tb_0336_c05,tb_0336,,diagnosis,not_critical,0,0,0,0,0,0,0,0,,171,"The response can explicitly note that the error of using the wrong moment of inertia leads to an incorrect result for both parts a) and b), since the result carry forward."
tb_0336_c06,tb_0336,,content,critical,0,0,0,0,0,0,0,0,,237,"The response must explain that using conservation of angular momentum with the correct moment of inertial for a cylinder ($\frac{1}{2}MR^2$), you find that the linear velocity after the cylinder stops rolling is $v=\frac{1}{3}R\omega_0$."
tb_0336_c07,tb_0336,,content,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,229,The response must explain that you need to use angular acceleration  $\alpha=\frac{\tau}{I_{CM}}$ (not linear acceleration $a$) when considering angular velocity so that the kinematics equation becomes $\omega=\omega_0+\alpha t$.
tb_0336_c08,tb_0336,,content,critical,0,0,0,0,0,0,0,0,,178,"The response must explain that using the correct moment of inertia, the angular acceleration is $-\frac{2\mu_kg}{R}$, leading to a time interval of $t=\frac{R\omega_0}{3\mu_kg}$."
tb_0336_c09,tb_0336,,diagnosis,critical,0,0,0,0,0,0,0,0,,86,The response must explicitly acknowledge the student's expressed confusion in part b).
tb_0336_c10,tb_0336,,,not_critical,0,1,1,0,0,0,0,0,surface_format_or_persona_only|very_long_criterion,340,"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0337_c01,tb_0337,,,critical,0,0,0,0,0,0,0,0,,202,"The response must empathetically acknowledge the student's explicitly stated confusion about the small answer. (e.g., ""It's understandable to be confused,"" or ""That's a very common point of confusion"")."
tb_0337_c02,tb_0337,,diagnosis,critical,0,0,0,0,0,0,0,0,,94,The response must identify that the k/g unit conversion is a conceptually incorrect procedure.
tb_0337_c03,tb_0337,,content,critical,0,0,0,0,0,0,0,0,,208,"The response must explain why the k/g conversion was unnecessary by clarifying dimensional consistency, stating that a Newton (N) is a kgm/(s^2), making the original N/m units correct for the energy equation."
tb_0337_c04,tb_0337,,diagnosis,critical,0,0,0,0,0,0,0,0,,156,"The response must identify the student's specific arithmetic error in the multiplication step, noting that (10.2)(0.04) was calculated incorrectly as 0.0408"
tb_0337_c05,tb_0337,,content,critical,0,0,0,0,0,0,0,0,,158,"The response must provide the corrected calculation for the step containing the arithmetic error, explicitly showing that (10.2)(0.04) correctly equals 0.408."
tb_0337_c06,tb_0337,,content,critical,0,0,0,0,0,0,0,0,,151,"The response must provide the full, correct overall solution, showing the steps that lead to the final answer of sqrt(8) m/s or approximately 2.83 m/s."
tb_0337_c07,tb_0337,,diagnosis,not_critical,0,0,0,0,0,0,0,0,,156,The response should acknowledge that the student's application of the Conservation of Energy principle was the correct conceptual approach for this problem.
tb_0337_c08,tb_0337,,,not_critical,0,0,0,0,0,0,0,0,,83,The response should use a positive and encouraging tone throughout the explanation.
tb_0338_c01,tb_0338,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,199,"The response must identify that the student is incorrectly filling the array row by row instead of column by column, and this error has to be identified as a wrong interpretation of the requirements."
tb_0338_c02,tb_0338,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,173,"The response must identify that the student is wrongly adding null students in the array and excluding valid ones, and this error has to be identified as a conceptual error."
tb_0338_c03,tb_0338,,content,critical,0,0,0,0,0,0,0,0,,126,"The response should provide a proposed full solution, which is a fully working class constructor for the `SeatingChart` class."
tb_0338_c04,tb_0338,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,182,"The response must identify that the student's solution has incorrectly written `currentRowCounts` instead of `currentRowCount`, and this error has to be identified as a syntax error."
tb_0338_c05,tb_0338,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,185,"The response must identify that the student has not initialized the array `seats` with a `Student[][]` object before using it, and this error has to be identified as a conceptual error."
tb_0338_c06,tb_0338,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,220,"The response must identify that the student has provided incorrect loop bounds as it resets when `currentRowCount` is higher than `rows`, and this error has to be identified as a wrong interpretation of the requirements."
tb_0338_c07,tb_0338,,,not_critical,0,0,0,0,0,0,0,0,,54,The response should address the student in 2nd person.
tb_0338_c08,tb_0338,,content,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,157,"The response must explain that attempting to access the uninitialized array `seats` will raise a runtime exception, and that is why it has to be initialized."
tb_0339_c01,tb_0339,,diagnosis,critical,0,0,0,0,0,0,0,0,,81,The response must identify that the student incorrectly applied the product rule.
tb_0339_c02,tb_0339,,content,critical,0,0,0,0,0,0,0,0,,91,The response must explain the chain rule is the appropriate method to obtain the derivative
tb_0339_c03,tb_0339,,,not_critical,0,0,0,0,0,0,0,0,,83,"The response should be written in the 2nd person and refer to the student as ""you."""
tb_0339_c04,tb_0339,,content,critical,0,0,0,0,0,0,0,0,,89,The response must explain that chain rule is used when you have a function of a function.
tb_0339_c05,tb_0339,,content,critical,0,0,0,0,0,0,0,0,,138,The response should mention the inner function to be the polynomial $x^2+3x$ and the outer function to be trigonometric ($\sin$) function.
tb_0339_c06,tb_0339,,diagnosis,critical,0,0,0,0,0,0,0,0,,141,The response must  explain that the student correctly applied the chain rule to $\sin(x+3)$ but failed to apply it to the original function.
tb_0339_c07,tb_0339,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,227,"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0340_c01,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,97,"The response must include that the student's formula formula, ""predicted - actual,"" is incorrect."
tb_0340_c02,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,81,"The response must include that the student's final answer, ""-8.14,"" is incorrect."
tb_0340_c03,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,294,"The response must include that the student makes the correct assumption about their answer of ""-8.14"" that ""if I got the sign backward then like maybe it just means the elk weighed more than expected?"", because +8.14 is the correct answer and the elk weigh more than expected in this situation."
tb_0340_c04,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,189,"The response must include that the student's words and their numerical answer don't align because they expressed verbally that the elk ""weighs more,"" but their numerical answer is negative."
tb_0340_c05,tb_0340,,content,critical,0,1,0,0,0,0,1,0,restatement_of_formula_or_answer|numeric_no_tolerance,148,The response must include the correct formula for the answer: Residual Weight = (Weighed Elk) - (Predicted Weight) = 204.3 kg - 196.16 kg = 8.14 kg.
tb_0340_c06,tb_0340,,content,critical,0,1,0,0,0,0,1,0,restatement_of_formula_or_answer|numeric_no_tolerance,146,The response must include that the answer is positive because the elk from the problem (204.3 kg) weighs more than the expected value (196.16 kg).
tb_0340_c07,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,158,"The response must include that the student seemed confused as they explained their negative answer: ""...maybe it just means the elk weighed more than expect."""
tb_0340_c08,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,172,The response must acknowledge and validate the student's restatement that the prediction was 8.14 kg more than the actual weight (confirming the interpretation is correct).
tb_0340_c09,tb_0340,,diagnosis,critical,0,0,0,0,0,0,0,0,,186,"The response must redirect the student toward the actual goal of the problem (e.g., prompting them to consider what the residual means in context rather than stopping at the arithmetic)."
tb_0340_c10,tb_0340,,scaffolding,not_critical,0,0,0,0,0,0,0,0,,197,The response should include an analogy for thinking about finding residual weight similar to finding the difference between a cookie recipe's expected yield and how many cookies are actually baked.
tb_0340_c11,tb_0340,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,207,"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0341_c01,tb_0341,,diagnosis,critical,0,0,0,0,0,0,0,0,,175,"The response must identify that the student incorrectly used \( 200\,\text{m} \) instead of \( 150\,\text{m} \) for the free-fall distance in the energy conservation equation."
tb_0341_c02,tb_0341,,diagnosis,critical,0,0,0,0,0,0,0,0,,264,"The response must identify that the student omitted gravity in the net force calculation during the parachute phase. Specifically, the student wrote \( F_{\text{net}} = F_{\text{air}} \) instead of the correct expression \( F_{\text{net}} = F_{\text{air}} - mg \)."
tb_0341_c03,tb_0341,,diagnosis,critical,0,0,1,0,0,0,0,0,long_ie_anchor,274,"The response must explain:   (a) Why using \( 200\,\text{m} \) distorts the velocity at parachute opening,   (b) Why omitting gravity (i.e., using \( F_{\text{net}} = F_{\text{air}} \) instead of \( F_{\text{net}} = F_{\text{air}} - mg \)) leads to unrealistic acceleration."
tb_0341_c04,tb_0341,,content,critical,0,0,0,0,0,0,0,0,,319,"The response must provide a full step-by-step solution:   (a) Correct free-fall velocity calculation \( \left( \sqrt{2g \times 150} \right) \),   (b) Correct parachute-phase net force \( (F_{\text{air}} - mg) \) and resulting acceleration,   (c) Kinematic equation for landing velocity \( (\approx 52.2\,\text{m/s}) \)."
tb_0341_c05,tb_0341,,diagnosis,critical,0,0,1,0,0,0,0,0,demands_specific_wording,118,"The response must state that the student's solution is incorrect, addressing their misplaced confidence in the result."
tb_0341_c06,tb_0341,,,not_critical,0,0,0,0,0,0,0,0,,125,"The response should include at least one positive reinforcement (e.g., ""Good effort on..."") and maintain supportive language."
tb_0341_c07,tb_0341,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,197,"The response must:   (a) Explicitly state the chosen sign convention (e.g., downward = positive) and justify its use,   (b) Apply the convention consistently in both free-fall and parachute phases."
tb_0341_c08,tb_0341,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,227,"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0342_c01,tb_0342,,diagnosis,critical,0,0,0,0,0,0,0,0,,121,"The response must affirm the student’s correct points, notably noting the random sample and the accurate mean of 12.17 g."
tb_0342_c02,tb_0342,,content,critical,1,0,1,0,0,0,0,0,multi_requirement_verb|demands_specific_wording,132,The response must state that the margin of error for a mean is \(t^{*}s/\sqrt{n}\) and must reject using \(\alpha \times \bar{x}\).
tb_0342_c03,tb_0342,,content,critical,0,0,0,0,0,0,0,0,,113,The response must compute and cite the sample standard deviation \(s = 2.44\ \text{g}\) from the 12 data values.
tb_0342_c04,tb_0342,,content,critical,0,0,0,0,0,0,0,0,,120,The response must use \(df = 11\) and the correct critical value \(t^{*} = 2.201\) for a two-sided 95 % \(t\)-interval.
tb_0342_c05,tb_0342,,content,critical,0,0,0,0,0,0,0,0,,132,The response must provide the standard error \(s/\sqrt{n} = 0.705\ \text{g}\) and the resulting margin of error \(1.55\ \text{g}\).
tb_0342_c06,tb_0342,,content,critical,0,0,0,0,0,0,0,0,,132,"The response must clarify the meaning of \(\alpha\), left and right tails, and why the 0.025 tail probability determines \(t^{*}\)."
tb_0342_c07,tb_0342,,,not_critical,0,0,0,0,0,0,0,0,,81,"The response should use a supportive, second-person teacher voice (""You, Your"")."
tb_0342_c08,tb_0342,,,not_critical,0,0,0,0,0,0,0,0,,162,"The response should present its feedback in organised sections or bullets that separate correct points, errors, correct method, condition check, and final answer."
tb_0343_c01,tb_0343,,diagnosis,critical,0,0,0,0,0,0,0,0,,161,"The response must identify the student's core conceptual error of not accounting for early termination, and thus incorrectly assuming a fixed number of 4 rounds."
tb_0343_c02,tb_0343,,diagnosis,critical,0,0,0,0,0,0,0,0,,145,The response must explain why using the binomial distribution is incorrect (only valid for fixed number of trials and NOT for early termination).
tb_0343_c03,tb_0343,,diagnosis,critical,0,0,0,0,0,0,0,0,,85,The response must identify the student's final step of multiplying by 3 as incorrect.
tb_0343_c04,tb_0343,,content,critical,0,0,0,0,0,0,0,0,,127,The response must provide guidance on the correct method using clear and accessible language (no unexplained/undefined jargon).
tb_0343_c05,tb_0343,,diagnosis,critical,0,0,0,0,0,0,0,0,,147,The response must remain focused on the student's errors and not include lengthy re-calculations of probabilities already performed by the student.
tb_0343_c06,tb_0343,,,not_critical,0,0,0,0,0,0,0,0,,131,"The response should adopt a constructive and helpful tone, acknowledging what the student did correctly before pointing out errors."
tb_0343_c07,tb_0343,,diagnosis,critical,0,0,0,0,0,0,0,0,,133,"The response must acknowledge the correct work that has been done by the student, such as finding Bob's chance of winning to be 7/25."
tb_0343_c08,tb_0343,,content,critical,1,0,0,0,0,0,0,0,conjoined_actions,221,"The response must provide a correct explanation which describes the three possible scenarios in which Bob wins twice in a row, and then explains that these outcomes can then be added together to get the final probability."
tb_0343_c09,tb_0343,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,207,"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0344_c01,tb_0344,,content,not_critical,0,0,0,0,0,0,0,0,,111,The model should obtain the correct final answer: P(Bob wins) = \frac{639401}{3515625} \approx 0.1819 = 18.19%.
tb_0344_c02,tb_0344,,,not_critical,0,0,0,0,0,0,0,0,,152,"The response should use an encouraging tone by validating the student’s thinking effort and approach (e.g., “You’re asking a very thoughtful question”)."
tb_0344_c03,tb_0344,,diagnosis,not_critical,0,0,0,0,0,0,0,0,,202,"The response should recognize that the student correctly identified valid round-level outcomes (e.g., Bob’s rock beats Alice’s scissors) and correctly used multiplication rules for compound probability."
tb_0344_c04,tb_0344,,diagnosis,critical,0,0,1,0,0,0,0,0,verbatim_incorrectness_label,90,The response must identify that the student's final probability (5929/22500) is incorrect.
tb_0344_c05,tb_0344,,diagnosis,critical,0,0,0,0,0,0,0,0,,118,The response must identify that the student used an incorrect probability for Bob playing paper (1/15 instead of 1/5).
tb_0344_c06,tb_0344,,diagnosis,critical,0,0,0,0,0,0,0,0,,120,The response must identify that the student undercounted the valid game-winning sequences by stating that there are two.
tb_0344_c07,tb_0344,,content,critical,0,0,0,0,0,0,0,0,,136,"The response must show each contributing term: rock vs scissors, paper vs rock, scissors vs paper, and sums them clearly to obtain 7/25."
tb_0344_c08,tb_0344,,content,critical,0,0,0,0,0,0,0,0,,83,"The response must explains all seven paths (BB, NBB, TTBB, TABB, ATBB, BTBB, BABB)."
tb_0344_c09,tb_0344,,content,critical,0,0,0,0,0,0,0,0,,123,The response must calculate the tie probability from all three matching-choice combinations and shows that it totals 28/75.
tb_0344_c10,tb_0344,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,249,"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0345_c01,tb_0345,,diagnosis,critical,0,0,0,0,0,0,0,0,,120,The response must identify the student's error (part c) of reversing the probability P_M: P(M>630) rather than P(M<630).
tb_0345_c02,tb_0345,,diagnosis,critical,0,0,0,0,0,0,0,0,,167,"The response must identify the student's error in part a- stating if the bear is exactly 600 lbs, the z-score will be less than 1 instead of saying it is exactly zero."
tb_0345_c03,tb_0345,,content,critical,0,0,0,0,0,0,0,0,,176,"The response must provide a correct explanation as approximately 77.3% of male bears weigh less than 630 lb, while only 22.7% of female bears weigh more than 222.5 lb (part c)."
tb_0345_c04,tb_0345,,,not_critical,0,0,0,0,0,0,0,0,,170,"The response should begin with a friendly tone or encourage the student by using phrases like ""You are doing well"", ""You are making a good effort"" in the first paragraph."
tb_0345_c05,tb_0345,,content,not_critical,0,0,0,0,0,0,0,0,,114,The response should correctly interpret what a z-score represents (distance from the mean in standard deviations).
tb_0345_c06,tb_0345,,diagnosis,critical,0,0,0,0,0,0,0,0,,171,"The response must clarify that z-scores do not indicate other factors such as health or fitness. In this case, only a measurement of relative position in the distribution."
tb_0345_c07,tb_0345,,content,critical,0,0,0,0,0,0,0,0,,187,"The response must clarify that the symmetry of the normal distribution explains why reversing directions still gives complementary probabilities, not because both are ""majority"" outcomes."
tb_0345_c08,tb_0345,,diagnosis,critical,0,0,0,0,0,0,0,0,,160,The response must identify that the student applied wrong reasoning for part d) to infer that the probability of a female outweighing a male is approximately 0.
tb_0345_c09,tb_0345,,content,critical,0,0,0,0,0,0,0,0,,107,"The response must provide the correct solution with correct reasoning for part d) (D(400, 50) so z=-8, P~0)"
tb_0345_c10,tb_0345,,diagnosis,critical,0,0,0,0,0,0,0,0,,124,The response must identify the student's error (part c) of reversing the probability P_F: P(F<222.5) rather than P(F>222.5).
tb_0345_c11,tb_0345,,diagnosis,critical,0,0,0,0,0,0,0,0,,139,"The response must clarify that a bear weighing exactly 600 lbs has a z-score of 0, not just less than 1, because it is exactly at the mean."
tb_0345_c12,tb_0345,,content,critical,0,0,0,0,0,0,0,0,,153,The response must clarify that a z-score of 0.75 tells us that the bear is slightly heavier than average compared to other male bears in the population.
tb_0346_c01,tb_0346,,diagnosis,critical,0,0,0,0,0,0,0,0,,208,The response must identify that the student makes a conceptual error in stating that a mutation that prevents the insulin receptor from autophosphorylating would prevent insulin from binding to said receptor.
tb_0346_c02,tb_0346,,content,critical,0,0,0,0,0,0,0,0,,210,"The response must specify that the downstream pathway/signaling cascade that promotes glucose uptake into the cell involves IRS-1 phosphorylation, PI3K activation, Akt recruitment, and GLUT4 membrane insertion."
tb_0346_c03,tb_0346,,content,critical,0,0,0,0,0,0,0,0,,228,"The response must provide a simple flow diagram to illustrate the insulin/glucose pathway (e.g., insulin -> binds insulin receptor -> receptor autophosphorylation -> activation of downstream signaling cascade -> glucose uptake)."
tb_0346_c04,tb_0346,,diagnosis,critical,0,0,0,0,0,0,0,0,,196,The response must explain that a mutation preventing the receptor from autophosphorylating would only directly prevent the insulin receptor autophosphorylation step of the insulin/glucose pathway.
tb_0346_c05,tb_0346,,content,critical,0,0,1,0,0,0,0,0,very_long_criterion,348,"The response must provide a simple flow diagram to illustrate where in the insulin/glucose pathway the effect of a mutation preventing the autophosphorylation of the insulin receptor would be exerted (e.g., insulin -> binds insulin receptor -> no receptor autophosphorylation -> no activation of the downstream signaling cascade or glucose uptake)."
tb_0346_c06,tb_0346,,content,critical,0,0,0,0,0,0,0,0,,196,"The response must conclude that a mutation that prevents the insulin receptor from autophosphorylating would not prevent insulin from binding to its receptor, despite impairing insulin signaling."
tb_0346_c07,tb_0346,,,critical,0,0,0,0,0,0,0,0,,55,The response must acknowledge the student's confusion.
tb_0346_c08,tb_0346,,diagnosis,not_critical,0,0,1,0,0,0,0,0,very_long_criterion,363,"The response should acknowledge the student's current correct work, including highlighting the importance of the insulin/glucose pathway to controlling blood sugar, pointing out that dysregulation of the pathway can cause disease, and stating that a mutation in the insulin receptor preventing it from autophosphorylating would impede glucose uptake in the cell."
tb_0346_c09,tb_0346,,,not_critical,0,0,0,0,0,0,0,0,,45,The response should use an encouraging tone.
tb_0346_c10,tb_0346,,scaffolding,critical,0,0,0,0,0,0,0,0,,230,"The response must avoid including examples of the type of conditions or disease that can arise from a mutation that prevents the insulin receptor from autophosphorylating (e.g., insulin resistance, hyperglycemia, type 2 diabetes)."
tb_0346_c11,tb_0346,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,207,"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0347_c01,tb_0347,,diagnosis,critical,0,0,0,0,0,0,0,0,,199,"The response must identify the syntax error where the student wrote word1.lenth() instead of word1.length(), explaining that this typo will cause a compilation error preventing the code from running."
tb_0347_c02,tb_0347,,diagnosis,critical,0,0,1,0,0,0,0,0,very_long_criterion,336,"The response must correctly identify that the logic error in `mid2=(word2.length()+1)/2` causes incorrect results specifically for odd-length word2 values, explaining that for odd lengths like 5, this gives mid2=3 which makes substring start at index 3, returning only ""le"" from ""apple"" instead of the correct ""ple"" starting at index 2."
tb_0347_c03,tb_0347,,content,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,285,"The response must identify that the edge case handling `if (word1.length()==0 || word2.length() == 0) {return """";}` is an error because it returns empty string instead of processing normally - for example, recombine("""", ""test"") should return ""st"" (empty+second half of ""test""), not """"."
tb_0347_c04,tb_0347,,content,critical,0,0,1,0,0,0,0,0,very_long_criterion,327,"The response must provide concrete cases demonstrating the mid2 calculation error, showing at least 2 specific examples: one with even-length word2 where it accidentally works (e.g., ""pear"":(4+)/2=2, substring(2)-""ar"") and one with odd-length word2 where it fails (e.g., ""apple"": (5+1)/2=3, substring(3)=""le"" instead of ""ple"")."
tb_0347_c05,tb_0347,,diagnosis,critical,0,0,1,0,0,0,0,0,very_long_criterion,351,"The response must explain the student's conceptual misunderstanding: that the student incorrectly interpreted ""the second half contains the extra letter"" to mean they needed to add 1 to actively include the middle character, when actually integer division (length/2) naturally puts the extra character in the second half without any adjustment needed."
tb_0347_c06,tb_0347,,content,critical,0,0,1,0,0,0,0,0,very_long_criterion,347,"The response must provide the complete correct solution with both calculations using simple integer division: `int mid1 = word1.length() / 2;` and `int mid2 = word2.length() / 2;` (no +1, no special cases, no empty string checks), and demonstrate it works with the examples recombine(""apple"",""pear"") = ""apar"" and recombine(""pear"",""apple"")=""peple""."
tb_0347_c07,tb_0347,,content,critical,0,0,1,0,0,0,0,0,very_long_criterion,331,"The response must explain what ""the second half contains the extra letter"" means mathematically: for a word of length 5, dividing by 2 gives 2 (integer division), so the first half has 2 characters (indices 0-1) and the second half has 3 characters (indices 2-4), with the extra character automatically included in the second half."
tb_0347_c08,tb_0347,,diagnosis,not_critical,0,0,0,0,0,0,0,0,,260,"The response should use clear formatting (tables, systematic comparisons, or numbered examples) to show the pattern of how the student's formula fails for all odd-length word2 values (lengths 1, 3, 5, 7...) but accidentally works for even lengths (2, 4, 6...)."
tb_0347_c09,tb_0347,,diagnosis,not_critical,0,0,0,0,0,0,0,0,,290,"The response should acknowledge specific positive aspects of the student's attempt (such as ""Your instinct to handle edge cases shows good defensive programming"" or ""considering odd lengths specifically shows attention to the requirements"") while explaining the implementation is incorrect."
tb_0347_c10,tb_0347,,scaffolding,not_critical,0,0,0,0,0,0,0,0,,209,"The response can provide a concluding section that synthesizes key lessons learned, such as trust integer division, test with multiple examples, read specifications carefully, and avoid unnecessary complexity."
tb_0348_c01,tb_0348,,diagnosis,critical,0,0,0,0,0,0,0,0,,145,The response must acknowledge the student correctly identified the equation for the distance of a projectile $d = \frac{v_i^2 \sin(2\theta)}{g}$.
tb_0348_c02,tb_0348,,content,critical,0,0,0,0,0,0,1,0,numeric_no_tolerance,73,The response must provide the correct final answer ($53.45  \text{m/s}$).
tb_0348_c03,tb_0348,,,not_critical,0,0,0,0,0,0,0,0,,86,"The response should use second-person language (e.g., ""you"" instead of ""the student"")."
tb_0348_c04,tb_0348,,diagnosis,critical,0,0,1,0,0,0,0,0,demands_specific_wording,90,The response must state the student used $40.7\degree$ instead of the given $49.3\degree$.
tb_0348_c05,tb_0348,,,not_critical,0,0,0,0,0,0,0,0,,100,"The response should use an encouraging tone (e.g., praise for correct steps, constructive feedback)."
tb_0348_c06,tb_0348,,content,critical,0,0,0,0,0,0,0,0,,103,The response must include the calculation $v_i = \sqrt{\frac{(288)(9.81)}{\sin(2 \times 49.3^\circ)}}$.
tb_0348_c07,tb_0348,,diagnosis,critical,0,0,0,0,0,0,0,0,,218,"The response must explain that the student's numerical correctness was coincidental due to $\sin(98.6^\circ) = \sin(81.4^\circ)$ from the identity $\sin(180^\circ - x) = \sin(x)$, and identify this as a conceptual gap."
tb_0348_c08,tb_0348,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,127,The response must state that angles which are complements of each other will always have the same range in ideal circumstances.
tb_0349_c01,tb_0349,,diagnosis,critical,0,0,0,0,0,0,0,0,,126,The response must explicitly identify that the student's assumption of m=1 kg in the Work-Energy method is a conceptual error.
tb_0349_c02,tb_0349,,content,critical,0,0,0,0,0,0,0,0,,133,The response must explicitly identify that the calculation of 2×(−2.80)×(30) as −160 in the Kinematics method is an arithmetic error.
tb_0349_c03,tb_0349,,diagnosis,critical,0,0,0,0,0,0,0,0,,180,"The response must explicitly identify that the student's acceptance of two different answers (Vson² = 57 and Vson² = 65) as ""both reasonable"" is a conceptual error or logical flaw."
tb_0349_c04,tb_0349,,content,critical,0,0,0,0,0,0,0,0,,279,"The response must present the correct and complete kinematic solution to the problem. This includes the appropriate kinematic formula (e.g., Vfinal² = Vinitial² + 2aΔx), accurate substitution of values, and correct calculation steps leading to the precise final numerical result."
tb_0349_c05,tb_0349,,diagnosis,critical,0,0,0,0,0,0,0,0,,214,"The model's response must clearly point out the student's inconsistent or missing unit usage in intermediate calculation steps (e.g., writing just ""57"" instead of ""57 m²/s²,"" or using misleading units like ""84 m"")."
tb_0349_c06,tb_0349,,,not_critical,0,0,0,0,0,0,0,0,,70,The answer should create a conversational atmosphere with the student.
tb_0349_c07,tb_0349,,,not_critical,0,0,0,0,0,0,0,0,,160,"The response should start with a positive acknowledgment of the student's efforts (e.g., attempting multiple methods, correctly identifying given values/signs)."
tb_0349_c08,tb_0349,,content,critical,0,0,0,0,0,0,0,0,,122,The response must explain that mass is irrelevant in the Work-Energy method because it cancels out when derived correctly.
tb_0350_c01,tb_0350,,diagnosis,critical,0,0,1,0,0,0,0,0,verbatim_incorrectness_label,144,The model must identify that the student's formula for the frictional force is incorrect; that $f=\mu_s N$ and NOT $f=\mu_s \times \text{mass}$.
tb_0350_c02,tb_0350,,diagnosis,critical,0,0,0,0,0,0,0,0,,167,The model must point out that the student's final equation for the frictional force is dimensionally incorrect; that $\mu_s \times \text{mass}$ has dimensions of mass.
tb_0350_c03,tb_0350,,content,critical,1,0,1,0,0,0,0,0,two_action_verbs_and|demands_specific_wording,200,The model must state the correct formula for the normal force ($N=mg$) AND specifically state that the normal force $N$ exactly counteracts its weight because the block is not accelerating vertically.
tb_0350_c04,tb_0350,,,critical,0,0,0,0,0,0,0,0,,53,The model must acknowledge the student's frustration.
tb_0350_c05,tb_0350,,content,critical,0,1,1,0,0,0,1,0,restatement_of_formula_or_answer|demands_specific_wording|numeric_no_tolerance,80,The model must state the correct answer to the problem; that $F=7.84 \text{ N}$.
tb_0350_c06,tb_0350,,,not_critical,0,0,0,0,0,0,0,0,,106,"The model should use the exact same variables as in the problem and the student's solution ($f$, $\mu_s$)."
tb_0350_c07,tb_0350,,diagnosis,critical,1,0,1,0,0,0,0,0,two_action_verbs_and|demands_specific_wording,191,The model must state that the student was correct in using the coefficient of static friction ($\mu_s$) AND that the use of the coefficient of kinetic friction ($\mu_k$) would not be correct.
tb_0351_c01,tb_0351,,diagnosis,critical,0,0,0,0,0,0,0,0,,92,The response must acknowledge the student's correct identification of sex-linked inheritance
