model,params_b
andysalerno/openchat-nectar-0.5,
Weyaxi/MetaMath-neural-chat-7b-v3-2-Slerp,7.0
AA051610/A13,
liuchanghf/phi2-mmlu-lora,
databricks/dbrx-instruct,
Kukedlc/SmartLlama-3-8B-MS-v0.1,8.0
ZySec-AI/ZySec-7B-v2,7.0
BarryFutureman/WestLakeX-7B-EvoMerge-Variant2,7.0
openaccess-ai-collective/DPOpenHermes-7B,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.3,7.0
icefog72/IceCaffeLatteRP-7b,7.0
gradientai/Llama-3-70B-Instruct-Gradient-262k,70.0
Vasanth/Beast-Soul-new,
csujeong/Mistral-7B-Finetuning-Insurance-16R,7.0
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_2,
sequelbox/Llama2-13B-DaringFortitude,13.0
amu/r-zephyr-7b-beta-qlora,7.0
lodrick-the-lafted/Kaiju-A-57B,57.0
cognitivecomputations/dolphin-2.8-mistral-7b-v02,7.0
FPHam/Sydney_Overthinker_13b_HF,13.0
jsfs11/MixtureofMerges-MoE-2x7b-SLERPv0.9,14.0
netcat420/MFANN3bv0.8,
jsfs11/TurdusTrixBeagle-DARETIES-7B,7.0
jingyeom/KoSoLAR-10.7B-v0.2_1.3_dedup_p,10.7
vistagi/Mixtral-8x7b-v0.1-dpo,56.0
bhavinjawade/SuperAligned-Jawade,
M4-ai/Hercules-Qwen1.5-14B,14.0
jisukim8873/mistralai-case-2-0,
Kukedlc/NeuralStockFusion-7b,7.0
JaeyeonKang/CCK_Gony_v3.2,
Sao10K/Frostwind-10.7B-v1,10.7
weezywitasneezy/BenchmarkEngineering-F2-7B-slerp,7.0
jsfs11/SnorkelWestBeagle-DARETIES-7B,7.0
Dampfinchen/Llama-3-8B-Ultra-Instruct-SaltSprinkle,8.0
grimjim/cuckoo-starling-7B,7.0
Yuma42/KangalKhan-PressurizedRuby-7B,7.0
Faradaylab/Aria-70B,70.0
CultriX/NeuralTrix-7B-v1,7.0
CausalLM/72B-preview,72.0
louisbrulenaudet/Pearl-7B-slerp,7.0
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v2,7.0
gmonsoon/Delta-4B-notso-base,4.0
MoaData/Myrrh_solar_10.7b_3.0,10.7
MaziyarPanahi/Calme-4x7B-MoE-v0.2,28.0
8xqmff94/slm,
tourist800/Mistral-7B-Merge-14-v0.2,7.0
Weyaxi/Einstein-v4-7B,7.0
traversaal-ai/traversaal-2.5-Mistral-7B,7.0
nlpguy/AlloyIngotNeoY,
DeepMount00/Mistral-RAG,
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca,7.0
Locutusque/Llama-3-Orca-2.0-8B,8.0
defog/sqlcoder-34b-alpha,34.0
Suduk/Llama-3-8B-Viper-16bit,8.0
FelixChao/WizardDolphin-7B,7.0
liminerity/phigment6-slerp,
chujiezheng/Starling-LM-7B-beta-ExPO,7.0
Weyaxi/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,
BFauber/lora_llama2-13b_10e5_r32_a64,13.0
AA051610/A0121,
MSL7/INEX16-7b,7.0
NExtNewChattingAI/shark_tank_ai_7b_v2,7.0
kaitchup/Mayonnaise-4in1-01,
Kukedlc/NeuralLLaMa-3-8b-DT-v0.1,8.0
automerger/Ognoexperiment27Multi_verse_model-7B,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.3-ft-step-15936,7.0
BFauber/lora_llama2-13b_10e5_r128_a16,13.0
BarraHome/LLaMaRada-3-orpo-v2-8b,8.0
automerger/PasticheInex12-7B,7.0
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-2fail-128total,8.0
LeroyDyer/Mixtral_Chat_X_128k,
cookinai/CatMacaroni14,
dreamgen/WizardLM-2-7B,7.0
Ppoyaa/LexiLumin-7B,7.0
osanseviero/mistral-instruct-slerp,
Liangmingxin/ThetaWave-7B-sft,7.0
andysalerno/openchat-nectar-0.1,
statking/zephyr-7b-sft-full-orpo,7.0
4season/sft_model_test1,
aboros98/merlin1.5,
decem/Dionysus-Mistral-m3-v5,
ajibawa-2023/Uncensored-Frank-Llama-3-8B,8.0
cloudyu/Mixtral_7Bx5_MoE_30B,30.0
perlthoughts/Chupacabra-7B-v2.03,7.0
SicariusSicariiStuff/Tenebra_30B_Alpha01_FP16,30.0
cookinai/DonutLM-v1,
jsfs11/West-Dare-7B,7.0
AA051610/T1B,1.0
Xenon1/Eclipse-13B-dpo,13.0
jefferylovely/ThetaMaven5,
Weyaxi/MetaMath-NeuralHermes-2.5-Mistral-7B-Linear,7.0
XuanXuanXuanXuan/Llama-2-7b-chat-hf-gpt-3.5-80k,7.0
Qwen/Qwen-72B,72.0
CorticalStack/travel-mistral-7B-16b-base,16.0
BFauber/lora_llama2-13b_10e5_r128_a64,13.0
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,8.0
Gille/StrangeMerges_16-7B-slerp,7.0
vicgalle/SystemConfigHermes-7B,7.0
The-Face-Of-Goonery/Huginn-V5-10.7B,10.7
BarraHome/Mistroll-7B-v2.3-NoTsOsm4rt-16bit,7.0
aboros98/merlin1.3,
ChaoticNeutrals/Prima-LelantaclesV7-experimental-7b,7.0
Technoculture/MT7Bi-alpha-dpo,
Alsebay/new-turn-2,
uukuguy/CollectiveCognition-v1.1-Mistral-7B-dare-0.85,7.0
AA051610/T2A,
yam-peleg/Experiment31-7B,7.0
DreadPoor/WhyAreWeStillHere-7B-slerp,7.0
conceptofmind/Hermes-LLongMA-2-7b-8k,7.0
TeeZee/NEBULA-XB-v1.0_SFT_2_epoch,
abhishek/autotrain-mixtral-8x7b-orpo-v2,56.0
SeaLLMs/SeaLLM-7B-v2,7.0
mayacinka/NeuralZephyr-Beagle-7B,7.0
bunnycore/Mnemosyne-7B,7.0
BFauber/lora_llama2-7b_10e5,7.0
JCX-kcuf/Mistral-7B-v0.1-gpt-4-20k,7.0
TeeZee/GALAXY-XB-v.01,
Radiantloom/radiantloom-mixtral-8x7b-fusion-dpo,56.0
Alsebay/Lorge-2x7B-UAMM,14.0
ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_51,7.0
Gille/StrangeMerges_28-7B-dare_ties,7.0
azharsultan/Meta-Llama-3-8B-orpo,8.0
Yuma42/KangalKhan-ShinyEmerald-7B,7.0
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,70.0
maldv/dragonwar-7b-alpha,7.0
ChaoticNeutrals/InfinityNexus_9B,9.0
louisbrulenaudet/Pearl-7B-0210-ties,7.0
fionazhang/fine-tune-mistral-environment-merge,
Edgerunners/Llama-3-8B-Instruct-ortho-baukit-toxic-v2,8.0
chatty123/mistral_rank32_invert,
beberik/Nyxene-v1-11B,11.0
TeeZee/GALAXY-XB-v.03,
jsfs11/MoEv4Config-TestWeightedTIES-7b,7.0
cloudyu/mistral_28B_instruct_v0.1,28.0
swap-uniba/LLaMAntino-3-ANITA-8B-Inst-DPO-ITA,8.0
brucethemoose/Yi-34B-200K-DARE-megamerge-v8,34.0
vicgalle/Configurable-Llama-3-8B-v0.3,8.0
migtissera/Tess-34B-v1.4,34.0
tiiuae/falcon-180B-chat,180.0
Mihaiii/Pallas-0.3,
vicgalle/test-merge,
grimjim/kuno-kunoichi-v1-DPO-v2-SLERP-7B,7.0
elyza/ELYZA-japanese-Llama-2-13b-instruct,13.0
Ppoyaa/Lumina-2,
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v4-test,7.0
JaeyeonKang/CCK_Asura_v2.1,
perlthoughts/Chupacabra-16B-v2.01,16.0
abacusai/bigstral-12b-32k,12.0
abdulrahman-nuzha/finetuned-Mistral-5000-v1.0,
Changgil/K2S3-SOLAR-11b-v4.0,11.0
invalid-coder/dolphin-2.1-mistral-7b-snr-laser,7.0
cstr/Spaetzle-v44-7b,7.0
Gille/StrangeMerges_47-7B-dare_ties,7.0
CultriX/MonaCeption-7B-SLERP-DPO,7.0
rishiraj/oswald-7b,7.0
chrlu/zephyr-7b-gemma-hinge,7.0
gagan3012/Multirial,
yam-peleg/Experiment19-7B,7.0
declare-lab/starling-7B,7.0
zelus82/Obelix-Phi2-v0,
mlabonne/NeuralHermes-2.5-Mistral-7B,7.0
Sao10K/L3-Run1,
InnerI/InnerILLM-OpenPipe-Nous-Yarn-Mistral-optimized-1228-7B-slerp,7.0
ConvexAI/Solutus-3x7B,21.0
daxiongshu/Pluto_24B_DPO_63,24.0
berkeley-nest/Starling-LM-7B-alpha,7.0
OpenBuddy/openbuddy-qwen1.5-32b-v21.2-32k,32.0
mlabonne/Mistralpaca-7B,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v3,7.0
jefferylovely/MoeLovely-13B,13.0
airesearch/LLaMa3-8b-WangchanX-sft-Demo,8.0
Toten5/Marcoroni-v3-neural-chat-v3-3-Slerp,
abdulrahman-nuzha/finetuned-Mistral-7B-Instruct-v0.2-5000-v2.0,7.0
Gille/StrangeMerges_7-7B-slerp,7.0
Q-bert/MetaMath-Cybertron-Starling,
PeanutJar/LLaMa-2-PeanutButter_v37_SFT-R1-DPO-R2-7B,7.0
macadeliccc/Orca-SOLAR-4x10.7b,42.8
InferenceIllusionist/Magic-Dolphin-7b,7.0
Qwen/Qwen1.5-32B,32.0
Azazelle/Mocha-Sample-7b-ex,7.0
eduagarcia/mistral-orpo-mix-7k,
ResplendentAI/Flora_7B,7.0
DreadPoor/WestMonarchLasers-7B-slerp,7.0
PulsarAI/CollectiveCognition-v1.1-Nebula-7B,7.0
Nitral-AI/Poppy_Porpoise-0.85-L3-8B,8.0
ChavyvAkvar/llama-3-lumimaid-habib,
awnr/Mistral-7B-v0.1-signtensors-1-over-2,7.0
mncai/yi-34B-v3,34.0
AI-B/UTENA-7B-NSFW-V2,7.0
kyujinpy/Sakura-SOLRCA-Instruct-DPO,
manishiitg/open-aditi-hi-v4,
matchaaaaa/chaifighter-20B,20.0
xDAN-AI/xDAN-L1-Thinking,
OpenBuddy/openbuddy-qwen1.5-14b-v20.1-32k,14.0
cloudyu/mistral_18B_v0.1,18.0
v1olet/v1olet_merged_dpo_7B_v4,7.0
yam-peleg/Experiment29-7B,7.0
Eurdem/megatron_v4_4x7B,28.0
cognitivecomputations/dolphin-2.9.1-llama-3-8b,8.0
flemmingmiguel/MarcMistral-7B,7.0
mlabonne/Beyonder-4x7B-v3,28.0
adamo1139/Yi-34B-200K-AEZAKMI-XLCTX-v3,34.0
FelixChao/WestSeverus-7B,7.0
louisbrulenaudet/Pearl-34B-ties,34.0
raincandy-u/Rain-7B-v0.2,7.0
delayedkarma/NeuralHermes-2.5-Mistral-7B,7.0
uygarkurt/llama3s-merged-linear,
martyn/llama-megamerge-dare-13b,13.0
Changgil/K2S3-Mistral-7b-v1.50,7.0
DUAL-GPO/zephyr-7b-lgpo-v1-i1,7.0
rxavier/Taurus-7B-1.0,7.0
NousResearch/Meta-Llama-3-8B-Instruct,8.0
chujiezheng/zephyr-7b-dpo-full-ExPO,7.0
Kukedlc/NeuralKrishna-7B-slerp,7.0
chatty123/mistral_rank8_dpo,
AIGym/Llama-2-7b-chat-hf-structured-responses,7.0
openchat/openchat-3.5-0106-gemma,
abdulrahman-nuzha/finetuned-llama2-chat-5000-v2.0,
YouKnwMe/Mistral-7b-instruct-v0.2-private-edw2,7.0
WDong/Qwen1.5-7B-sft-0506_9_8,7.0
NousResearch/Hermes-2-Theta-Llama-3-8B,8.0
ibivibiv/athene-noctua-13b,13.0
tcapelle/gemma-7b-zephyr-sft,7.0
LHC88/DPOpenHermes-7B-v2-PerfLaser,7.0
Aryanne/YarnLake-Swap-7B,7.0
nlpguy/AlloyIngot,
SJ-Donald/SOLAR-10.7B-slerp,10.7
sumo43/SOLAR-10.7B-Instruct-DPO-v1.0,10.7
NousResearch/Nous-Hermes-2-SOLAR-10.7B,10.7
ArianAskari/SOLID-SFT-DPO-MixQV2-SOLIDChosen-SFTRejected-Zephyr-7b-beta,7.0
ValiantLabs/Fireplace-34b,34.0
MisterRid/Llama-3-8B-SaulGoodMan,8.0
grayhacker91/gemma-7b-open-platypus-commercial,7.0
Inv/Konstanta-V3-BetaFlavour-7B,7.0
adamo1139/Yi-34B-200K-rawrr1-LORA-DPO-experimental-r3,34.0
SanjiWatsuki/Lelantos-7B,7.0
liminerity/Blur-7b-slerp-v1.46,7.0
kaitchup/TheMayonnaise,
cloudyu/Phoenix_DPO_60B,60.0
Gille/StrangeMerges_50-7B-slerp,7.0
cloudyu/Mixtral_7Bx2_MoE_13B,13.0
MaziyarPanahi/TheTop-5x7B-Instruct-S4-v0.1,35.0
rishiraj/CatPPT,
Locutusque/Hercules-3.1-Mistral-7B,7.0
ResplendentAI/Aura_Uncensored_l3_8B,8.0
Contamination/contaminated_proof_7b_v1.0_safetensor,7.0
ibivibiv/llama-3-nectar-dpo-8B,8.0
NeuralNovel/Gecko-7B-v0.1-DPO,7.0
Intel/neural-chat-7b-v3-3-Slerp,7.0
Qwen/Qwen2-beta-72B,72.0
FallenMerick/Chunky-Lemon-Cookie-11B,11.0
nbeerbower/Suppe-v1-7B,7.0
g-ronimo/Meta-Llama-3-8B-Instruct-LessResistant,8.0
shyamieee/Padma-SLM-7b-v1.0,7.0
gmonsoon/Delta-4B-Base,4.0
lodrick-the-lafted/Platyboros-Instruct-7B,7.0
ConvexAI/Chop-7b,7.0
ResplendentAI/DaturaCookie_7B,7.0
01-ai/Yi-1.5-9B-Chat-16K,9.0
voidful/phi-1_5_chat,
IkariDev/Athnete-13B,13.0
mlabonne/NeuralMonarch-7B,7.0
ZhangShenao/0.0005_llama_nodpo_3iters_bs128_531lr_iter_1,
MaziyarPanahi/Llama-3-11B-Instruct-v0.1,11.0
DUAL-GPO/phi-2-dpo-renew1,
quantumaikr/QuantumLM-llama2-70B-Korean-LoRA,70.0
kekmodel/StopCarbon-10.7B-v5,10.7
InnerI/A-I-0xtom-7B-slerp,7.0
Eric111/Snorkel-Mistral-PairRM-DPO-openchat-3.5-0106-laser,
Sao10K/Sensualize-Mixtral-bf16,
upstage/SOLAR-10.7B-Instruct-v1.0,10.7
vaiv/llamion-14b-chat,14.0
G-reen/EXPERIMENT-ORPO-m7b2-2-merged,7.0
argilla/distilabeled-Hermes-2.5-Mistral-7B,7.0
field2437/phi-2-platypus-Commercial-lora,
JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,7.0
Weyaxi/Bagel-Hermes-2x34B,68.0
stabilityai/japanese-stablelm-instruct-gamma-7b,7.0
Sao10K/Test-Instruct-Solar-v1,
Intel/neural-chat-7b-v3,7.0
Kquant03/Kaltsit-16x7B-bf16,112.0
CohereForAI/c4ai-command-r-v01,
chrischain/SatoshiNv5,
sequelbox/SpellBlade,
AbacusResearch/haLLAwa3,
inswave/AISquare-Instruct-llama2-koen-13b-v0.9.24,13.0
SC99/Mistral-7B-privatemix-base-ia,7.0
TheBloke/neural-chat-7B-v3-2-GPTQ,7.0
dreamgen/llama3-8b-instruct-align-test1-kto,8.0
osanseviero/mistral-instruct-frankenmerge,
abhishekchohan/mistral-7B-forest-v0.1,7.0
uukuguy/speechless-instruct-mistral-7b-v0.2,7.0
CorticalStack/pastiche-crown-clown-7b-dare,7.0
grimjim/llama-3-merge-pp-instruct-8B,8.0
mrfakename/NeuralOrca-7B-v1,7.0
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,34.0
cookinai/CM-14,
StrangeSX/Saraa-8B-ORPO-AUNQA-16bit,8.0
LeroyDyer/Mixtral_AI_Cyber_3.0,
macadeliccc/piccolo-8x7b,56.0
robinsmits/Qwen1.5-7B-Dutch-Chat,7.0
TwT-6/open_llm_leaderboard_demo2,
mwitiderrick/SwahiliInstruct-v0.1,
MaziyarPanahi/Calme-7B-Instruct-v0.1,7.0
Dans-DiscountModels/Mistral-7b-FFT-Test3,7.0
vitruv/vitruv_1,
manishiitg/open-aditi-hi-v1,
MaziyarPanahi/Topxtral-4x7B-v0.1,28.0
icefog72/IceCoffeeTest1,
lloorree/kssht-castor-70b,70.0
rhysjones/phi-2-orange-v2,
flemmingmiguel/MBX-7B,7.0
922CA/monika-ddlc-8b-v1,8.0
AA051610/AZG,
KeyonZeng/lion-gemma-2b,2.0
Kukedlc/NeuralMergeTest-001,
vanillaOVO/Beagle_Turdus,
bunnycore/LuminariX-8B,8.0
NotAiLOL/Athena-Llama-3-8B-v0.1,8.0
yam-peleg/Experiment21-7B,7.0
RaduGabriel/MUZ,
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v1,7.0
ChaoticNeutrals/RP_Vision_7B,7.0
PeanutJar/Mistral-v0.1-PeanutButter-v0.0.2-7B,7.0
giraffe176/Starling_Monarch_Westlake_Garten-7B-v0.1,7.0
CorticalStack/crown-clown-7b-slerp,7.0
ChaoticNeutrals/Kool-Aid_7B,7.0
KoboldAI/Mistral-7B-Erebus-v3,7.0
jingyeom/SOLAR_KO_1.3_deup,
juhwanlee/experiment2-cause-v1,
MaziyarPanahi/M7Yamshadowexperiment28_Experiment26T3q,
MaziyarPanahi/Franken-MoE-18B-v0.1,18.0
Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct,7.0
ddyuudd/mistral_mbr_32_sig,
collaiborateorg/Collaiborator-MEDLLM-Llama-3-8B-v1,8.0
ddyuudd/mistral_dmbr03_32_sig,
altomek/CodeRosa-70B-AB1,70.0
maywell/PiVoT-10.7B-Mistral-v0.2,10.7
eduagarcia/mistral-orpo-mix-21k,
ericpolewski/AIRIC-The-Mistral,
Eric111/MistInst-v0.2_ochat-3.5-0106_dpo-binarized-NeuralTrix-7B,7.0
jebcarter/psyonic-cetacean-20B,20.0
neovalle/H4rmoniousAnthea,
MSL7/INEX4-7b,7.0
NeuralNovel/Mini-Mixtral-v0.2,
HenryJJ/Instruct_Yi-6B_Dolly15K,6.0
Kquant03/Cognito-2x7B-bf16,14.0
decapoda-research/Antares-11b-v2,11.0
sovitrath/phi-openllm-lb-test,
Gille/StrangeMerges_46-7B-dare_ties,7.0
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,34.0
automerger/T3qm7xNeuralsirkrishna-7B,7.0
Mihaiii/Pallas-0.5-frankenmerge,
maldv/hyperdrive-7b-alpha,7.0
freeCS-dot-org/ThetaZero-7B-1,7.0
nnethercott/llava-v1.5-7b_vicuna,7.0
ewqr2130/7B_ppo_phiRM_2GPU_3e-7step_4000,7.0
davidkim205/Rhea-72b-v0.3,72.0
Delcos/Velara,
uukuguy/speechless-zephyr-code-functionary-7b,7.0
nbeerbower/llama-3-stinky-8B,8.0
Samee-ur/NeuralPipe-7B-slerp,7.0
Weyaxi/Einstein-v6.1-phi2,
deepnight-research/lil-c3po,
ZhangShenao/0.0_zephyr_withdpo_4iters_bs128_5551lr_iter_2,
cookinai/OrcaHermes-Mistral-70B-miqu,70.0
Gryphe/Pantheon-RP-1.0-8b-Llama-3,8.0
DenisTheDev/Blitz-AI-MOE-v0.4,
CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,72.0
msu-rcc-lair/ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,
JaeyeonKang/CCK_Gony_v3,
Steelskull/Aethora-7b-v1,7.0
vicgalle/CarbonBeagle-11B,11.0
NLUHOPOE/Mistral-7B-loss-100000,7.0
jan-hq/stealth-v1.2,
ENERGY-DRINK-LOVE/SOLAR_merge2_dpo,
TeeZee/GALAXY_v03_slimorca_1_epoch_50k,
eldogbbhed/Peagle-9b,9.0
chargoddard/average-dolphin-8x7B,56.0
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp,34.0
llmixer/BigWeave-v16-103b,103.0
jondurbin/bagel-dpo-7b-v0.5,7.0
MaziyarPanahi/TheTop-5x7B-Instruct-S2-v0.1,35.0
macadeliccc/SOLAR-math-2x10.7b-v0.2,21.4
fblgit/una-cybertron-7b-v2-bf16,7.0
chujiezheng/zephyr-7b-beta-ExPO,7.0
Kearm/94909a799eefebebc2734491449fb3ef,
Neuronovo/neuronovo-9B-v0.4,9.0
DreadPoor/Cerberus-7B-Model_Stock,7.0
Sao10K/Test-Raw-Solar-v1,
Weyaxi/Bagel-Hermes-2x34b,68.0
microsoft/Phi-3-mini-4k-instruct,
JunchengXie/Mistral-7B-v0.1-gpt-4-20k,7.0
stabilityai/japanese-stablelm-base-gamma-7b,7.0
ABX-AI/Spicy-Laymonade-7B,7.0
s3nh/Noromaid-Aeryth-7B,7.0
aivince/alpaca_mistral-7b-v0.2,7.0
stanford-oval/Llama-2-7b-WikiChat-fused,7.0
CultriX/NeuralTrixlaser-bf16,
ZhangShenao/0.001_idpo_declr_4iters_iter_2,
damerajee/Gaja-v2.00,
jikaixuan/test_model,
sethuiyer/Herculoid-2.0,
Yuma42/KangalKhan-PolishedRuby-7B,7.0
SanjiWatsuki/openchat-3.5-1210-starling-slerp,
ArianAskari/SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta,7.0
LeroyDyer/Mixtral_AI_base_128k,
DreadPoor/complect-7B-slerp,7.0
zyh3826/llama2-13b-ft-openllm-leaderboard-v1,13.0
MaziyarPanahi/Mistral-7B-Alpaca-52k-v0.1,7.0
vicgalle/Configurable-Mistral-22B,22.0
beberik/Nyxene-v2-11B,11.0
UCLA-AGI/zephyr-7b-sft-full-SPIN-iter0,7.0
AwanLLM/Llama-3-8B-Cumulus-v0.1,8.0
allknowingroger/Calmesmol-7B-slerp,7.0
tyson0420/stack_llama_full,
ibivibiv/multimaster-7b-v3,7.0
wang7776/Llama-2-7b-chat-hf-10-attention-sparsity,7.0
shyamieee/Maverick-v2.0,
abacusai/bigyi-15b,15.0
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,7.0
Vezora/Mistral-22B-v0.2,22.0
CultriX/MonaTrix-7B-DPOv2,7.0
Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,7.0
R136a1/InfinityKumon-2x7B,14.0
maldv/badger-l3-instruct-32k,
scb10x/typhoon-7b,7.0
yunconglong/7Bx4_DPO,
ChaoticNeutrals/Lunar_10.7B,10.7
paulml/DPOB-INMTOB-7B,7.0
uukuguy/speechless-code-mistral-7b-v1.0,7.0
eren23/FrankenBeagle-SmallOverlap-test,
wang7776/Mistral-7B-Instruct-v0.2-sparsity-20,7.0
FPHam/Writing_Partner_Mistral_7B,7.0
azarafrooz/Mistral-7B-Instruct-v2-sp-v0.1,7.0
mlabonne/NeuralPipe-7B-slerp,7.0
yanolja/EEVE-Korean-Instruct-10.8B-v1.0,10.8
AwanLLM/Awanllm-Llama-3-8B-Dolfin-v0.3-DPO,8.0
Badgids/Gonzo-Chat-7B,7.0
0ai/0ai-7B-v5,7.0
sumo43/Yi-34b-x2,34.0
arlineka/Brunhilde-13b-v3,13.0
BarraHome/Wistral-7B-Instruct-v0.4,7.0
gradientai/v-alpha-tross,
allknowingroger/Neuralcoven-7B-slerp,7.0
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-30,7.0
CultriX/SevereNeuralBeagleTrix-7B,7.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.2,7.0
nextai-team/Moe-4x7b-reason-code-qa,28.0
mlabonne/Darewin-7B-v2,7.0
mychen76/mistral-7b-merged-slerp,7.0
yeontaek/Platypus2xOpenOrca-13B-IA3-ensemble,13.0
kaist-ai/mistral-orpo-beta,
Mr-Bhaskar/fbt-llama-8b-inst,8.0
Nitral-AI/Eris_PrimeV4-Vision-7B,7.0
microsoft/Phi-3-mini-128k-instruct,
Undi95/C-Based-2x7B,14.0
Sao10K/Solstice-11B-v1,11.0
yam-peleg/Experiment22-7B,7.0
luffycodes/vicuna-mmlu-val-only-correct-mcq-7b-ep2,7.0
argilla/notux-8x7b-v1-epoch-2,56.0
zmzmxz/NeuralPipe-7B-slerp,7.0
rizla/rizla55b,55.0
Charlie911/zephyr-7b-beta-lora-mmlu-merged,7.0
WDong/Qwen1.5-7B-SFT-0425,7.0
Inv/Elbrus-7B,7.0
weezywitasneezy/Oxide-F1-7B-slerp,7.0
shyamieee/B3E3-SLM-7b-v3.0,7.0
nbeerbower/llama-3-dragonmaid-8B-v2,8.0
pabloce/Dolphin-2.8-slerp,
perlthoughts/Chupacabra-7B-v2,7.0
BarraHome/zephyr-dpo-v2,
Walmart-the-bag/Yi-6B-Infinity-Chat,6.0
ValiantLabs/Llama3-70B-Fireplace,70.0
DreadPoor/iWillChangeTheNameLater,
cloudyu/Yi-34Bx2-MOE-200K,
0-hero/Matter-0.1-Slim-7B-preview,7.0
cloudyu/Mixtral_7Bx6_MoE_35B,35.0
OpenBuddy/openbuddy-mistral2-7b-v20.1-32k,7.0
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k,7.0
mayacinka/yam-jom-7B-slerp,7.0
ResplendentAI/Aura_v2_7B,7.0
aihub-app/ZySec-8B-v2,8.0
TheSkullery/llama-3-cat-8b-instruct-v1,8.0
Nhoodie/llama-3-sqrt-crocodile-v0.0A,
fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,10.7
silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e3,7.0
DeepMount00/Llama-3-8b-Ita,8.0
CultriX/Wernicke-7B-v8,7.0
jondurbin/bagel-8x7b-v0.2,56.0
nlpguy/Westgate,
pansophic/m2,
liminerity/Blur-7b-v1.22,7.0
yeontaek/llama-2-70B-ensemble-v4,70.0
Mihaiii/Pallas-0.5,
YeungNLP/firefly-mixtral-8x7b-v0.1,56.0
Kquant03/Ryu-4x7B-MoE-bf16,28.0
ziniuli/Mistral-7B-ReMax-v0.1,7.0
Radu1999/Mistral-Instruct-Ukrainian-slerp,
chargoddard/mixtralmerge-8x7B-rebalanced-test,56.0
andrijdavid/Macaroni-v2-7b,7.0
Edgerunners/yi-9b-may-ortho-baukit-30fail-3000total-bf16,9.0
922-CA/Llama-3-monika-ddlc-8b-v1,8.0
G-reen/EXPERIMENT-ORPO-m7b2-1-merged,7.0
vikash06/doctorLLM10k,
AA051611/A0109,
oh-yeontaek/llama-2-70B-LoRA-assemble,70.0
llm-agents/tora-code-34b-v1.0,34.0
Inv/Konstanta-7B,7.0
scb10x/llama-3-typhoon-v1.5-8b,8.0
sethuiyer/Aika-7B,7.0
Kukedlc/neuronal-7b-Mlab,7.0
rombodawg/Llama-3-8B-Instruct-Coder,8.0
chlee10/T3Q-Platypus-MistralM7-7B,7.0
migtissera/Tess-34B-v1.5b,1.5
Gille/StrangeMerges_29-7B-dare_ties,7.0
arlineka/Brunhilde-2x7b-MOE-DPO-v.01.5,14.0
migtissera/Synthia-7B-v3.0,7.0
TeeZee/Kyllene-34B-v1.1,34.0
sethuiyer/Diana-7B,7.0
beberik/Nyxene-v3-11B,11.0
jeiku/Soulful_Bepis_7B,7.0
athirdpath/NSFW_DPO_Noromaid-7b,7.0
saishf/Merge-Mayhem-L3-V2,
Gille/StrangeMerges_10-7B-slerp,7.0
openaccess-ai-collective/mistral-7b-slimorcaboros,7.0
NExtNewChattingAI/shark_tank_ai_7_b,
Locutusque/Hyperion-3.0-Mistral-7B-alpha,7.0
mlabonne/NeuralDaredevil-7B,7.0
Epiculous/Crunchy-onion,
ZhangShenao/0.001_llama-3_nodpo_3iters_bs128_531lr_iter_3,
deepseek-ai/deepseek-llm-67b-base,67.0
R136a1/InfinityKuno-2x7B,14.0
OpenPipe/mistral-ft-optimized-1218,
mobiuslabsgmbh/aanaphi2-v0.1,
DUAL-GPO-2/phi-2-ipo-renew1,
Gille/StrangeMerges_13-7B-slerp,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.1,7.0
cypienai/cymist-2-v02-SFT,
