bank,N,r,mae,n_eval_models
3PL,70,0.9432,0.1394,13
3PL,71,0.9428,0.1393,13
3PL,72,0.9434,0.1393,13
3PL,73,0.9444,0.1394,13
3PL,74,0.9449,0.1393,13
3PL,75,0.945,0.1391,13
3PL,76,0.9457,0.1391,13
3PL,77,0.9458,0.1389,13
3PL,78,0.9455,0.1391,13
3PL,79,0.9461,0.1391,13
3PL,80,0.947,0.1386,13
3PL,81,0.947,0.1384,13
3PL,82,0.9481,0.1379,13
3PL,83,0.9492,0.1379,13
3PL,84,0.9491,0.1381,13
3PL,85,0.9502,0.1371,13
3PL,86,0.9504,0.1373,13
3PL,87,0.951,0.1376,13
3PL,88,0.9519,0.137,13
3PL,89,0.9517,0.137,13
3PL,90,0.9514,0.1369,13
3PL,91,0.9516,0.1369,13
3PL,92,0.9523,0.1369,13
3PL,93,0.9524,0.1368,13
3PL,94,0.9535,0.137,13
3PL,95,0.9535,0.1371,13
3PL,96,0.9536,0.1368,13
3PL,97,0.9539,0.1368,13
3PL,98,0.954,0.1367,13
3PL,99,0.9457,0.1351,13
3PL,100,0.9466,0.1352,13
3PL,101,0.9461,0.1353,13
3PL,102,0.9464,0.1355,13
3PL,103,0.9467,0.1354,13
3PL,104,0.9458,0.1354,13
3PL,105,0.9459,0.1353,13
3PL,106,0.9462,0.1351,13
3PL,107,0.9466,0.1351,13
3PL,108,0.9464,0.1352,13
3PL,109,0.9455,0.1354,13
3PL,110,0.9457,0.1352,13
3PL,111,0.9454,0.1352,13
3PL,112,0.9453,0.1352,13
3PL,113,0.9449,0.1352,13
3PL,114,0.9452,0.1353,13
3PL,115,0.9444,0.1352,13
3PL,116,0.9447,0.1352,13
3PL,117,0.9444,0.135,13
3PL,118,0.9441,0.1349,13
3PL,119,0.944,0.1348,13
3PL,120,0.944,0.1345,13
3PL,121,0.9444,0.1346,13
3PL,122,0.9443,0.1344,13
3PL,123,0.944,0.1343,13
3PL,124,0.9439,0.1344,13
3PL,125,0.9436,0.1343,13
3PL,126,0.9431,0.1342,13
3PL,127,0.9435,0.1342,13
3PL,128,0.943,0.1342,13
3PL,129,0.9428,0.134,13
3PL,130,0.9428,0.1341,13
3PL,131,0.9429,0.1341,13
3PL,132,0.9427,0.1341,13
3PL,133,0.943,0.134,13
3PL,134,0.9432,0.134,13
3PL,135,0.9432,0.134,13
3PL,136,0.943,0.134,13
3PL,137,0.943,0.1338,13
3PL,138,0.9435,0.1337,13
3PL,139,0.9436,0.1336,13
3PL,140,0.944,0.1334,13
3PL,141,0.9445,0.1335,13
3PL,142,0.9451,0.1333,13
3PL,143,0.945,0.1334,13
3PL,144,0.9452,0.1335,13
3PL,145,0.9446,0.1336,13
3PL,146,0.9445,0.1335,13
3PL,147,0.9447,0.1334,13
3PL,148,0.9445,0.1336,13
3PL,149,0.944,0.1331,13
3PL,150,0.9436,0.1331,13
3PL,151,0.9437,0.133,13
3PL,152,0.9446,0.1333,13
3PL,153,0.9451,0.1334,13
3PL,154,0.9449,0.1334,13
3PL,155,0.9454,0.1335,13
3PL,156,0.945,0.1334,13
3PL,157,0.9452,0.1334,13
3PL,158,0.9446,0.1333,13
3PL,159,0.9445,0.1333,13
3PL,160,0.9442,0.1332,13
3PL,161,0.9437,0.1332,13
3PL,162,0.9437,0.1334,13
3PL,163,0.9432,0.1334,13
3PL,164,0.9428,0.1337,13
3PL,165,0.9424,0.1337,13
3PL,166,0.9423,0.1337,13
3PL,167,0.9422,0.1337,13
3PL,168,0.9421,0.1337,13
3PL,169,0.9419,0.1337,13
3PL,170,0.9419,0.1337,13
3PL,171,0.9416,0.1336,13
3PL,172,0.9416,0.1336,13
3PL,173,0.9409,0.1335,13
3PL,174,0.941,0.1333,13
3PL,175,0.9406,0.1332,13
3PL,176,0.9406,0.1332,13
3PL,177,0.9403,0.1332,13
3PL,178,0.9406,0.1332,13
3PL,179,0.9407,0.1332,13
3PL,180,0.9405,0.1332,13
3PL,181,0.9365,0.1322,13
3PL,182,0.9368,0.1323,13
3PL,183,0.9366,0.1322,13
3PL,184,0.9366,0.1322,13
3PL,185,0.9367,0.1322,13
3PL,186,0.9364,0.1323,13
3PL,187,0.9366,0.1323,13
3PL,188,0.9366,0.1322,13
3PL,189,0.9372,0.1321,13
3PL,190,0.9371,0.132,13
3PL,191,0.9374,0.132,13
3PL,192,0.9373,0.132,13
3PL,193,0.9371,0.1319,13
3PL,194,0.9305,0.1306,13
3PL,195,0.9306,0.1305,13
3PL,196,0.9251,0.1292,13
3PL,197,0.9257,0.1288,13
3PL,198,0.9257,0.1288,13
3PL,199,0.9255,0.1287,13
3PL,200,0.9255,0.1287,13
3PL,201,0.9253,0.1287,13
3PL,202,0.9251,0.1286,13
3PL,203,0.9253,0.1286,13
3PL,204,0.9256,0.1282,13
3PL,205,0.9258,0.1282,13
3PL,206,0.9255,0.1282,13
3PL,207,0.9256,0.1281,13
3PL,208,0.9258,0.1281,13
3PL,209,0.9259,0.128,13
3PL,210,0.9259,0.128,13
3PL,211,0.9258,0.128,13
3PL,212,0.9258,0.1278,13
3PL,213,0.9256,0.1277,13
3PL,214,0.9259,0.1277,13
3PL,215,0.9258,0.1276,13
3PL,216,0.926,0.1277,13
3PL,217,0.9261,0.1277,13
3PL,218,0.9264,0.1276,13
3PL,219,0.9264,0.1275,13
3PL,220,0.9261,0.1274,13
3PL,221,0.9261,0.1274,13
3PL,222,0.9263,0.1274,13
3PL,223,0.9261,0.1274,13
3PL,224,0.926,0.1274,13
3PL,225,0.9257,0.1274,13
3PL,226,0.9256,0.1275,13
3PL,227,0.9259,0.1275,13
3PL,228,0.9259,0.1274,13
3PL,229,0.9258,0.1274,13
3PL,230,0.9261,0.1274,13
3PL,231,0.9263,0.1274,13
3PL,232,0.9259,0.1276,13
3PL,233,0.9258,0.1277,13
3PL,234,0.9255,0.1276,13
3PL,235,0.9255,0.1278,13
3PL,236,0.9253,0.1277,13
3PL,237,0.9248,0.1278,13
3PL,238,0.9248,0.1278,13
3PL,239,0.9246,0.1279,13
3PL,240,0.9245,0.1278,13
3PL,241,0.9246,0.1278,13
3PL,242,0.9245,0.1278,13
3PL,243,0.9247,0.1278,13
3PL,244,0.9248,0.1278,13
3PL,245,0.9249,0.1279,13
3PL,246,0.9249,0.1278,13
3PL,247,0.9248,0.1278,13
3PL,248,0.9249,0.1278,13
3PL,249,0.9248,0.1278,13
3PL,250,0.9248,0.1278,13
3PL,251,0.9247,0.1278,13
3PL,252,0.9248,0.1278,13
3PL,253,0.9248,0.1278,13
3PL,254,0.9248,0.1277,13
3PL,255,0.9248,0.1278,13
3PL,256,0.9249,0.1278,13
3PL,257,0.9249,0.1279,13
3PL,258,0.925,0.1277,13
3PL,259,0.9252,0.1277,13
3PL,260,0.9255,0.1277,13
3PL,261,0.9255,0.1276,13
3PL,262,0.9253,0.1276,13
3PL,263,0.9252,0.1276,13
3PL,264,0.9255,0.1275,13
3PL,265,0.9256,0.1275,13
3PL,266,0.9256,0.1275,13
3PL,267,0.9254,0.1275,13
3PL,268,0.9251,0.1275,13
3PL,269,0.925,0.1274,13
3PL,270,0.9249,0.1274,13
3PL,271,0.9249,0.1274,13
3PL,272,0.9249,0.1275,13
3PL,273,0.9248,0.1274,13
3PL,274,0.9249,0.1274,13
3PL,275,0.9248,0.1274,13
3PL,276,0.925,0.1273,13
3PL,277,0.925,0.1273,13
3PL,278,0.925,0.1273,13
3PL,279,0.925,0.1272,13
3PL,280,0.9249,0.1272,13
3PL,281,0.925,0.1272,13
3PL,282,0.9249,0.1272,13
3PL,283,0.9248,0.1272,13
3PL,284,0.9248,0.1272,13
3PL,285,0.9249,0.1271,13
3PL,286,0.9251,0.127,13
3PL,287,0.9249,0.127,13
3PL,288,0.925,0.127,13
3PL,289,0.9251,0.127,13
3PL,290,0.9256,0.1266,13
3PL,291,0.9259,0.1265,13
3PL,292,0.9258,0.1265,13
3PL,293,0.9261,0.1265,13
3PL,294,0.9263,0.1265,13
3PL,295,0.9327,0.1252,13
3PL,296,0.9327,0.1252,13
3PL,297,0.9327,0.1252,13
3PL,298,0.9327,0.1252,13
3PL,299,0.9332,0.1251,13
3PL,300,0.9336,0.1249,13
3PL,301,0.9336,0.125,13
3PL,302,0.9341,0.1249,13
3PL,303,0.9346,0.1247,13
3PL,304,0.9352,0.1245,13
3PL,305,0.935,0.1245,13
3PL,306,0.935,0.1244,13
3PL,307,0.9356,0.1242,13
3PL,308,0.9355,0.1242,13
3PL,309,0.936,0.1241,13
3PL,310,0.9359,0.1241,13
3PL,311,0.9358,0.1241,13
3PL,312,0.9363,0.1239,13
3PL,313,0.9362,0.1239,13
3PL,314,0.9362,0.1239,13
3PL,315,0.9369,0.1237,13
3PL,316,0.9368,0.1237,13
3PL,317,0.9367,0.1237,13
3PL,318,0.937,0.1235,13
3PL,319,0.9373,0.1233,13
3PL,320,0.9375,0.1232,13
3PL,321,0.9375,0.1232,13
3PL,322,0.9376,0.1229,13
3PL,323,0.9376,0.1229,13
3PL,324,0.9376,0.123,13
3PL,325,0.938,0.1229,13
3PL,326,0.9382,0.1228,13
3PL,327,0.9382,0.1228,13
3PL,328,0.9382,0.1228,13
3PL,329,0.9381,0.1229,13
3PL,330,0.9381,0.1229,13
3PL,331,0.9384,0.1228,13
3PL,332,0.9384,0.1228,13
3PL,333,0.9384,0.1228,13
3PL,334,0.9383,0.1228,13
3PL,335,0.9385,0.1227,13
3PL,336,0.9388,0.1225,13
3PL,337,0.9387,0.1225,13
3PL,338,0.9389,0.1222,13
3PL,339,0.939,0.1222,13
3PL,340,0.9389,0.1223,13
3PL,341,0.9389,0.1223,13
3PL,342,0.9389,0.1223,13
3PL,343,0.9388,0.1223,13
3PL,344,0.9388,0.1223,13
3PL,345,0.9388,0.1222,13
3PL,346,0.9388,0.1223,13
3PL,347,0.9389,0.1223,13
3PL,348,0.9388,0.1223,13
3PL,349,0.9389,0.1223,13
3PL,350,0.9389,0.1223,13
3PL,351,0.9389,0.1223,13
3PL,352,0.939,0.1223,13
3PL,353,0.9389,0.1223,13
3PL,354,0.9389,0.1222,13
3PL,355,0.939,0.1221,13
3PL,356,0.939,0.122,13
3PL,357,0.939,0.122,13
3PL,358,0.939,0.1221,13
3PL,359,0.9405,0.1223,13
3PL,360,0.9405,0.1223,13
3PL,361,0.9405,0.1223,13
3PL,362,0.9405,0.1223,13
3PL,363,0.9405,0.1222,13
3PL,364,0.9404,0.1222,13
3PL,365,0.9403,0.1222,13
3PL,366,0.9403,0.1221,13
3PL,367,0.9403,0.122,13
3PL,368,0.9402,0.122,13
3PL,369,0.9402,0.1219,13
3PL,370,0.9402,0.1219,13
3PL,371,0.9402,0.1219,13
3PL,372,0.9402,0.1218,13
3PL,373,0.9402,0.1218,13
3PL,374,0.9402,0.1218,13
3PL,375,0.9401,0.1218,13
3PL,376,0.9401,0.1218,13
3PL,377,0.9401,0.1218,13
3PL,378,0.9401,0.1218,13
3PL,379,0.9401,0.1218,13
3PL,380,0.9401,0.1218,13
3PL,381,0.9402,0.1217,13
3PL,382,0.9403,0.1217,13
3PL,383,0.9402,0.1216,13
3PL,384,0.9403,0.1215,13
3PL,385,0.9403,0.1215,13
3PL,386,0.9402,0.1215,13
3PL,387,0.9402,0.1215,13
3PL,388,0.9402,0.1214,13
3PL,389,0.9403,0.1214,13
3PL,390,0.9403,0.1213,13
3PL,391,0.9403,0.1213,13
3PL,392,0.9403,0.1212,13
3PL,393,0.9403,0.1211,13
3PL,394,0.9403,0.1212,13
3PL,395,0.9403,0.1211,13
3PL,396,0.9403,0.1211,13
3PL,397,0.9403,0.121,13
3PL,398,0.9381,0.1194,13
3PL,399,0.9382,0.1194,13
3PL,400,0.9383,0.1195,13
3PL,401,0.9383,0.1194,13
3PL,402,0.9383,0.1194,13
3PL,403,0.9338,0.118,13
3PL,404,0.9339,0.118,13
3PL,405,0.9339,0.118,13
3PL,406,0.9339,0.1179,13
3PL,407,0.9339,0.1179,13
3PL,408,0.9339,0.118,13
3PL,409,0.934,0.118,13
3PL,410,0.9341,0.1179,13
3PL,411,0.934,0.1179,13
3PL,412,0.934,0.1179,13
3PL,413,0.934,0.1179,13
3PL,414,0.934,0.1179,13
3PL,415,0.934,0.1179,13
3PL,416,0.9339,0.1178,13
3PL,417,0.9339,0.1178,13
3PL,418,0.9335,0.1182,13
3PL,419,0.9335,0.1182,13
3PL,420,0.9335,0.1182,13
3PL,421,0.9334,0.1182,13
3PL,422,0.9335,0.1182,13
3PL,423,0.9335,0.1181,13
3PL,424,0.9335,0.1181,13
3PL,425,0.9334,0.1181,13
3PL,426,0.9335,0.1181,13
3PL,427,0.9334,0.1181,13
3PL,428,0.9334,0.1181,13
3PL,429,0.9333,0.118,13
3PL,430,0.9334,0.118,13
3PL,431,0.9333,0.118,13
3PL,432,0.9332,0.118,13
3PL,433,0.9332,0.118,13
3PL,434,0.9331,0.118,13
3PL,435,0.9332,0.118,13
3PL,436,0.9332,0.118,13
3PL,437,0.9332,0.118,13
3PL,438,0.9332,0.118,13
3PL,439,0.9332,0.118,13
3PL,440,0.9333,0.118,13
3PL,441,0.9333,0.118,13
3PL,442,0.9333,0.118,13
3PL,443,0.9332,0.118,13
3PL,444,0.9333,0.118,13
3PL,445,0.9333,0.1179,13
3PL,446,0.9334,0.1179,13
3PL,447,0.9334,0.1179,13
3PL,448,0.9334,0.1179,13
3PL,449,0.9335,0.1179,13
3PL,450,0.9334,0.1179,13
3PL,451,0.9335,0.1179,13
3PL,452,0.9335,0.1179,13
3PL,453,0.9335,0.1179,13
3PL,454,0.9336,0.1179,13
3PL,455,0.9335,0.1179,13
3PL,456,0.9336,0.1179,13
3PL,457,0.9336,0.1179,13
3PL,458,0.9336,0.1178,13
3PL,459,0.9336,0.1179,13
3PL,460,0.9336,0.1178,13
3PL,461,0.9336,0.1178,13
3PL,462,0.9336,0.1178,13
3PL,463,0.9335,0.1178,13
3PL,464,0.9335,0.1178,13
3PL,465,0.9336,0.1178,13
3PL,466,0.9336,0.1177,13
3PL,467,0.9335,0.1177,13
3PL,468,0.9336,0.1177,13
3PL,469,0.9335,0.1177,13
3PL,470,0.9335,0.1177,13
3PL,471,0.9334,0.1177,13
3PL,472,0.9334,0.1177,13
3PL,473,0.9334,0.1177,13
3PL,474,0.9335,0.1177,13
3PL,475,0.9335,0.1177,13
3PL,476,0.9335,0.1177,13
3PL,477,0.9335,0.1177,13
3PL,478,0.9336,0.1177,13
3PL,479,0.9336,0.1177,13
3PL,480,0.9336,0.1177,13
3PL,481,0.9335,0.1177,13
3PL,482,0.9335,0.1177,13
3PL,483,0.9335,0.1177,13
3PL,484,0.9335,0.1177,13
3PL,485,0.9335,0.1177,13
3PL,486,0.9335,0.1177,13
3PL,487,0.9335,0.1177,13
3PL,488,0.9335,0.1177,13
3PL,489,0.9335,0.1176,13
3PL,490,0.9334,0.1176,13
3PL,491,0.9334,0.1176,13
3PL,492,0.9333,0.1176,13
3PL,493,0.9334,0.1176,13
3PL,494,0.9334,0.1176,13
3PL,495,0.9333,0.1176,13
3PL,496,0.9334,0.1176,13
3PL,497,0.9333,0.1175,13
3PL,498,0.9333,0.1175,13
3PL,499,0.9333,0.1175,13
3PL,500,0.9333,0.1175,13
3PL,501,0.9333,0.1175,13
3PL,502,0.9333,0.1175,13
3PL,503,0.9333,0.1175,13
3PL,504,0.9333,0.1175,13
3PL,505,0.9332,0.1175,13
3PL,506,0.9332,0.1175,13
3PL,507,0.9332,0.1175,13
3PL,508,0.9332,0.1175,13
3PL,509,0.9332,0.1175,13
3PL,510,0.9332,0.1175,13
3PL,511,0.9332,0.1175,13
3PL,512,0.9332,0.1175,13
3PL,513,0.9332,0.1175,13
3PL,514,0.9332,0.1175,13
3PL,515,0.9332,0.1175,13
3PL,516,0.9331,0.1175,13
3PL,517,0.9331,0.1175,13
3PL,518,0.9331,0.1175,13
3PL,519,0.9331,0.1175,13
3PL,520,0.9331,0.1175,13
3PL,521,0.9331,0.1175,13
3PL,522,0.9331,0.1175,13
3PL,523,0.9331,0.1175,13
3PL,524,0.9331,0.1174,13
3PL,525,0.933,0.1174,13
3PL,526,0.933,0.1174,13
3PL,527,0.933,0.1174,13
3PL,528,0.933,0.1174,13
3PL,529,0.933,0.1174,13
3PL,530,0.933,0.1174,13
3PL,531,0.933,0.1174,13
3PL,532,0.933,0.1174,13
3PL,533,0.933,0.1174,13
3PL,534,0.933,0.1174,13
3PL,535,0.933,0.1174,13
3PL,536,0.933,0.1173,13
3PL,537,0.933,0.1173,13
3PL,538,0.933,0.1173,13
3PL,539,0.933,0.1173,13
3PL,540,0.933,0.1173,13
3PL,541,0.933,0.1173,13
3PL,542,0.933,0.1173,13
3PL,543,0.933,0.1173,13
3PL,544,0.933,0.1173,13
3PL,545,0.933,0.1173,13
3PL,546,0.933,0.1173,13
3PL,547,0.933,0.1173,13
3PL,548,0.933,0.1173,13
3PL,549,0.933,0.1173,13
3PL,550,0.9317,0.1164,13
3PL,551,0.9317,0.1164,13
3PL,552,0.9317,0.1164,13
3PL,553,0.9314,0.1166,13
3PL,554,0.9314,0.1166,13
3PL,555,0.9313,0.1166,13
3PL,556,0.9313,0.1166,13
3PL,557,0.9313,0.1166,13
3PL,558,0.9313,0.1166,13
3PL,559,0.9314,0.1166,13
3PL,560,0.9313,0.1166,13
3PL,561,0.9313,0.1166,13
3PL,562,0.9313,0.1166,13
3PL,563,0.9313,0.1166,13
3PL,564,0.9313,0.1166,13
3PL,565,0.9313,0.1166,13
3PL,566,0.9313,0.1166,13
3PL,567,0.9313,0.1165,13
3PL,568,0.9313,0.1165,13
3PL,569,0.9313,0.1165,13
3PL,570,0.9313,0.1165,13
3PL,571,0.9313,0.1165,13
3PL,572,0.9313,0.1165,13
3PL,573,0.9313,0.1165,13
3PL,574,0.9313,0.1165,13
3PL,575,0.9313,0.1165,13
3PL,576,0.9313,0.1165,13
3PL,577,0.9313,0.1165,13
3PL,578,0.9313,0.1165,13
3PL,579,0.9313,0.1165,13
3PL,580,0.9313,0.1165,13
3PL,581,0.9313,0.1165,13
3PL,582,0.9313,0.1165,13
3PL,583,0.9313,0.1165,13
3PL,584,0.9313,0.1165,13
3PL,585,0.9313,0.1165,13
3PL,586,0.9313,0.1165,13
3PL,587,0.9313,0.1165,13
3PL,588,0.9313,0.1165,13
3PL,589,0.9313,0.1165,13
3PL,590,0.9313,0.1165,13
3PL,591,0.9313,0.1165,13
3PL,592,0.9278,0.1157,13
3PL,593,0.9278,0.1158,13
3PL,594,0.9278,0.1158,13
3PL,595,0.9278,0.1157,13
3PL,596,0.9278,0.1157,13
3PL,597,0.9278,0.1157,13
3PL,598,0.9278,0.1157,13
3PL,599,0.9278,0.1157,13
3PL,600,0.9278,0.1157,13
3PL,601,0.9278,0.1157,13
3PL,602,0.9278,0.1157,13
3PL,603,0.9278,0.1157,13
3PL,604,0.9278,0.1157,13
3PL,605,0.9278,0.1157,13
3PL,606,0.9278,0.1157,13
3PL,607,0.9278,0.1157,13
3PL,608,0.9278,0.1157,13
3PL,609,0.9279,0.1157,13
3PL,610,0.9279,0.1157,13
3PL,611,0.9279,0.1157,13
3PL,612,0.9279,0.1157,13
3PL,613,0.9279,0.1157,13
3PL,614,0.9279,0.1157,13
3PL,615,0.9279,0.1157,13
3PL,616,0.9279,0.1157,13
3PL,617,0.9279,0.1157,13
3PL,618,0.9279,0.1157,13
3PL,619,0.9279,0.1157,13
3PL,620,0.9279,0.1157,13
3PL,621,0.9279,0.1157,13
3PL,622,0.9279,0.1157,13
3PL,623,0.9279,0.1157,13
3PL,624,0.9279,0.1157,13
3PL,625,0.9279,0.1157,13
3PL,626,0.9279,0.1157,13
3PL,627,0.9279,0.1157,13
3PL,628,0.9279,0.1157,13
3PL,629,0.9279,0.1157,13
3PL,630,0.9279,0.1157,13
3PL,631,0.9279,0.1157,13
3PL,632,0.9279,0.1157,13
3PL,633,0.9279,0.1157,13
3PL,634,0.9279,0.1157,13
3PL,635,0.9279,0.1157,13
3PL,636,0.9279,0.1157,13
3PL,637,0.9279,0.1157,13
3PL,638,0.9279,0.1157,13
3PL,639,0.9279,0.1157,13
3PL,640,0.9279,0.1157,13
3PL,641,0.9279,0.1157,13
3PL,642,0.9279,0.1157,13
3PL,643,0.9279,0.1157,13
3PL,644,0.9279,0.1157,13
3PL,645,0.9279,0.1157,13
3PL,646,0.9279,0.1157,13
3PL,647,0.9279,0.1157,13
3PL,648,0.9279,0.1157,13
3PL,649,0.9279,0.1157,13
3PL,650,0.9279,0.1157,13
3PL,651,0.9279,0.1157,13
3PL,652,0.9279,0.1157,13
3PL,653,0.9279,0.1157,13
3PL,654,0.9279,0.1157,13
3PL,655,0.9279,0.1157,13
3PL,656,0.9279,0.1157,13
3PL,657,0.9279,0.1157,13
3PL,658,0.9279,0.1157,13
3PL,659,0.9279,0.1157,13
3PL,660,0.9279,0.1157,13
3PL,661,0.9279,0.1157,13
3PL,662,0.9279,0.1157,13
3PL,663,0.9279,0.1157,13
3PL,664,0.9279,0.1157,13
3PL,665,0.9279,0.1157,13
3PL,666,0.9279,0.1157,13
3PL,667,0.9279,0.1157,13
3PL,668,0.9279,0.1157,13
3PL,669,0.9279,0.1157,13
3PL,670,0.9279,0.1157,13
3PL,671,0.9279,0.1157,13
3PL,672,0.9279,0.1157,13
3PL,673,0.9279,0.1157,13
3PL,674,0.9279,0.1157,13
3PL,675,0.9279,0.1157,13
3PL,676,0.9279,0.1157,13
3PL,677,0.9279,0.1157,13
3PL,678,0.9279,0.1157,13
3PL,679,0.9279,0.1157,13
3PL,680,0.9279,0.1157,13
3PL,681,0.9279,0.1157,13
3PL,682,0.9279,0.1157,13
3PL,683,0.9279,0.1157,13
3PL,684,0.9279,0.1156,13
3PL,685,0.9279,0.1156,13
3PL,686,0.9279,0.1157,13
3PL,687,0.9279,0.1157,13
3PL,688,0.9279,0.1157,13
3PL,689,0.9279,0.1157,13
3PL,690,0.9279,0.1157,13
3PL,691,0.9279,0.1157,13
3PL,692,0.9279,0.1157,13
3PL,693,0.9279,0.1157,13
3PL,694,0.9279,0.1157,13
3PL,695,0.9279,0.1156,13
3PL,696,0.9279,0.1156,13
3PL,697,0.9279,0.1156,13
3PL,698,0.9279,0.1156,13
3PL,699,0.9279,0.1156,13
3PL,700,0.9279,0.1156,13
3PL,701,0.9279,0.1156,13
3PL,702,0.9279,0.1156,13
3PL,703,0.9279,0.1156,13
3PL,704,0.9279,0.1156,13
3PL,705,0.9279,0.1156,13
3PL,706,0.9279,0.1156,13
3PL,707,0.9279,0.1156,13
3PL,708,0.9279,0.1156,13
3PL,709,0.9279,0.1156,13
3PL,710,0.9279,0.1156,13
3PL,711,0.9279,0.1156,13
3PL,712,0.9279,0.1156,13
3PL,713,0.9279,0.1156,13
3PL,714,0.9279,0.1156,13
3PL,715,0.9279,0.1156,13
3PL,716,0.9279,0.1156,13
3PL,717,0.9279,0.1156,13
3PL,718,0.9279,0.1156,13
3PL,719,0.9279,0.1156,13
3PL,720,0.9279,0.1156,13
3PL,721,0.9279,0.1156,13
3PL,722,0.9279,0.1156,13
3PL,723,0.9279,0.1156,13
3PL,724,0.9279,0.1156,13
3PL,725,0.9279,0.1156,13
3PL,726,0.9279,0.1156,13
3PL,727,0.9279,0.1157,13
3PL,728,0.9279,0.1157,13
3PL,729,0.9279,0.1157,13
3PL,730,0.9279,0.1157,13
3PL,731,0.9279,0.1157,13
3PL,732,0.9279,0.1157,13
3PL,733,0.9279,0.1157,13
3PL,734,0.9279,0.1157,13
3PL,735,0.9279,0.1157,13
3PL,736,0.9279,0.1157,13
3PL,737,0.9279,0.1157,13
3PL,738,0.9279,0.1157,13
3PL,739,0.9279,0.1157,13
3PL,740,0.9279,0.1157,13
3PL,741,0.9279,0.1157,13
3PL,742,0.9279,0.1157,13
3PL,743,0.9279,0.1157,13
3PL,744,0.9279,0.1157,13
3PL,745,0.9279,0.1157,13
3PL,746,0.9279,0.1157,13
3PL,747,0.9279,0.1157,13
3PL,748,0.9279,0.1157,13
3PL,749,0.9279,0.1157,13
3PL,750,0.9279,0.1157,13
3PL,751,0.9279,0.1157,13
3PL,752,0.9279,0.1157,13
3PL,753,0.9279,0.1157,13
3PL,754,0.9279,0.1157,13
3PL,755,0.9279,0.1157,13
3PL,756,0.9279,0.1157,13
3PL,757,0.9279,0.1157,13
3PL,758,0.9279,0.1157,13
3PL,759,0.9279,0.1157,13
ATLAS_3PL,8,0.9008,0.0361,60
ATLAS_3PL,9,0.9093,0.0326,60
ATLAS_3PL,10,0.9016,0.034,60
ATLAS_3PL,11,0.9033,0.0347,60
ATLAS_3PL,12,0.907,0.0336,60
ATLAS_3PL,13,0.9018,0.0328,60
ATLAS_3PL,14,0.9091,0.0316,60
ATLAS_3PL,15,0.9133,0.031,60
ATLAS_3PL,16,0.916,0.0307,60
ATLAS_3PL,17,0.9151,0.0322,60
ATLAS_3PL,18,0.9171,0.0318,60
ATLAS_3PL,19,0.9214,0.0313,60
ATLAS_3PL,20,0.9263,0.03,60
ATLAS_3PL,21,0.9288,0.0292,60
ATLAS_3PL,22,0.9304,0.0288,60
ATLAS_3PL,23,0.9287,0.0298,60
ATLAS_3PL,24,0.9305,0.0292,60
ATLAS_3PL,25,0.9303,0.029,60
ATLAS_3PL,26,0.9326,0.0288,60
ATLAS_3PL,27,0.9315,0.029,60
ATLAS_3PL,28,0.9292,0.0299,60
ATLAS_3PL,29,0.9277,0.0301,60
ATLAS_3PL,30,0.929,0.0299,60
ATLAS_3PL,31,0.9309,0.0298,60
ATLAS_3PL,32,0.9328,0.0297,60
ATLAS_3PL,33,0.9323,0.0298,60
ATLAS_3PL,34,0.9328,0.0299,60
ATLAS_3PL,35,0.9323,0.0298,60
ATLAS_3PL,36,0.9323,0.0298,60
ATLAS_3PL,37,0.9344,0.0293,60
ATLAS_3PL,38,0.9353,0.0291,60
ATLAS_3PL,39,0.9356,0.0291,60
ATLAS_3PL,40,0.936,0.0288,60
ATLAS_3PL,41,0.9365,0.0289,60
ATLAS_3PL,42,0.937,0.0288,60
ATLAS_3PL,43,0.9382,0.0288,60
ATLAS_3PL,44,0.9394,0.0285,60
ATLAS_3PL,45,0.94,0.0281,60
ATLAS_3PL,46,0.9396,0.0283,60
ATLAS_3PL,47,0.9398,0.0283,60
ATLAS_3PL,48,0.9393,0.0286,60
ATLAS_3PL,49,0.9393,0.0287,60
ATLAS_3PL,50,0.9402,0.0287,60
ATLAS_3PL,51,0.9404,0.0285,60
ATLAS_3PL,52,0.9408,0.0283,60
ATLAS_3PL,53,0.94,0.0284,60
ATLAS_3PL,54,0.9393,0.0287,60
ATLAS_3PL,55,0.9404,0.0284,60
ATLAS_3PL,56,0.9404,0.0285,60
ATLAS_3PL,57,0.942,0.0282,60
ATLAS_3PL,58,0.9435,0.0278,60
ATLAS_3PL,59,0.9438,0.0276,60
ATLAS_3PL,60,0.9445,0.0276,60
ATLAS_3PL,61,0.9447,0.0277,60
ATLAS_3PL,62,0.9454,0.0278,60
ATLAS_3PL,63,0.946,0.0276,60
ATLAS_3PL,64,0.947,0.0274,60
ATLAS_3PL,65,0.9478,0.0272,60
ATLAS_3PL,66,0.9478,0.0272,60
ATLAS_3PL,67,0.9476,0.0272,60
ATLAS_3PL,68,0.948,0.0271,60
ATLAS_3PL,69,0.9492,0.0267,60
ATLAS_3PL,70,0.9483,0.0269,60
ATLAS_3PL,71,0.9484,0.0268,60
ATLAS_3PL,72,0.9486,0.0269,60
ATLAS_3PL,73,0.9495,0.0266,60
ATLAS_3PL,74,0.95,0.0265,60
ATLAS_3PL,75,0.9497,0.0267,60
ATLAS_3PL,76,0.9497,0.0267,60
ATLAS_3PL,77,0.9487,0.0268,60
