model,floor,se_target,n_scenarios,n_criteria,stop_reason,sd,se_param,se_total,theta_ref,theta_mwle,reach,weak
BSC-LT/salamandra-2b,15,0.27,15,28,precision,0.23004999796819975,0.1409,0.26976992338874384,-1.8238093175283205,-1.6455230500538836,True,False
BSC-LT/salamandra-2b-instruct,15,0.27,15,26,precision,0.21049807783929386,0.0821,0.2259421403236621,-1.2565934044275302,-0.9246823583607081,True,False
BSC-LT/salamandra-7b,15,0.27,15,26,precision,0.2120973699887558,0.1704,0.27206884120778546,-0.7178730054518736,-0.8722529831224172,True,False
BSC-LT/salamandra-7b-instruct,15,0.27,15,25,precision,0.12980423998179313,0.1069,0.1681569228942149,0.20276356752274996,0.03830279685856239,True,False
HuggingFaceTB/SmolLM2-360M,15,0.27,15,25,precision,0.2677410475540386,0.2173,0.34482540298727116,-1.677996810911666,-1.5682487510191367,True,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,15,0.27,15,22,precision,0.1218596770626962,0.1653,0.20536277874489478,1.9970250013743478,1.5626118662014274,True,False
OpenBMB/MiniCPM4-0.5B,15,0.27,15,24,precision,0.19309183755576162,0.0556,0.20093734777452557,-0.3327150757252768,-0.32386379227634093,True,False
Qwen/Qwen1.5-1.8B,15,0.27,15,22,precision,0.18275066754645344,0.0733,0.19690275896663903,-0.7868242845499819,-0.36011807930363027,True,False
Qwen/Qwen1.5-1.8B-Chat,15,0.27,15,27,precision,0.15629523424146832,0.0702,0.1713366284441113,-0.5489629043353035,-0.2234284639993566,True,False
Qwen/Qwen2-0.5B,15,0.27,15,29,precision,0.1566422752571729,0.121,0.19793383338313822,-1.468486165842045,-1.2205911942122394,True,False
Qwen/Qwen2.5-0.5B-Instruct,15,0.27,15,29,precision,0.17569015862348286,0.0908,0.19776671063944146,-0.5408412326480648,-0.8984066948853598,True,False
ai-forever/mGPT,15,0.27,15,24,plateau,0.4229385790619834,0.2004,0.46801410412397787,-4.00741791060614,-4.026866774595389,False,True
allenai/OLMo-1B-hf,15,0.27,15,26,plateau,0.4971159041791611,0.2166,0.5422543519307751,-4.150151379475481,-3.2145630971775137,False,True
allenai/OLMo-2-0425-1B,15,0.27,15,29,precision,0.21911013732922502,0.1027,0.24198459099792252,-1.2492707921491486,-1.3270662566060343,True,False
allenai/OLMo-2-0425-1B-DPO,15,0.27,15,23,precision,0.15649452261269287,0.097,0.18411826527472672,0.22514974929546167,0.1841964976510986,True,False
allenai/OLMo-2-0425-1B-Instruct,15,0.27,15,27,precision,0.18069417495703133,0.0877,0.20085237081847515,0.3930375262194632,-0.17657712802076717,True,False
arcee-ai/raspberry-3B,15,0.27,15,25,precision,0.12123774789677931,0.072,0.1410056435575648,1.199927822212961,1.1961298649888412,True,False
google/gemma-2-2b,15,0.27,15,22,precision,0.20325043039808927,0.1087,0.23049170800054508,-0.9088481085135922,-1.2704439061830402,True,False
google/gemma-2b,15,0.27,15,23,precision,0.16792835464104583,0.0985,0.19468482810031412,-0.8635749181415346,-0.2883526709323162,True,False
h2oai/h2o-danube-1.8b-chat,15,0.27,15,29,precision,0.21660692850591723,0.1154,0.2454296670673037,-1.2848590663580741,-0.6729031076574449,True,False
h2oai/h2o-danube2-1.8b-base,15,0.27,15,29,precision,0.15793607039080854,0.09,0.18177954321234946,-1.2915971851830361,-1.0881857721251198,True,False
h2oai/h2o-danube2-1.8b-chat,15,0.27,15,25,precision,0.19212674907705818,0.123,0.22812647306027173,-0.6060817704002986,-0.5334913435855527,True,False
ibm-granite/granite-3.0-2b-base,15,0.27,15,22,precision,0.11012252978514614,0.1009,0.14935789756916237,0.7678652965857196,1.303520063454098,True,False
ibm-granite/granite-3.1-2b-base,15,0.27,15,28,precision,0.11484969419637271,0.0698,0.13439677175066492,0.7953531106038908,1.188028990605044,True,False
ibm-granite/granite-3.1-2b-instruct,15,0.27,15,24,precision,0.10285333597310448,0.1245,0.16149011957638865,1.6000011880278608,1.4077940767187187,True,False
ibm-granite/granite-7b-instruct,15,0.27,15,24,precision,0.1345160892866485,0.0653,0.1495281521218449,0.265993916053506,0.011291422609148845,True,False
ibm/PowerLM-3b,15,0.27,15,23,precision,0.15189742265989314,0.0665,0.1658163954822267,0.20576469420020596,0.5801268866254596,True,False
meta-llama/Llama-3.2-1B,15,0.27,15,28,precision,0.17791165509785084,0.0757,0.19334696020278322,-1.4441995122196885,-1.1072365347568704,True,False
meta-llama/Llama-3.2-1B-Instruct,15,0.27,15,23,precision,0.17302186894653057,0.0639,0.18444450963297987,-0.0005778848317209413,-0.32161371260383126,True,False
meta-llama/Llama-3.2-3B-Instruct,15,0.27,15,26,precision,0.14885712043032387,0.0782,0.16814779898294221,1.3766122651320336,0.9581299783642855,True,False
microsoft/phi-1_5,15,0.27,15,20,precision,0.21592204221194092,0.0732,0.22799247424635577,-0.7685518470793657,-1.0725369683041646,True,False
nvidia/AceInstruct-1.5B,15,0.27,15,27,precision,0.09877498644248375,0.0818,0.1282487346787985,1.2333949625978662,1.1451404057676866,True,False
openbmb/MiniCPM-1B-sft-bf16,15,0.27,18,32,plateau,0.29766466816114406,0.1619,0.33884489766187126,-2.2676964735636975,-1.8826463514675762,False,False
openbmb/MiniCPM-2B-sft-bf16,15,0.27,15,27,precision,0.21684510814690225,0.0901,0.2348186767002185,-0.6237288600396811,-0.7011557982406497,True,False
openlm-research/open_llama_3b,15,0.27,15,23,precision,0.20687510693167163,0.1305,0.24459672906232938,-1.6359628021783263,-1.822173619584957,True,False
pankajmathur/orca_mini_3b,15,0.27,15,28,precision,0.18969373047427385,0.1209,0.2249455964922329,-1.198738742721586,-1.195650834648668,True,False
pankajmathur/orca_mini_v9_5_3B-Instruct,15,0.27,15,28,precision,0.14979793718628973,0.0868,0.17312903276246766,1.0016997616475993,0.8344558292923522,True,False
stabilityai/stablelm-2-1_6b-chat,15,0.27,15,25,precision,0.13974887561393642,0.1456,0.20181453920706377,0.012220790706554813,-0.046760389414055636,True,False
stabilityai/stablelm-2-zephyr-1_6b,15,0.27,15,23,precision,0.17059498293777958,0.139,0.22005373935368902,-0.3913135101431359,-0.09554577975823779,True,False
stabilityai/stablelm-zephyr-3b,15,0.27,15,22,precision,0.1531284078836251,0.1472,0.21240562445701353,0.21566537807224986,1.2896790297700478,True,False
tiiuae/Falcon3-1B-Instruct,15,0.27,15,25,precision,0.1395838727713166,0.0725,0.15728924800455718,0.8139648836928877,0.7821401537383796,True,False
tiiuae/Falcon3-3B-Base,15,0.27,15,28,precision,0.10105624816571174,0.074,0.12525320472279308,1.399999623842926,1.1035965163057808,True,False
tiiuae/Falcon3-3B-Instruct,15,0.27,15,23,precision,0.24035044054543558,0.258,0.3526079044354862,2.1999641221002983,2.447792103181798,True,False
utter-project/EuroLLM-1.7B,15,0.27,15,20,precision,0.25700149506757536,0.1421,0.2936701865477137,-1.7002049889999085,-1.404744162181092,True,False
utter-project/EuroLLM-1.7B-Instruct,15,0.27,15,29,precision,0.19265681746043736,0.0762,0.2071788824035507,-1.00138143224113,-0.8171910697344348,True,False
01-ai/Yi-1.5-6B,15,0.3,15,26,precision,0.12421826068110832,0.0896,0.1531611448332761,0.19678506140948468,0.07798654521272362,True,False
01-ai/Yi-1.5-6B-Chat,15,0.3,15,29,precision,0.10424502181804722,0.0874,0.13603596794173642,1.4000020772311779,1.0594691687057354,True,False
01-ai/Yi-6B,15,0.3,15,29,precision,0.1940012535868876,0.138,0.23807663974712823,-0.9452756389524437,-1.2022225314297312,True,False
01-ai/Yi-6B-200K,15,0.3,15,26,precision,0.18903444529234498,0.1297,0.22925119739487637,-1.0187709304409684,-1.3289125872114314,True,False
01-ai/Yi-6B-Chat,15,0.3,15,26,precision,0.15838451848681548,0.1017,0.18822472126769213,0.3980048604872047,0.7928342240721635,True,False
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,15,0.3,15,24,plateau,0.4435279348969965,0.2032,0.4878598866826359,-4.202602674527077,-4.683137557151833,False,True
BEE-spoke-data/smol_llama-220M-openhermes,15,0.3,15,24,precision,0.26524155922630566,0.1603,0.3099180129337464,-3.8666100312702625,-2.771711998900566,True,False
BSC-LT/salamandra-2b,15,0.3,15,28,precision,0.23004999796819975,0.1409,0.26976992338874384,-1.8238093175283205,-1.6455230500538836,True,False
BSC-LT/salamandra-2b-instruct,15,0.3,15,26,precision,0.21049807783929386,0.0821,0.2259421403236621,-1.2565934044275302,-0.9246823583607081,True,False
BSC-LT/salamandra-7b,15,0.3,15,26,precision,0.2120973699887558,0.1704,0.27206884120778546,-0.7178730054518736,-0.8722529831224172,True,False
BSC-LT/salamandra-7b-instruct,15,0.3,15,25,precision,0.12980423998179313,0.1069,0.1681569228942149,0.20276356752274996,0.03830279685856239,True,False
HuggingFaceTB/SmolLM2-360M,15,0.3,15,25,precision,0.2677410475540386,0.2173,0.34482540298727116,-1.677996810911666,-1.5682487510191367,True,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,15,0.3,15,22,precision,0.1218596770626962,0.1653,0.20536277874489478,1.9970250013743478,1.5626118662014274,True,False
OpenBMB/MiniCPM4-0.5B,15,0.3,15,24,precision,0.19309183755576162,0.0556,0.20093734777452557,-0.3327150757252768,-0.32386379227634093,True,False
Qwen/Qwen1.5-1.8B,15,0.3,15,22,precision,0.18275066754645344,0.0733,0.19690275896663903,-0.7868242845499819,-0.36011807930363027,True,False
Qwen/Qwen1.5-1.8B-Chat,15,0.3,15,27,precision,0.15629523424146832,0.0702,0.1713366284441113,-0.5489629043353035,-0.2234284639993566,True,False
Qwen/Qwen2-0.5B,15,0.3,15,29,precision,0.1566422752571729,0.121,0.19793383338313822,-1.468486165842045,-1.2205911942122394,True,False
Qwen/Qwen2.5-0.5B-Instruct,15,0.3,15,29,precision,0.17569015862348286,0.0908,0.19776671063944146,-0.5408412326480648,-0.8984066948853598,True,False
ai-forever/mGPT,15,0.3,15,24,plateau,0.4229385790619834,0.2004,0.46801410412397787,-4.00741791060614,-4.026866774595389,False,True
allenai/OLMo-1B-hf,15,0.3,15,26,plateau,0.4971159041791611,0.2166,0.5422543519307751,-4.150151379475481,-3.2145630971775137,False,True
allenai/OLMo-2-0425-1B,15,0.3,15,29,precision,0.21911013732922502,0.1027,0.24198459099792252,-1.2492707921491486,-1.3270662566060343,True,False
allenai/OLMo-2-0425-1B-DPO,15,0.3,15,23,precision,0.15649452261269287,0.097,0.18411826527472672,0.22514974929546167,0.1841964976510986,True,False
allenai/OLMo-2-0425-1B-Instruct,15,0.3,15,27,precision,0.18069417495703133,0.0877,0.20085237081847515,0.3930375262194632,-0.17657712802076717,True,False
arcee-ai/raspberry-3B,15,0.3,15,25,precision,0.12123774789677931,0.072,0.1410056435575648,1.199927822212961,1.1961298649888412,True,False
google/gemma-2-2b,15,0.3,15,22,precision,0.20325043039808927,0.1087,0.23049170800054508,-0.9088481085135922,-1.2704439061830402,True,False
google/gemma-2b,15,0.3,15,23,precision,0.16792835464104583,0.0985,0.19468482810031412,-0.8635749181415346,-0.2883526709323162,True,False
h2oai/h2o-danube-1.8b-chat,15,0.3,15,29,precision,0.21660692850591723,0.1154,0.2454296670673037,-1.2848590663580741,-0.6729031076574449,True,False
h2oai/h2o-danube2-1.8b-base,15,0.3,15,29,precision,0.15793607039080854,0.09,0.18177954321234946,-1.2915971851830361,-1.0881857721251198,True,False
h2oai/h2o-danube2-1.8b-chat,15,0.3,15,25,precision,0.19212674907705818,0.123,0.22812647306027173,-0.6060817704002986,-0.5334913435855527,True,False
ibm-granite/granite-3.0-2b-base,15,0.3,15,22,precision,0.11012252978514614,0.1009,0.14935789756916237,0.7678652965857196,1.303520063454098,True,False
ibm-granite/granite-3.1-2b-base,15,0.3,15,28,precision,0.11484969419637271,0.0698,0.13439677175066492,0.7953531106038908,1.188028990605044,True,False
ibm-granite/granite-3.1-2b-instruct,15,0.3,15,24,precision,0.10285333597310448,0.1245,0.16149011957638865,1.6000011880278608,1.4077940767187187,True,False
ibm-granite/granite-7b-instruct,15,0.3,15,24,precision,0.1345160892866485,0.0653,0.1495281521218449,0.265993916053506,0.011291422609148845,True,False
ibm/PowerLM-3b,15,0.3,15,23,precision,0.15189742265989314,0.0665,0.1658163954822267,0.20576469420020596,0.5801268866254596,True,False
meta-llama/Llama-3.2-1B,15,0.3,15,28,precision,0.17791165509785084,0.0757,0.19334696020278322,-1.4441995122196885,-1.1072365347568704,True,False
meta-llama/Llama-3.2-1B-Instruct,15,0.3,15,23,precision,0.17302186894653057,0.0639,0.18444450963297987,-0.0005778848317209413,-0.32161371260383126,True,False
meta-llama/Llama-3.2-3B-Instruct,15,0.3,15,26,precision,0.14885712043032387,0.0782,0.16814779898294221,1.3766122651320336,0.9581299783642855,True,False
microsoft/phi-1_5,15,0.3,15,20,precision,0.21592204221194092,0.0732,0.22799247424635577,-0.7685518470793657,-1.0725369683041646,True,False
nvidia/AceInstruct-1.5B,15,0.3,15,27,precision,0.09877498644248375,0.0818,0.1282487346787985,1.2333949625978662,1.1451404057676866,True,False
openbmb/MiniCPM-1B-sft-bf16,15,0.3,15,26,precision,0.2935096048626087,0.1619,0.3352006833922101,-2.2676964735636975,-1.6672175120015031,True,False
openbmb/MiniCPM-2B-sft-bf16,15,0.3,15,27,precision,0.21684510814690225,0.0901,0.2348186767002185,-0.6237288600396811,-0.7011557982406497,True,False
openlm-research/open_llama_3b,15,0.3,15,23,precision,0.20687510693167163,0.1305,0.24459672906232938,-1.6359628021783263,-1.822173619584957,True,False
pankajmathur/orca_mini_3b,15,0.3,15,28,precision,0.18969373047427385,0.1209,0.2249455964922329,-1.198738742721586,-1.195650834648668,True,False
pankajmathur/orca_mini_v9_5_3B-Instruct,15,0.3,15,28,precision,0.14979793718628973,0.0868,0.17312903276246766,1.0016997616475993,0.8344558292923522,True,False
stabilityai/stablelm-2-1_6b-chat,15,0.3,15,25,precision,0.13974887561393642,0.1456,0.20181453920706377,0.012220790706554813,-0.046760389414055636,True,False
stabilityai/stablelm-2-zephyr-1_6b,15,0.3,15,23,precision,0.17059498293777958,0.139,0.22005373935368902,-0.3913135101431359,-0.09554577975823779,True,False
stabilityai/stablelm-zephyr-3b,15,0.3,15,22,precision,0.1531284078836251,0.1472,0.21240562445701353,0.21566537807224986,1.2896790297700478,True,False
tiiuae/Falcon3-1B-Instruct,15,0.3,15,25,precision,0.1395838727713166,0.0725,0.15728924800455718,0.8139648836928877,0.7821401537383796,True,False
tiiuae/Falcon3-3B-Base,15,0.3,15,28,precision,0.10105624816571174,0.074,0.12525320472279308,1.399999623842926,1.1035965163057808,True,False
tiiuae/Falcon3-3B-Instruct,15,0.3,15,23,precision,0.24035044054543558,0.258,0.3526079044354862,2.1999641221002983,2.447792103181798,True,False
utter-project/EuroLLM-1.7B,15,0.3,15,20,precision,0.25700149506757536,0.1421,0.2936701865477137,-1.7002049889999085,-1.404744162181092,True,False
utter-project/EuroLLM-1.7B-Instruct,15,0.3,15,29,precision,0.19265681746043736,0.0762,0.2071788824035507,-1.00138143224113,-0.8171910697344348,True,False
01-ai/Yi-1.5-6B,15,0.32,15,26,precision,0.12421826068110832,0.0896,0.1531611448332761,0.19678506140948468,0.07798654521272362,True,False
01-ai/Yi-1.5-6B-Chat,15,0.32,15,29,precision,0.10424502181804722,0.0874,0.13603596794173642,1.4000020772311779,1.0594691687057354,True,False
01-ai/Yi-6B,15,0.32,15,29,precision,0.1940012535868876,0.138,0.23807663974712823,-0.9452756389524437,-1.2022225314297312,True,False
01-ai/Yi-6B-200K,15,0.32,15,26,precision,0.18903444529234498,0.1297,0.22925119739487637,-1.0187709304409684,-1.3289125872114314,True,False
01-ai/Yi-6B-Chat,15,0.32,15,26,precision,0.15838451848681548,0.1017,0.18822472126769213,0.3980048604872047,0.7928342240721635,True,False
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,15,0.32,15,24,plateau,0.4435279348969965,0.2032,0.4878598866826359,-4.202602674527077,-4.683137557151833,False,True
BEE-spoke-data/smol_llama-220M-openhermes,15,0.32,15,24,precision,0.26524155922630566,0.1603,0.3099180129337464,-3.8666100312702625,-2.771711998900566,True,False
BSC-LT/salamandra-2b,15,0.32,15,28,precision,0.23004999796819975,0.1409,0.26976992338874384,-1.8238093175283205,-1.6455230500538836,True,False
BSC-LT/salamandra-2b-instruct,15,0.32,15,26,precision,0.21049807783929386,0.0821,0.2259421403236621,-1.2565934044275302,-0.9246823583607081,True,False
BSC-LT/salamandra-7b,15,0.32,15,26,precision,0.2120973699887558,0.1704,0.27206884120778546,-0.7178730054518736,-0.8722529831224172,True,False
BSC-LT/salamandra-7b-instruct,15,0.32,15,25,precision,0.12980423998179313,0.1069,0.1681569228942149,0.20276356752274996,0.03830279685856239,True,False
HuggingFaceTB/SmolLM2-360M,15,0.32,15,25,precision,0.2677410475540386,0.2173,0.34482540298727116,-1.677996810911666,-1.5682487510191367,True,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,15,0.32,15,22,precision,0.1218596770626962,0.1653,0.20536277874489478,1.9970250013743478,1.5626118662014274,True,False
OpenBMB/MiniCPM4-0.5B,15,0.32,15,24,precision,0.19309183755576162,0.0556,0.20093734777452557,-0.3327150757252768,-0.32386379227634093,True,False
Qwen/Qwen1.5-1.8B,15,0.32,15,22,precision,0.18275066754645344,0.0733,0.19690275896663903,-0.7868242845499819,-0.36011807930363027,True,False
Qwen/Qwen1.5-1.8B-Chat,15,0.32,15,27,precision,0.15629523424146832,0.0702,0.1713366284441113,-0.5489629043353035,-0.2234284639993566,True,False
Qwen/Qwen2-0.5B,15,0.32,15,29,precision,0.1566422752571729,0.121,0.19793383338313822,-1.468486165842045,-1.2205911942122394,True,False
Qwen/Qwen2.5-0.5B-Instruct,15,0.32,15,29,precision,0.17569015862348286,0.0908,0.19776671063944146,-0.5408412326480648,-0.8984066948853598,True,False
ai-forever/mGPT,15,0.32,15,24,plateau,0.4229385790619834,0.2004,0.46801410412397787,-4.00741791060614,-4.026866774595389,False,True
allenai/OLMo-1B-hf,15,0.32,15,26,plateau,0.4971159041791611,0.2166,0.5422543519307751,-4.150151379475481,-3.2145630971775137,False,True
allenai/OLMo-2-0425-1B,15,0.32,15,29,precision,0.21911013732922502,0.1027,0.24198459099792252,-1.2492707921491486,-1.3270662566060343,True,False
allenai/OLMo-2-0425-1B-DPO,15,0.32,15,23,precision,0.15649452261269287,0.097,0.18411826527472672,0.22514974929546167,0.1841964976510986,True,False
allenai/OLMo-2-0425-1B-Instruct,15,0.32,15,27,precision,0.18069417495703133,0.0877,0.20085237081847515,0.3930375262194632,-0.17657712802076717,True,False
arcee-ai/raspberry-3B,15,0.32,15,25,precision,0.12123774789677931,0.072,0.1410056435575648,1.199927822212961,1.1961298649888412,True,False
google/gemma-2-2b,15,0.32,15,22,precision,0.20325043039808927,0.1087,0.23049170800054508,-0.9088481085135922,-1.2704439061830402,True,False
google/gemma-2b,15,0.32,15,23,precision,0.16792835464104583,0.0985,0.19468482810031412,-0.8635749181415346,-0.2883526709323162,True,False
h2oai/h2o-danube-1.8b-chat,15,0.32,15,29,precision,0.21660692850591723,0.1154,0.2454296670673037,-1.2848590663580741,-0.6729031076574449,True,False
h2oai/h2o-danube2-1.8b-base,15,0.32,15,29,precision,0.15793607039080854,0.09,0.18177954321234946,-1.2915971851830361,-1.0881857721251198,True,False
h2oai/h2o-danube2-1.8b-chat,15,0.32,15,25,precision,0.19212674907705818,0.123,0.22812647306027173,-0.6060817704002986,-0.5334913435855527,True,False
ibm-granite/granite-3.0-2b-base,15,0.32,15,22,precision,0.11012252978514614,0.1009,0.14935789756916237,0.7678652965857196,1.303520063454098,True,False
ibm-granite/granite-3.1-2b-base,15,0.32,15,28,precision,0.11484969419637271,0.0698,0.13439677175066492,0.7953531106038908,1.188028990605044,True,False
ibm-granite/granite-3.1-2b-instruct,15,0.32,15,24,precision,0.10285333597310448,0.1245,0.16149011957638865,1.6000011880278608,1.4077940767187187,True,False
ibm-granite/granite-7b-instruct,15,0.32,15,24,precision,0.1345160892866485,0.0653,0.1495281521218449,0.265993916053506,0.011291422609148845,True,False
ibm/PowerLM-3b,15,0.32,15,23,precision,0.15189742265989314,0.0665,0.1658163954822267,0.20576469420020596,0.5801268866254596,True,False
meta-llama/Llama-3.2-1B,15,0.32,15,28,precision,0.17791165509785084,0.0757,0.19334696020278322,-1.4441995122196885,-1.1072365347568704,True,False
meta-llama/Llama-3.2-1B-Instruct,15,0.32,15,23,precision,0.17302186894653057,0.0639,0.18444450963297987,-0.0005778848317209413,-0.32161371260383126,True,False
meta-llama/Llama-3.2-3B-Instruct,15,0.32,15,26,precision,0.14885712043032387,0.0782,0.16814779898294221,1.3766122651320336,0.9581299783642855,True,False
microsoft/phi-1_5,15,0.32,15,20,precision,0.21592204221194092,0.0732,0.22799247424635577,-0.7685518470793657,-1.0725369683041646,True,False
nvidia/AceInstruct-1.5B,15,0.32,15,27,precision,0.09877498644248375,0.0818,0.1282487346787985,1.2333949625978662,1.1451404057676866,True,False
openbmb/MiniCPM-1B-sft-bf16,15,0.32,15,26,precision,0.2935096048626087,0.1619,0.3352006833922101,-2.2676964735636975,-1.6672175120015031,True,False
openbmb/MiniCPM-2B-sft-bf16,15,0.32,15,27,precision,0.21684510814690225,0.0901,0.2348186767002185,-0.6237288600396811,-0.7011557982406497,True,False
openlm-research/open_llama_3b,15,0.32,15,23,precision,0.20687510693167163,0.1305,0.24459672906232938,-1.6359628021783263,-1.822173619584957,True,False
pankajmathur/orca_mini_3b,15,0.32,15,28,precision,0.18969373047427385,0.1209,0.2249455964922329,-1.198738742721586,-1.195650834648668,True,False
pankajmathur/orca_mini_v9_5_3B-Instruct,15,0.32,15,28,precision,0.14979793718628973,0.0868,0.17312903276246766,1.0016997616475993,0.8344558292923522,True,False
stabilityai/stablelm-2-1_6b-chat,15,0.32,15,25,precision,0.13974887561393642,0.1456,0.20181453920706377,0.012220790706554813,-0.046760389414055636,True,False
stabilityai/stablelm-2-zephyr-1_6b,15,0.32,15,23,precision,0.17059498293777958,0.139,0.22005373935368902,-0.3913135101431359,-0.09554577975823779,True,False
stabilityai/stablelm-zephyr-3b,15,0.32,15,22,precision,0.1531284078836251,0.1472,0.21240562445701353,0.21566537807224986,1.2896790297700478,True,False
tiiuae/Falcon3-1B-Instruct,15,0.32,15,25,precision,0.1395838727713166,0.0725,0.15728924800455718,0.8139648836928877,0.7821401537383796,True,False
tiiuae/Falcon3-3B-Base,15,0.32,15,28,precision,0.10105624816571174,0.074,0.12525320472279308,1.399999623842926,1.1035965163057808,True,False
tiiuae/Falcon3-3B-Instruct,15,0.32,15,23,precision,0.24035044054543558,0.258,0.3526079044354862,2.1999641221002983,2.447792103181798,True,False
utter-project/EuroLLM-1.7B,15,0.32,15,20,precision,0.25700149506757536,0.1421,0.2936701865477137,-1.7002049889999085,-1.404744162181092,True,False
utter-project/EuroLLM-1.7B-Instruct,15,0.32,15,29,precision,0.19265681746043736,0.0762,0.2071788824035507,-1.00138143224113,-0.8171910697344348,True,False
01-ai/Yi-1.5-6B,20,0.15,20,31,precision,0.11844690632041949,0.0896,0.14851878540062946,0.19678506140948468,0.1395265047200623,True,False
01-ai/Yi-1.5-6B-Chat,20,0.15,20,38,precision,0.0921191446660236,0.0874,0.12698305719268135,1.4000020772311779,1.072480534459936,True,False
01-ai/Yi-6B,20,0.15,20,37,plateau,0.1796010062836728,0.138,0.22649618420209175,-0.9452756389524437,-1.214656194428957,False,False
01-ai/Yi-6B-200K,20,0.15,20,33,plateau,0.18396101091500752,0.1297,0.2250860802823478,-1.0187709304409684,-1.4527828254965265,False,False
01-ai/Yi-6B-Chat,20,0.15,20,35,precision,0.12802127942323607,0.1017,0.1635002690675532,0.3980048604872047,0.676633316471594,True,False
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,20,0.15,22,34,plateau,0.3227162113597011,0.2032,0.3813607125470048,-4.202602674527077,-3.6357541774456723,False,True
BEE-spoke-data/smol_llama-220M-openhermes,20,0.15,20,33,plateau,0.2454944677667659,0.1603,0.29319553834273754,-3.8666100312702625,-2.751250625907488,False,False
BSC-LT/salamandra-2b,20,0.15,21,37,plateau,0.20803049498481563,0.1409,0.25125583942194735,-1.8238093175283205,-1.6785202243586106,False,False
BSC-LT/salamandra-2b-instruct,20,0.15,21,37,plateau,0.1674813767517367,0.0821,0.18652190637739355,-1.2565934044275302,-0.953400786345995,False,False
BSC-LT/salamandra-7b,20,0.15,24,43,plateau,0.16606356836393,0.1704,0.23793542976564389,-0.7178730054518736,-1.3152929638680664,False,False
BSC-LT/salamandra-7b-instruct,20,0.15,20,32,precision,0.12199669208277712,0.1069,0.16220605068597144,0.20276356752274996,0.045208819638573955,True,False
HuggingFaceTB/SmolLM2-360M,20,0.15,21,36,plateau,0.23334273666060945,0.2173,0.31885439114470815,-1.677996810911666,-1.6008544515570042,False,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,20,0.15,20,32,precision,0.10861913578995516,0.1653,0.19779334331507903,1.9970250013743478,1.592258565342478,True,False
OpenBMB/MiniCPM4-0.5B,20,0.15,21,31,plateau,0.17789310082679352,0.0556,0.18637949276079632,-0.3327150757252768,-0.3252862539116867,False,False
Qwen/Qwen1.5-1.8B,20,0.15,21,33,plateau,0.1739175363811223,0.0733,0.1887331435145375,-0.7868242845499819,-0.46525120882750753,False,False
Qwen/Qwen1.5-1.8B-Chat,20,0.15,20,34,precision,0.1379618986808719,0.0702,0.15479510808688743,-0.5489629043353035,-0.1673121360136686,True,False
Qwen/Qwen2-0.5B,20,0.15,20,40,precision,0.14732780961349173,0.121,0.19064753731823883,-1.468486165842045,-1.2538635301910892,True,False
Qwen/Qwen2.5-0.5B-Instruct,20,0.15,20,36,plateau,0.16295002700670144,0.0908,0.1865404816694884,-0.5408412326480648,-0.9206306843231653,False,False
ai-forever/mGPT,20,0.15,20,30,plateau,0.4366069645804407,0.2004,0.4804017084900367,-4.00741791060614,-4.634288441583373,False,True
allenai/OLMo-1B-hf,20,0.15,23,39,plateau,0.44261502978031175,0.2166,0.492771371517691,-4.150151379475481,-3.651266328593266,False,True
allenai/OLMo-2-0425-1B,20,0.15,25,43,plateau,0.1967133422383402,0.1027,0.22190860509357982,-1.2492707921491486,-1.4611831848509231,False,False
allenai/OLMo-2-0425-1B-DPO,20,0.15,20,32,precision,0.14425908248600458,0.097,0.1738380938681274,0.22514974929546167,0.19917823952581226,True,False
allenai/OLMo-2-0425-1B-Instruct,20,0.15,20,33,plateau,0.15706107206363953,0.0877,0.17988738243073019,0.3930375262194632,-0.07441667455258244,False,False
arcee-ai/raspberry-3B,20,0.15,20,35,precision,0.10283164682792104,0.072,0.12553225716660352,1.199927822212961,1.2838291946377698,True,False
google/gemma-2-2b,20,0.15,30,47,plateau,0.1679964422649324,0.1087,0.2000962133916451,-0.9088481085135922,-1.2446319923838847,False,False
google/gemma-2b,20,0.15,20,31,plateau,0.1526068941465772,0.0985,0.18163456207744333,-0.8635749181415346,-0.28105651298055834,False,False
h2oai/h2o-danube-1.8b-chat,20,0.15,21,37,plateau,0.20893046493196346,0.1154,0.2386820043000444,-1.2848590663580741,-0.839367307019053,False,False
h2oai/h2o-danube2-1.8b-base,20,0.15,20,38,precision,0.14643653218392347,0.09,0.17188268661518313,-1.2915971851830361,-1.1535435631305027,True,False
h2oai/h2o-danube2-1.8b-chat,20,0.15,20,31,plateau,0.18385234588539004,0.123,0.22120281437531733,-0.6060817704002986,-0.5980946018538672,False,False
ibm-granite/granite-3.0-2b-base,20,0.15,20,33,precision,0.09707326180655648,0.1009,0.14001438553864476,0.7678652965857196,1.0993212747565022,True,False
