model,params_b
maldv/winter-garden-7b-alpha,7.0
ignos/Mistral-T5-7B-v1,7.0
Kukedlc/Neural-Krishna-Multiverse-7b-v2,7.0
BFauber/lora_llama2-7b_10e6,7.0
yam-peleg/Experiment23-7B,7.0
fblgit/una-cybertron-7b-v3-OMA,7.0
VAGOsolutions/SauerkrautLM-7b-LaserChat,7.0
h2m/mhm-7b-v1.3-DPO-1,7.0
NovoCode/Novocode7b-v2,7.0
yam-peleg/Experiment28-7B,7.0
CorticalStack/gemma-7b-ultrachat-sft,7.0
argilla/notus-7b-v1,7.0
CultriX/CombinaTrix-7B,7.0
liminerity/Blured-Ties-7B,7.0
Azazelle/Tippy-Toppy-7b,7.0
hedronstone/OpenHermes-7B-Symbolic,7.0
Kukedlc/NeuralArjuna-7B-DT,7.0
Test157t/Prima-Pastacles-7b,7.0
freecs/ThetaWave-7B-v0.1,7.0
nasiruddin15/Mistral-grok-instract-2-7B-slerp,7.0
Zangs3011/mistral_7b_2EPOCH_DolphinCoder,7.0
FelixChao/Faraday-7B,7.0
jsfs11/WestOrcaNeural-V2-DARETIES-7B,7.0
shyamieee/Padma-SLM-7b-v3.0,7.0
cstr/Spaetzle-v69-7b,7.0
nbeerbower/flammen5-mistral-7B,7.0
Nitral-AI/Eris_PrimeV4.20-Vision-32k-7B,7.0
EmbeddedLLM/Mistral-7B-Merge-02-v0,7.0
FuseAI/FuseChat-7B-TA,7.0
Neuronovo/neuronovo-7B-v0.2,7.0
luqmanxyz/LelaStarling-7B,7.0
mlabonne/NeuralHermes-2.5-Mistral-7B-laser,7.0
minghaowu/phi-2-OpenHermes-2.5,2.7
Gille/StrangeMerges_38-7B-dare_ties,7.0
juhwanlee/llmdo-Mistral-7B-case-6,7.0
NovoCode/Phi-2-DPO,2.7
hamxea/Mistral-7B-v0.1-activity-fine-tuned-v3,7.0
Changgil/K2S3-Mistral-7b-v1.47,7.0
MRAIRR/mini_7B_dare_v1,7.0
Test157t/Kunocchini-1.2-7b-longtext,7.0
MaziyarPanahi/Calme-7B-Instruct-v0.1.1,7.0
yam-peleg/Experiment8-7B,7.0
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca-DPO2,7.0
JunchengXie/Starling-LM-7B-alpha-gpt-4-80k,7.0
0-hero/Matter-0.1-Slim-7B-C-DPO,7.0
saishf/West-Hermes-7B,7.0
AtAndDev/CapybaraMarcoroni-7B,7.0
johnsnowlabs/BioLing-7B-Dare,7.0
nbeerbower/flammen10-mistral-7B,7.0
automerger/NeuralsirkrishnaExperiment26-7B,7.0
mistralai/Mistral-7B-v0.3,7.0
abacusai/Liberated-Qwen1.5-7B,7.0
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e3,7.0
naivecat/cherry_5_7B,7.0
FelixChao/Scorpio-7B,7.0
uukuguy/speechless-mistral-moloras-7b,7.0
NeverSleep/Noromaid-7B-0.4-DPO,7.0
jisukim8873/mistral-7B-alpaca-1-epoch,7.0
Locutusque/Hercules-3.0-Mistral-7B,7.0
flammenai/flammen21X-mistral-7B,7.0
v1olet/v1olet_marcoroni-go-bruins-merge-7B,7.0
Weyaxi/EulerMath-Mistral-7B,7.0
Kukedlc/Neural-Cosmic-Boy-7B-slerp,7.0
xi0v/aether-7b-chat-v1.0,7.0
dvilasuero/NeuralHermes-2.5-Mistral-7B-distilabel,7.0
Nitral-AI/Eris_PrimeV3.075-Vision-7B,7.0
flemmingmiguel/DareBeagle-7B,7.0
Gille/StrangeMerges_33-7B-slerp,7.0
Locutusque/Hyperion-2.1-Mistral-7B,7.0
Inv/Konstanta-V4-Alpha-7B,7.0
Medilora/medilora-mistral-7b,7.0
juhwanlee/llmdo-Mistral-7B-case-5,7.0
jondurbin/airoboros-m-7b-3.1.2,7.0
frankenmerger/delta-4B-scientific,4.0
DreadPoor/Eros_n_Psyche-7B-Model_Stock,7.0
genaicore3434/Mistral-7b-instruct-v0.2-summ-sft-lp-e1,7.0
mlabonne/Beagle14-7B,7.0
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k-base_lora,7.0
automerger/ShadowYamshadow-7B,7.0
GreenNode/GreenNodeLM-7B-v2leo,7.0
leveldevai/TurdusDareBeagle-7B,7.0
hamxea/StableBeluga-7B-activity-fine-tuned-v2,7.0
SC44/Mistral-7B-private-spnf,7.0
DreadPoor/Bageluccine-7B-slerp,7.0
shyamieee/B3E3-SLM-7b-v2.0,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint3,7.0
senseable/WestLake-7B-v2,7.0
Gille/StrangeMerges_30-7B-slerp,7.0
uukuguy/Mistral-7B-OpenOrca-lora-merged,7.0
malhajar/Mistral-7B-v0.2-meditron-turkish,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted,7.0
jeiku/Elly_7B,7.0
Abhaykoul/HelpingAI-3B,3.0
Yuma42/KangalKhan-DesolatingRuby-7B,7.0
KnutJaegersberg/Walter-Mistral-7B,7.0
bn22/OpenHermes-2.5-Mistral-7B-MISALIGNED,7.0
SCE/Mistral-7B-summ-ia3-tuned,7.0
Weyaxi/neural-chat-7b-v3-1-OpenHermes-2.5-7B,7.0
DUAL-GPO/zephyr-7b-gpo-update4-i0,7.0
Josephgflowers/Cinder-Phi-2-STEM-2.94B-Test,2.94
Norquinal/Mistral-7B-claude-instruct,7.0
fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_quantized_mergedfloat_s,7.0
Isaak-Carter/JOSIE_Beta-3-7B-slerp,7.0
CorticalStack/mistral-7b-jondurbin-truthy-dpo,7.0
airesearch/typhoon-7b-WangchanX-sft-Demo,7.0
FelixChao/Capricorn-7B-DPO,7.0
niizam/fiona-7B-v0.2,7.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.23,7.0
01-ai/Yi-1.5-6B-Chat,6.0
SanjiWatsuki/Lelantos-DPO-7B,7.0
flammenai/flammen22C-mistral-7B,7.0
mychen76/mistral-7b-merged-ties,7.0
cstr/Spaetzle-v12-7b,7.0
ewqr2130/alignment-handbook-zephyr-7b-sft-full-dpo-5e7-cont2,7.0
NeverSleep/Noromaid-7b-v0.2,7.0
tricktreat/Llama-2-7b-chat-hf-guanaco-freeze-embed-tokens-q-v-proj,7.0
DreadPoor/ToppyLake-Bagel-7B-slerp,7.0
Weyaxi/Dolphin2.1-OpenOrca-7B,7.0
andrijdavid/Macaroni-7b-Tied,7.0
lodrick-the-lafted/Hermes-Instruct-7B-100K,7.0
Kukedlc/NeuralKrishna-7B-v3,7.0
giraffe176/Open_Hermes_Orca_Mistral-7B,7.0
wang7776/Llama-2-7b-chat-hf-30-sparsity,7.0
BFauber/lora_llama2-7b_10e4,7.0
aridoverrun/Foxglove_7B,7.0
dfurman/Mistral-7B-Instruct-v0.2,7.0
Qwen/Qwen1.5-7B,7.0
huseyinatahaninan/phi-2-instruction,2.7
PulsarAI/Einstein-v3-7B,7.0
automerger/PasticheAlloyingotneoy-7B,7.0
Stopwolf/Tito-7B-slerp,7.0
DeepMount00/Mistral-Ita-7b,7.0
sail/Sailor-7B-Chat,7.0
tushar310/Hippy-AAI-7B,7.0
Ppoyaa/LuminRP-7B,7.0
Q-bert/Terminis-7B,7.0
CorticalStack/mistral-7b-slimorca-sft,7.0
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e1,7.0
Yuma42/KangalKhan-Alpha-ExtraRawRubyroid-7B,7.0
OpenBuddy/openbuddy-gemma-7b-v19.1-4k,7.0
jpquiroga/Mistral_7B_dare_ties_merge_instruct_open_orca,7.0
soniox/Soniox-7B-v1.0,7.0
ResplendentAI/Persephone_7B,7.0
avinash31d/phi-2-slerp,2.7
NovoCode/NeuralPaca-7b,7.0
lodrick-the-lafted/Hermes-Instruct-7B-217K,7.0
InnerI/InnerILLM-0x00d0-7B-slerp,7.0
Yuma42/KangalKhan-Beta-Ruby-7B,7.0
YeungNLP/firefly-llama2-7b-chat-temp,7.0
SC44/Mistral-7B-private-oia,7.0
Kukedlc/NeuralMaths-Experiment-7b,7.0
Gille/StrangeMerges_34-7B-slerp,7.0
Nitral-AI/Eris_PrimeV3.05-Vision-7B,7.0
PetroGPT/WestSeverus-7B-DPO,7.0
Azure99/blossom-v5-mistral-7b,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v2,7.0
Rebecca19990101/Breeze-Petro-7B-Instruct-v1,7.0
G-reen/EXPERIMENT-SFT-m7b2-1-merged,7.0
nbeerbower/Flammen-Bophades-7B,7.0
wandb/gemma-2b-zephyr-sft,2.0
jeiku/Zephyr_beta_32k_7B,7.0
argilla/distilabeled-Marcoro14-7B-slerp,7.0
DreadPoor/Siren-7B-slerp,7.0
222gate/Blurdus-7b-v0.1,7.0
yam-peleg/Experiment20-7B,7.0
Locutusque/Hercules-2.0-Mistral-7B,7.0
Zardos/Kant-Test-0.1-Mistral-7B,7.0
NurtureAI/Hermes-2-Pro-Mistral-7B,7.0
nbeerbower/flammen9X-mistral-7B,7.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.22,7.0
BlouseJury/Mistral-7B-Discord-0.1-DPO,7.0
silvercoder45/Mistral-7b-instruct-v0.2-summ-sft-bf16-e3,7.0
JunchengXie/Mistral-7B-v0.1-gpt-4-60k,7.0
Reverb/Mistral-7B-LoreWeaver,7.0
Aryanne/Westest-7B,7.0
lemon-mint/gemma-ko-7b-instruct-v0.62,7.0
bunnycore/Starling-dolphin-E26-7B,7.0
ozayezerceli/BetterSaul-7B-slerp,7.0
liuda1/dm7b_sft_gpt88w_merge,7.0
NLUHOPOE/Mistral-7B-random-100000,7.0
Gille/StrangeMerges_9-7B-dare_ties,7.0
mvpmaster/kellemar-KrishnaHercules-0.1-7b-slerp,7.0
DUAL-GPO/zephyr-7b-gpo-update3-i0,7.0
DreadPoor/Westuccine-7B-slerp,7.0
mahiatlinux/ShadowDolph-7B-v1,7.0
maldv/SHRDFU-7b-overbaked-lora,7.0
automerger/Experiment28Yam-7B,7.0
Test157t/Prima-LelantaclesV6.69-7b,7.0
AGI-inc/lora_moe_7b,7.0
Charlie911/vicuna-7b-v1.5-lora-temporal-without-mctaco-1,7.0
aloobun/slerp_bun_mistral_7b_v2,7.0
alnrg2arg/blockchainlabs_7B_merged_test2_4,7.0
amazingvince/openhermes-7b-dpo,7.0
ncsgobubble/Llama-7B-rollercoaster_v2,7.0
euclaise/Ferret-7B,7.0
pansophic/rocket-3B,3.0
OpenBuddy/openbuddy-gemma-7b-v18.1-4k,7.0
SC99/Mistral-7B-privatemix-ia1,7.0
SCE/Mistral-7B-math-ia3-pruned10,7.0
PulsarAI/MetaMath-Tulpar-7b-v2-Slerp,7.0
CultriX/Wernicke-7B-v9,7.0
jambroz/sixtyoneeighty-FNCARL-7B-slerp,7.0
ALBADDAWI/DeepCode-7B-Aurora-v12,7.0
SC56/Mistral-7B-sumz-dpo-5h,7.0
FredrikBL/NeuralPipe-7B-slerp,7.0
uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b,7.0
Ppoyaa/StarMonarch-7B,7.0
amu/spin-phi2-1.5,2.7
vicgalle/SystemHermes-2-7B,7.0
cris177/Orca-Hermes-7B-slerp,7.0
alvarobartt/mistral-7b-orpo-airoboros-pref-10k,7.0
proto-llm/uniwiz-7B-v0.2,7.0
WDong/Qwen1.5-7B-sft-0502,7.0
grimjim/zephyr-beta-wizardLM-2-merge-7B,7.0
KoboldAI/Mistral-7B-Holodeck-1,7.0
cognitivecomputations/fc-dolphin-2.6-mistral-7b-dpo-laser,7.0
Test157t/Echidna-7b-128k,7.0
bardsai/jaskier-7b-dpo-v7.1,7.0
arcee-ai/Saul-Instruct-Clown-7b,7.0
wandb/gemma-2b-zephyr-dpo,2.0
ghost-x/ghost-7b-alpha,7.0
AetherResearch/Cerebrum-1.0-7b,7.0
ajibawa-2023/General-Stories-Mistral-7B,7.0
bardsai/jaskier-7b-dpo-v6.1,7.0
mrfakename/WizardChatML-7B-v0,7.0
indischepartij/OpenMia-Indo-Mistral-7b-v2,7.0
jeiku/Mewthree_7B,7.0
nonetrix/sillyrp-7b,7.0
internistai/base-7b-v0.2,7.0
Zangs3011/mistral_7b_DolphinCoder,7.0
qblocks/mistral_7b_HalfEpoch_DolphinCoder,7.0
cognitivecomputations/dolphin-2.8-experiment26-7b-preview,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-recovered,7.0
adamo1139/Mistral-7B-AEZAKMI-v2,7.0
maldv/SHRDFU-7b-beta,7.0
v1olet/v1olet_merged_dpo_7B_v3,7.0
gmonsoon/OpenMia-Indo-Mistral-7b-v3,7.0
core-3/kuno-dogpark-7b,7.0
yleo/OgnoMonarch-7B,7.0
maldv/eleusis-7b-alpha,7.0
lamhieu/ghost-7b-v0.9.1,7.0
Locutusque/UltraQwen-7B,7.0
nbeerbower/flammen15X-mistral-7B,7.0
wandb/gemma-7b-zephyr-dpo,7.0
Changgil/K2S3-Mistral-7b-v1.0,7.0
lvkaokao/mistral-7b-finetuned-orca-dpo-v2,7.0
yam-peleg/Experiment1-7B,7.0
Azazelle/Sina-Odin-7b-Merge,7.0
yleo/ParrotOgno-7B,7.0
NovoCode/Novocode7b,7.0
prhegde/merge-aanaphi-phi2-orage-3b,3.0
allknowingroger/CalmExperiment-7B-slerp,7.0
nbeerbower/flammen11-mistral-7B,7.0
juhwanlee/llmdo-Mistral-7B-case-c,7.0
mlabonne/UltraMerge-7B,7.0
FelixChao/ShadowNeural-7B-v1,7.0
PeanutJar/Mistral-v0.1-PeanutButter-v0.0.5-SFT-7B-QLoRA,7.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-log-i0,2.7
Gille/StrangeMerges_20-7B-slerp,7.0
icefog72/WestIceLemonTeaRP-32k-7b,7.0
CorticalStack/neurotic-crown-clown-7b-tak-stack-dpo,7.0
flemmingmiguel/Distilled-HermesChat-7B,7.0
Ppoyaa/Neural-AlphaMistral-7B,7.0
Ppoyaa/Niel-7B,7.0
argilla/DistilabelBeagle14-7B,7.0
Minami-su/Qwen1.5-7B-Chat_llamafy,7.0
DreadPoor/SilverMaiden-7B-slerp,7.0
allknowingroger/WestlakeMaziyar-7B-slerp,7.0
csujeong/Falcon-7B-Fintued-Finance-Stock-E,7.0
seyf1elislam/KuTrix-7b,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint6,7.0
Kquant03/Samlagast-7B-bf16,7.0
Muhammad2003/TriMistral-7B-TIES,7.0
automerger/Experiment27Neuralsirkrishna-7B,7.0
jisukim8873/mistral-7B-alpaca-case-3-2,7.0
MaziyarPanahi/gemma-7b-alpaca-52k-v0.1,7.0
CultriX/MergeCeption-7B-v3,7.0
HenryJJ/Instruct_Mistral-7B-v0.1_Dolly15K,7.0
tcapelle/gemma-7b-zephyr-dpo,7.0
Gille/StrangeMerges_53-7B-model_stock,7.0
Azure99/blossom-v5-7b,7.0
dfurman/GarrulusMarcoro-7B-v0.1,7.0
starmpcc/Asclepius-Llama2-7B,7.0
Locutusque/Hyperion-1.5-Mistral-7B,7.0
liminerity/Neurotic-Jomainotrik-7b-slerp,7.0
Gille/StrangeMerges_52-7B-dare_ties,7.0
abhishekchohan/mistral-7B-forest-merge-v0.1,7.0
ConvexAI/Metabird-7B,7.0
Kukedlc/NeuralMaxime-7B-slerp,7.0
BarraHome/Lucie-7b-3e-5,7.0
KeyonZeng/lion-gemma-7b-cn,7.0
Gille/StrangeMerges_31-7B-slerp,7.0
FelixChao/Cygnus-7B,7.0
Locutusque/OpenHercules-2.5-Mistral-7B,7.0
FelixChao/WestSeverus-7B-DPO-v2,7.0
prhegde/aligned-merge-aanaphi-phi2-orage-3b,3.0
flemmingmiguel/MBX-7B-v2,7.0
meta-math/MetaMath-Mistral-7B,7.0
MaziyarPanahi/phi-2-logical-sft,2.7
refine-ai/Llama3-7b,7.0
ChaoticNeutrals/This_is_fine_7B,7.0
ResplendentAI/Obscura_32k_7B,7.0
antiven0m/reverie-7b,7.0
wandb/mistral-7b-zephyr-dpo,7.0
Q-bert/Merged-AGI-7B,7.0
PistachioAlt/Noromaid-Bagel-7B-Slerp,7.0
selfrag/selfrag_llama2_7b,7.0
JunchengXie/Mistral-7B-v0.1-gpt-4-40k,7.0
Yuma42/KangalKhan-Alpha-Sapphiroid-7B-Fixed,7.0
macadeliccc/MonarchLake-7B,7.0
Gille/StrangeMerges_18-7B-dare_ties,7.0
nbeerbower/bophades-mistral-math-DPO-7B,7.0
flammenai/flammen27-mistral-7B,7.0
PulsarAI/SlimOpenOrca-Mistral-7B-v2,7.0
l3utterfly/mistral-7b-v0.1-layla-v4,7.0
indischepartij/OpenMia-Indo-Mistral-7b-v3-refined,7.0
KnutJaegersberg/webMistral-7B,7.0
flammenai/flammen26-mistral-7B,7.0
kwchoi/DPO_mistral_7b_ultra_0129_1k,7.0
grimjim/Mistral-7B-Instruct-demi-merge-v0.2-7B,7.0
nlpguy/ColorShadow-7B-v2,7.0
AbacusResearch/haLLawa4-7b,7.0
joey00072/ToxicHermes-2.5-Mistral-7B,7.0
augmxnt/shisa-7b-v1,7.0
WebraftAI/synapsellm-7b-mistral-v0.3-preview,7.0
NeuralNovel/Tiger-7b-v0.1,7.0
vishnukv/speechless-mistral-dolphin-orca-platypus-samantha-WestSeverusJaskier-7b,7.0
wang7776/Llama-2-7b-chat-hf-30-attention-sparsity,7.0
charlesdedampierre/TopicNeuralHermes-2.5-Mistral-7B,7.0
louisbrulenaudet/Maxine-7B-0401-stock,7.0
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca,7.0
decruz07/kellemar-DPO-7B,7.0
CorticalStack/shadow-clown-7B-slerp,7.0
GreenNode/GreenNodeLM-v3olet-7B,7.0
mayacinka/Buttercup-7b-dpo-slerp,7.0
fblgit/una-cybertron-7b-v1-fp16,7.0
indischepartij/OpenMia-Indo-Mistral-7b,7.0
BFauber/base_7b,7.0
allknowingroger/NeuralDolphin-7B-slerp,7.0
ruslanmv/Medical-Mixtral-7B-v2k,7.0
grimjim/fireblossom-32K-7B,7.0
maldv/dragonwar-7b-s1,7.0
Isaak-Carter/J.O.S.I.E.3-Beta11-7B-slerp,7.0
eren23/OGNO-7b-dpo-truthful,7.0
Weyaxi/Einstein-7B,7.0
eren23/merged-dpo-binarized-NeutrixOmnibe-7B,7.0
Artples/L-MChat-7b,7.0
namirocks/mistral-tutor-model-7b-ep3,7.0
uukuguy/speechless-code-mistral-7b-v2.0,7.0
itsliupeng/fly_6b,6.0
NeuralNovel/Panda-7B-v0.1,7.0
CausalLM/7B,7.0
hydra-project/ChatHercules-2.5-Mistral-7B,7.0
shyamieee/B3E3-SLM-7b-v1.0,7.0
Gille/StrangeMerges_11-7B-slerp,7.0
gqd/mistral-merge-7b,7.0
TokenBender/pic_7B_mistral_Full_v0.1,7.0
Nekochu/Confluence-Renegade-7B,7.0
azale-ai/DukunLM-7B-V1.0-Uncensored,7.0
CHIH-HUNG/llama-2-7b-dolphin_10w-test,7.0
DreadPoor/KunoMaid-7B-slerp,7.0
icefog72/IceTeaRP-7b,7.0
RESMPDEV/Wukong-0.1-Mistral-7B-v0.2,7.0
Gille/StrangeMerges_43-7B-dare_ties,7.0
INSAIT-Institute/BgGPT-7B-Instruct-v0.2,7.0
NeuralNovel/Valor-7B-v0.1,7.0
rmdhirr/Multiparadigm_7B,7.0
cloudyu/google-gemma-7b-it-dpo-v1,7.0
vicgalle/SystemHermes-7B,7.0
Gille/StrangeMerges_5-7B-ties,7.0
shadowml/Marcoro14-7B-slerp,7.0
marcel/phi-2-openhermes-30k,2.7
WebraftAI/synapsellm-7b-mistral-v0.5-preview2,7.0
Gille/StrangeMerges_15-7B-slerp,7.0
Nitral-AI/KukulStanta-7B,7.0
zhengr/NeuralPipe-7B-slerp,7.0
nbeerbower/flammen13-mistral-7B,7.0
wandb/zephyr-orpo-7b-v0.2,7.0
invalid-coder/dolphin-2.1-mistral-7b-snr-math-laser,7.0
YouKnowMee/Mistral-7b-instruct-v0.2-summ-sft-dpo-ed2,7.0
alignment-handbook/zephyr-7b-sft-qlora,7.0
vicgalle/Worldsim-Hermes-7B,7.0
occultml/CatMarcoro14-7B-slerp,7.0
Test157t/Kunocchini-7b-128k-test,7.0
Gille/StrangeMerges_40-7B-dare_ties,7.0
HuggingFaceH4/mistral-7b-grok,7.0
mayacinka/yam-jom-7B-ties,7.0
Eric111/openchat-3.5-0106-128k-DPO_dpo-binarized-NeuralTrix-7B,7.0
BramVanroy/fietje-2b-chat,2.0
Zangs3011/mistral_7b_HalfEpoch_DolphinCoder,7.0
Praneeth/StarMix-7B-slerp,7.0
jondurbin/cinematika-7b-v0.1,7.0
HyperbeeAI/Tulpar-7b-v2,7.0
01-ai/Yi-1.5-6B,6.0
DreadPoor/Nynph-7B-Model_Stock,7.0
l3utterfly/phi-2-layla-v1,2.7
allknowingroger/Meme-7B-slerp,7.0
chasedreaminf/Dream-7B-slerp,7.0
andrijdavid/macaroni-7b,7.0
DreadPoor/GoldenMaiden-7B-model_stock,7.0
allknowingroger/M7merge-7B-slerp,7.0
azarafrooz/mistral-7b-selfplay-v0,7.0
automerger/Experiment29Pastiche-7B,7.0
maldv/SHRDFU-7b-delta,7.0
TIGER-Lab/MAmmoTH2-7B-Plus,7.0
BioMistral/BioMistral-7B-DARE,7.0
lex-hue/Delexa-7b,7.0
Stopwolf/DistilabelCerberus-7B-slerp,7.0
Locutusque/ChatHercules-2.5-Mistral-7B-DPO,7.0
mncai/Llama2-7B-guanaco-dolphin-500,7.0
abhishekchohan/mistral-7B-forest,7.0
ChaoticNeutrals/Cookie_7B,7.0
YKM12/Mistral-7B-summ-privatev1,7.0
deepseek-ai/deepseek-math-7b-base,7.0
S-miguel/The-Trinity-Coder-7B,7.0
wandb/mistral-7b-zephyr-sft,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO,7.0
prithivida/Asimov-7B-v1,7.0
grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B,7.0
Korabbit/Llama-2-7b-chat-hf-afr-100step-flan-v2,7.0
rhaymison/Mistral-portuguese-luana-7b,7.0
Weyaxi/TekniumAiroboros-Nebula-7B,7.0
Delcos/NATE-7b,7.0
sail/Sailor-7B,7.0
nbeerbower/flammen8-mistral-7B,7.0
MiniMoog/Mergerix-7b-v0.3,7.0
Noodlz/Dolph-Lund-Wizard-7B,7.0
BarryFutureman/ChatMarc-YesAnotherMerge-7B,7.0
Locutusque/OpenCerebrum-1.0-7b-SFT,7.0
Locutusque/Hyperion-2.0-Mistral-7B,7.0
Gille/StrangeMerges_44-7B-dare_ties,7.0
Yuma42/KangalKhan-Alpha-Rubyroid-7B-Fixed,7.0
FuseAI/OpenChat-3.5-7B-Solar,7.0
wang7776/Mistral-7B-Instruct-v0.2-sparsity-30,7.0
freecs/Zero-7B-test-2,7.0
Gille/StrangeMerges_25-7B-dare_ties,7.0
allknowingroger/TripleMerge2-7B-Ties,7.0
luffycodes/vicuna-mmlu-val-mcq-7b-ep2,7.0
paulml/NMTOB-7B,7.0
huggyllama/llama-7b,7.0
mlabonne/AlphaMonarch-7B,7.0
Weyaxi/Mistral-7B-v0.2-hf-duplicate,7.0
vicgalle/OpenHermes-Gemma-2B,2.0
zhengchenphd/Mistral-Plus-7B,7.0
freecs/ThetaWave-7B-v0,7.0
adamo1139/Yi-6B-200K-AEZAKMI-v2-rawrr1-DPO,6.0
Severus27/BeingWell_llama2_7b,7.0
bunnycore/SmartToxic-7B,7.0
jsfs11/WestOrcaNeuralMarco-DPO-v2-DARETIES-7B,7.0
fierysurf/Ambari-7B-Instruct-v0.1-sharded,7.0
mayacinka/yam-jom-7B,7.0
paulilioaica/Collin-7B-dare,7.0
gabifg/Grypho-ties-7b,7.0
PotatoB/MergeM-7B,7.0
core-3/kuno-royale-7B,7.0
PetroGPT/WestSeverus-7B-DPO-v2,7.0
fangzhaoz/pearl7B_tuneonGSM8K,7.0
eren23/ogno-monarch-jaskier-merge-7b,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.4,7.0
Xenon1/Zenith-7B-dpo,7.0
KeyonZeng/lion-zephyr-7b,7.0
Kukedlc/NeuralKrishna-7B-V2-DPO,7.0
WebraftAI/synapsellm-7b-mistral-v0.4-preview2,7.0
yleo/EmertonBeagle-7B-dpo,7.0
kwchoi/DPO_mistral_v01_7b_ultra_0131_1k_1epoch,7.0
allknowingroger/StarlingMaxLimmy2-7B-slerp,7.0
PulsarAI/Neural-una-cybertron-7b,7.0
willnguyen/lacda-2-7B-chat-v0.1,7.0
BlouseJury/Mistral-7B-Discord-0.2,7.0
yleo/EmertonOmniBeagle-7B-dpo,7.0
Kukedlc/NeoCortex-7B-slerp,7.0
Xenon1/Zenith-7B,7.0
rhaymison/Mistral-portuguese-luana-7b-chat,7.0
seyf1elislam/WestKunai-XD-7b,7.0
allknowingroger/JupiterMerge-7B-slerp,7.0
liminerity/Blur-7b-v1.2,7.0
yanolja/EEVE-Korean-Instruct-2.8B-v1.0,2.8
Radiantloom/radintloom-mistral-7b-fusion-dpo,7.0
jsfs11/WONMSeverusDevil-TIES-7B,7.0
SanjiWatsuki/Kunoichi-DPO-7B,7.0
RatanRohith/NeuralMathChat-7B-V0.2,7.0
allbyai/ToRoLaMa-7b-v1.0,7.0
decruz07/kellemar-DPO-7B-d,7.0
AtAndDev/Ogno-Monarch-Neurotic-7B-Dare-Ties,7.0
yam-peleg/Experiment10-7B,7.0
openaccess-ai-collective/DPOpenHermes-7B-v2,7.0
fhai50032/BeagleLake-7B-Toxic,7.0
mncai/mistral-7b-dpo-v6,7.0
webbigdata/ALMA-7B-Ja-V2,7.0
mvpmaster/Einstein-4d-Marcoro14-nddmpk-KrishnaHercules-7b-slerp,7.0
liminerity/Omningotex-7b-slerp,7.0
FelixChao/Severus-7B,7.0
maywell/Synatra-7B-v0.3-RP,7.0
sethuiyer/SynthIQ-7b,7.0
icefog72/IceCappuccinoRP-7b,7.0
mahiatlinux/MasherAI-v6-7B,7.0
lamhieu/ghost-7b-v0.9.0,7.0
hydra-project/OpenHyperion-2.5-Mistral-7B,7.0
DreadPoor/FettuccineLake-DPO-7B-slerp,7.0
revolutionarybukhari/Llama-2-7b-chat-finetune-AUTOMATE,7.0
sethuiyer/CodeCalc-Mistral-7B,7.0
yam-peleg/Experiment30-7B,7.0
aloobun/CosmicNoodle-7B,7.0
rxavier/Taurus-1.0-Mistral-7B,7.0
freecs/ThetaWave-7B-v1,7.0
GreenNode/Merged-DPO-7B,7.0
Yuma42/KangalKhan-SharpEmerald-7B,7.0
cognitivecomputations/dolphin-2.6-mistral-7b-dpo-laser,7.0
vanillaOVO/merge_7B_state_1,7.0
MaziyarPanahi/Mistral-7B-Instruct-Aya-101,7.0
0-hero/Matter-0.1-7B-boost-DPO-preview,7.0
Locutusque/OpenCerebrum-2.0-7B,7.0
ResplendentAI/Datura_7B,7.0
allknowingroger/ANIMA-biodesign-7B-slerp,7.0
SC44/Mistral-7B-private-sia,7.0
DreadPoor/CeramicMaiden-7B-Slerp,7.0
PulsarAI/MetaMath-Chupacabra-7B-v2.01-Slerp,7.0
Korabbit/Llama-2-7b-chat-hf-afr-200step-flan-v2,7.0
flammenai/Mahou-1.2a-mistral-7B,7.0
Locutusque/OpenCerebrum-1.0-7b-DPO,7.0
BarraHome/Mistroll-7B-v0.1-16bit,7.0
Weyaxi/Einstein-v6-7B,7.0
wang7776/Mistral-7B-Instruct-v0.2-attention-sparsity-20,7.0
GreenNode/GreenNodeLM-7B-v1olet,7.0
SyedAbdul/test-7B-slerp,7.0
TeeZee/Buttocks-7B-v1.0,7.0
shadowml/BeagSake-7B,7.0
Aryanne/WestSenzu-Swap-7B,7.0
