criterion_id,a,b,n_persons,flags
bridge_0202_c09,1.240676,2.064789,51,
bridge_0202_c10,2.864419,1.547369,51,
bridge_0202_c11,1.341069,1.944763,51,
bridge_0202_c12,2.191568,3.957564,51,
bridge_0202_c13,1.121253,-1.192121,51,
bridge_0202_c14,1.470173,2.017597,51,
bridge_0202_c15,-1.190013,-2.954214,51,
bridge_0202_c16,0.715444,-2.769437,51,
bridge_0202_c21,1.737000,1.645058,51,
bridge_0202_c38,2.126700,0.869068,51,
bridge_0203_c01,1.283168,0.940319,51,
bridge_0203_c02,0.826672,1.850141,51,
bridge_0203_c03,0.845276,-0.773425,51,
bridge_0203_c04,0.596130,-2.686175,51,
bridge_0203_c05,2.053027,0.716790,51,
bridge_0203_c06,2.115246,3.502293,51,
bridge_0203_c07,0.701118,0.253894,51,
bridge_0203_c08,3.304706,0.932927,51,
bridge_0203_c09,0.433802,0.510833,51,
bridge_0203_c10,2.606911,0.356399,51,
bridge_0203_c11,1.755599,0.180252,51,
bridge_0203_c12,0.962500,2.515589,51,
bridge_0203_c13,0.945781,-0.905606,51,
bridge_0203_c14,1.637338,-0.168839,51,
bridge_0203_c15,0.820789,-1.835241,51,
bridge_0203_c16,1.794339,-4.355131,51,
bridge_0203_c17,1.079141,3.666010,51,
bridge_0203_c18,0.860943,-0.984201,51,
bridge_0203_c19,1.179211,0.583016,51,
bridge_0203_c39,3.026465,0.550515,51,
bridge_0205_c01,0.803230,3.448712,51,
bridge_0205_c02,1.361398,3.461590,51,
bridge_0205_c03,0.318467,-0.310969,51,
bridge_0205_c04,0.880155,-1.583159,51,
bridge_0205_c05,0.740578,2.968050,51,
bridge_0205_c07,2.358686,0.915420,51,
bridge_0205_c09,1.908730,1.721349,51,
bridge_0205_c10,1.361398,3.461590,51,
bridge_0205_c11,1.688594,0.911936,51,
bridge_0205_c12,1.189756,2.954006,51,
bridge_0205_c13,0.080850,0.600239,51,
bridge_0205_c14,1.325849,2.529487,51,
bridge_0205_c15,0.316021,-2.085856,51,
bridge_0205_c16,1.226818,-1.928784,51,
bridge_0205_c18,1.621037,1.026068,51,
bridge_0205_c19,1.586998,0.642844,51,
bridge_0205_c38,1.615893,3.023531,51,
bridge_0207_c01,1.465182,1.527932,51,
bridge_0207_c02,0.616365,2.117547,51,
bridge_0207_c03,0.991053,-0.026762,51,
bridge_0207_c04,1.103123,-1.431782,51,
bridge_0207_c05,2.052346,0.716679,51,
bridge_0207_c06,0.935607,1.592546,51,
bridge_0207_c07,1.879204,2.974073,51,
bridge_0207_c08,2.337252,2.115424,51,
bridge_0207_c09,6.334451,9.676872,51,extreme_a
bridge_0207_c10,2.645528,1.303781,51,
bridge_0207_c11,1.936227,0.831576,51,
bridge_0207_c12,1.327160,2.530441,51,
bridge_0207_c13,0.438622,-1.161617,51,
bridge_0207_c14,1.107221,0.898719,51,
bridge_0207_c15,0.170479,-1.435806,51,
bridge_0207_c16,1.708569,-3.153159,51,
bridge_0207_c17,0.822000,2.211602,51,
bridge_0207_c18,0.791141,-0.566047,51,
bridge_0207_c19,1.191504,0.918298,51,
bridge_0207_c38,2.482587,1.097078,51,
bridge_0208_c01,0.449562,2.518977,51,
bridge_0208_c02,7.665109,16.977713,51,extreme_a
bridge_0208_c03,0.547660,-2.006407,51,
bridge_0208_c04,0.689346,-1.367021,51,
bridge_0208_c05,1.257085,2.723672,51,
bridge_0208_c07,1.335896,1.076056,51,
bridge_0208_c08,2.363127,5.255217,51,
bridge_0208_c09,2.253811,1.354792,51,
bridge_0208_c10,1.738622,1.645771,51,
bridge_0208_c11,1.549654,0.519101,51,
bridge_0208_c12,1.256392,2.723138,51,
bridge_0208_c13,0.690212,-1.367388,51,
bridge_0208_c14,1.439500,0.856543,51,
bridge_0208_c15,0.099694,-1.694296,51,
bridge_0208_c16,1.122465,-3.486276,51,
bridge_0208_c26,1.476094,-0.957237,51,
bridge_0208_c27,0.504570,-2.946128,51,
bridge_0208_c37,1.158166,0.474715,51,
bridge_0209_c01,0.718342,2.634056,51,
bridge_0209_c02,0.822420,1.288254,51,
bridge_0209_c03,0.078469,-0.364083,51,
bridge_0209_c04,0.391888,-2.115555,51,
bridge_0209_c05,1.509998,0.286179,51,
bridge_0209_c06,0.428036,1.713959,51,
bridge_0209_c07,0.200380,1.286578,51,
bridge_0209_c08,1.501982,2.225199,51,
bridge_0209_c09,1.186661,2.431454,51,
bridge_0209_c10,2.572957,0.207695,51,
bridge_0209_c11,2.328014,-0.213509,51,
bridge_0209_c12,0.077125,3.908596,51,
bridge_0209_c13,1.909099,-3.080599,51,
bridge_0209_c14,0.535031,1.594311,51,
bridge_0209_c15,0.624127,-1.461510,51,
bridge_0209_c16,0.871609,-2.627001,51,
bridge_0209_c22,1.623079,-0.053137,51,
bridge_0209_c23,4.093184,4.712792,51,
bridge_0209_c38,1.955660,0.440136,51,
bridge_0212_c01,0.578846,1.755234,51,
bridge_0212_c02,1.788065,4.452207,51,
bridge_0212_c03,0.189863,0.773995,51,
bridge_0212_c04,0.456149,-0.162212,51,
bridge_0212_c05,1.119078,1.671986,51,
bridge_0212_c06,0.740578,2.968050,51,
bridge_0212_c07,0.509653,1.209217,51,
bridge_0212_c08,1.504151,2.226592,51,
bridge_0212_c09,0.661517,1.364600,51,
bridge_0212_c10,1.171876,1.277771,51,
bridge_0212_c11,0.850822,0.951073,51,
bridge_0212_c12,0.385546,2.252148,51,
bridge_0212_c13,0.971712,-1.133767,51,
bridge_0212_c14,1.024653,0.562638,51,
bridge_0212_c15,0.140536,-3.221336,51,
bridge_0212_c16,2.532380,-4.045218,51,
bridge_0212_c22,0.990299,0.261608,51,
bridge_0212_c23,1.159343,0.474839,51,
bridge_0212_c38,1.107600,0.898806,51,
bridge_0214_c01,1.361398,3.461590,51,
bridge_0214_c02,1.365766,3.465864,51,
bridge_0214_c03,0.514082,0.338856,51,
bridge_0214_c04,0.430881,-0.763049,51,
bridge_0214_c05,3.919840,1.050040,51,
bridge_0214_c06,0.531348,4.015984,51,
bridge_0214_c07,1.921095,2.090065,51,
bridge_0214_c08,2.121118,3.508267,51,
bridge_0214_c09,1.171844,1.277761,51,
bridge_0214_c10,1.855185,1.230922,51,
bridge_0214_c11,3.507216,0.606022,51,
bridge_0214_c12,2.186875,2.961133,51,
bridge_0214_c13,0.973880,-1.134595,51,
bridge_0214_c14,3.576340,2.477884,51,
bridge_0214_c16,2.455482,-7.235766,51,
bridge_0214_c21,1.763739,1.498408,51,
bridge_0214_c38,2.118774,1.159199,51,
bridge_0216_c01,1.331601,1.773713,51,
bridge_0216_c02,1.366119,3.466211,51,
bridge_0216_c03,0.125155,0.429371,51,
bridge_0216_c04,0.508049,-1.414254,51,
bridge_0216_c05,1.227937,1.572885,51,
bridge_0216_c06,0.597696,2.322663,51,
bridge_0216_c07,1.331601,1.773713,51,
bridge_0216_c08,1.488443,2.651865,51,
bridge_0216_c09,0.854194,1.560417,51,
bridge_0216_c10,1.403656,1.225347,51,
bridge_0216_c11,1.906805,1.720487,51,
bridge_0216_c12,1.328510,2.531424,51,
bridge_0216_c13,0.344078,-1.134437,51,
bridge_0216_c14,1.068347,0.364447,51,
bridge_0216_c15,-0.145702,-1.172441,51,
bridge_0216_c16,-0.531348,-4.015984,51,
bridge_0216_c17,0.927706,3.090414,51,
bridge_0216_c18,0.209757,0.181148,51,
bridge_0216_c19,1.384360,0.965352,51,
bridge_0216_c37,0.873530,1.432048,51,
bridge_0228_c01,0.077125,3.908596,51,
bridge_0228_c02,1.081700,3.668293,51,
bridge_0228_c03,0.191706,0.964699,51,
bridge_0228_c04,0.307143,-0.736870,51,
bridge_0228_c05,1.661451,2.329818,51,
bridge_0228_c06,1.191321,2.955276,51,
bridge_0228_c07,0.522784,2.083469,51,
bridge_0228_c08,1.975620,4.142587,51,
bridge_0228_c09,1.602564,3.326332,51,
bridge_0228_c10,1.411416,2.369115,51,
bridge_0228_c11,1.056235,2.346101,51,
bridge_0228_c12,1.427696,2.860758,51,
bridge_0228_c13,0.950661,-1.619993,51,
bridge_0228_c14,2.290060,2.776519,51,
bridge_0228_c15,0.957752,-3.312004,51,
bridge_0228_c16,1.834444,-5.009912,51,
bridge_0228_c18,0.477332,0.512542,51,
bridge_0228_c19,1.039038,1.494235,51,
bridge_0228_c37,0.937483,1.593310,51,
bridge_0236_c01,2.440383,4.738407,51,
bridge_0236_c03,0.699540,-0.365452,51,
bridge_0236_c04,1.024328,-1.523686,51,
bridge_0236_c05,1.585731,0.642649,51,
bridge_0236_c06,1.841369,3.232113,51,
bridge_0236_c07,1.057327,2.346787,51,
bridge_0236_c08,2.697082,6.779190,51,
bridge_0236_c09,1.638757,3.750604,51,
bridge_0236_c10,1.437898,0.505877,51,
bridge_0236_c11,1.467632,0.624678,51,
bridge_0236_c12,2.363127,5.255217,51,
bridge_0236_c13,3.323365,-4.174663,51,
bridge_0236_c14,1.186775,2.431532,51,
bridge_0236_c15,0.550043,-1.694675,51,
bridge_0236_c16,1.406042,-1.881061,51,
bridge_0236_c24,0.436456,-1.160952,51,
bridge_0236_c25,7.665109,16.977713,51,extreme_a
bridge_0236_c37,1.297533,0.169328,51,
bridge_0239_c01,0.318081,1.417851,51,
bridge_0239_c03,0.408131,-0.075130,51,
bridge_0239_c04,0.843013,-1.085758,51,
bridge_0239_c05,1.099269,0.572258,51,
bridge_0239_c06,0.387259,1.865046,51,
bridge_0239_c07,0.271887,0.595032,51,
bridge_0239_c08,1.219142,1.718759,51,
bridge_0239_c09,0.762879,0.828321,51,
bridge_0239_c10,2.197631,0.600800,51,
bridge_0239_c11,0.818757,0.443217,51,
bridge_0239_c12,0.715395,2.375805,51,
bridge_0239_c13,0.879679,-1.452798,51,
bridge_0239_c14,0.954716,1.088733,51,
bridge_0239_c15,0.262966,-1.889658,51,
bridge_0239_c16,3.749698,-7.478849,51,
bridge_0239_c21,1.147710,1.024112,51,
bridge_0239_c38,1.143144,0.369826,51,
bridge_0240_c01,0.584297,2.569694,51,
bridge_0240_c02,0.308258,3.221047,51,
bridge_0240_c03,0.649436,0.809869,51,
bridge_0240_c04,0.066384,-0.612621,51,
bridge_0240_c05,1.404137,1.225505,51,
bridge_0240_c06,0.598182,2.322863,51,
bridge_0240_c07,0.690454,1.250629,51,
bridge_0240_c08,0.927706,3.090414,51,
bridge_0240_c09,0.578656,1.002778,51,
bridge_0240_c10,1.440946,0.856858,51,
bridge_0240_c11,1.336201,0.834323,51,
bridge_0240_c12,0.308258,3.221047,51,
bridge_0240_c13,0.717051,-0.458768,51,
bridge_0240_c14,0.715564,2.375888,51,
bridge_0240_c15,1.120623,-3.484224,51,
bridge_0240_c16,1.712671,-2.896168,51,
bridge_0240_c21,2.854991,3.538558,51,
bridge_0240_c39,1.557654,0.882549,51,
bridge_0242_c01,0.577360,1.754761,51,
bridge_0242_c02,0.309621,1.850375,51,
bridge_0242_c03,1.099686,-0.328989,51,
bridge_0242_c04,0.490440,-1.668557,51,
bridge_0242_c05,1.409953,-0.153046,51,
bridge_0242_c06,1.065017,1.002475,51,
bridge_0242_c07,1.567743,2.479288,51,
bridge_0242_c08,1.127939,1.530361,51,
bridge_0242_c09,1.567743,2.479288,51,
bridge_0242_c10,1.913033,-0.063310,51,
bridge_0242_c11,1.927921,0.310780,51,
bridge_0242_c12,0.080861,2.768870,51,
bridge_0242_c13,1.888594,-2.379504,51,
bridge_0242_c14,1.031845,1.110255,51,
bridge_0242_c15,0.809316,-1.419971,51,
bridge_0242_c16,1.994862,-2.671791,51,
bridge_0242_c20,0.596625,-2.686496,51,
bridge_0242_c21,1.081747,1.247455,51,
bridge_0242_c39,2.086937,0.060500,51,
bridge_0249_c01,0.548069,3.303440,51,
bridge_0249_c02,0.531348,4.015984,51,
bridge_0249_c03,0.658009,-0.630625,51,
bridge_0249_c04,0.161942,-1.706067,51,
bridge_0249_c05,1.426122,2.859445,51,
bridge_0249_c06,0.531348,4.015984,51,
bridge_0249_c07,2.147544,0.458624,51,
bridge_0249_c08,1.634872,3.746326,51,
bridge_0249_c09,0.907832,0.648488,51,
bridge_0249_c10,3.624917,3.082886,51,
bridge_0249_c11,1.826531,0.553121,51,
bridge_0249_c12,1.192932,2.956585,51,
bridge_0249_c13,0.155543,-0.052888,51,
bridge_0249_c14,0.631334,1.484772,51,
bridge_0249_c15,0.198003,-2.254450,51,
bridge_0249_c16,7.749234,-17.147389,51,extreme_a
bridge_0249_c26,1.304730,0.275397,51,
bridge_0249_c27,0.583934,-0.706371,51,
bridge_0249_c38,1.614255,2.102129,51,
bridge_0250_c01,1.340704,1.944561,51,
bridge_0250_c02,0.077125,3.908596,51,
bridge_0250_c03,0.486256,-0.081842,51,
bridge_0250_c04,0.699710,-1.254255,51,
bridge_0250_c05,1.510357,0.286199,51,
bridge_0250_c06,1.035701,1.492913,51,
bridge_0250_c07,0.690139,1.250546,51,
bridge_0250_c08,1.743256,1.990831,51,
bridge_0250_c09,1.221640,1.719954,51,
bridge_0250_c10,1.440787,0.856823,51,
bridge_0250_c11,1.201649,1.160840,51,
bridge_0250_c12,1.846809,3.237308,51,
bridge_0250_c13,0.095622,-0.885890,51,
bridge_0250_c14,1.267618,1.311236,51,
bridge_0250_c15,-1.028496,-2.127690,51,
bridge_0250_c16,0.769897,-2.548915,51,
bridge_0250_c20,-0.531348,-4.015984,51,
bridge_0250_c21,1.239687,0.814116,51,
bridge_0250_c38,1.209768,0.167763,51,
bridge_0252_c01,1.017605,1.941864,51,
bridge_0252_c02,1.223339,1.881199,51,
bridge_0252_c03,-0.489149,0.419657,51,
bridge_0252_c04,0.118508,-1.426123,51,
bridge_0252_c05,0.851954,1.176865,51,
bridge_0252_c06,0.201280,2.465714,51,
bridge_0252_c07,0.501090,1.450608,51,
bridge_0252_c08,7.665109,16.977713,51,extreme_a
bridge_0252_c09,0.932292,3.093726,51,
bridge_0252_c10,0.702508,1.506764,51,
bridge_0252_c11,0.751603,1.037763,51,
bridge_0252_c12,1.193189,2.956794,51,
bridge_0252_c13,0.953137,-1.362217,51,
bridge_0252_c14,1.591468,1.908369,51,
bridge_0252_c15,0.822168,-0.867837,51,
bridge_0252_c16,1.409780,-1.883333,51,
bridge_0252_c22,0.501122,1.732237,51,
bridge_0252_c23,1.189756,2.954006,51,
bridge_0252_c38,1.739983,1.646370,51,
bridge_0258_c01,0.726790,1.383675,51,
bridge_0258_c02,1.361398,3.461590,51,
bridge_0258_c03,0.728069,0.625025,51,
bridge_0258_c04,0.066250,-0.612607,51,
bridge_0258_c05,1.762146,1.497783,51,
bridge_0258_c06,0.820270,2.018774,51,
bridge_0258_c07,0.816285,1.052981,51,
bridge_0258_c08,0.933854,2.272556,51,
bridge_0258_c09,0.417199,1.309481,51,
bridge_0258_c10,2.102919,1.808910,51,
bridge_0258_c11,1.715673,0.662844,51,
bridge_0258_c12,1.027365,2.127050,51,
bridge_0258_c13,1.906846,-1.680361,51,
bridge_0258_c14,1.107716,0.898832,51,
bridge_0258_c15,-0.099753,-1.173024,51,
bridge_0258_c16,1.162338,-2.050505,51,
bridge_0258_c24,0.064630,-1.418036,51,
bridge_0258_c25,1.367188,3.467258,51,
bridge_0258_c38,1.616322,1.441031,51,
bridge_0268_c01,0.308258,3.221047,51,
bridge_0268_c03,-0.046571,0.360925,51,
bridge_0268_c04,0.660711,-0.821351,51,
bridge_0268_c05,0.576807,1.002454,51,
bridge_0268_c07,1.239698,2.064219,51,
bridge_0268_c09,1.017975,1.778314,51,
bridge_0268_c10,0.376505,1.426212,51,
bridge_0268_c11,0.487560,0.694700,51,
bridge_0268_c12,-0.341824,4.007233,51,
bridge_0268_c13,0.538853,-1.194409,51,
bridge_0268_c14,1.619567,3.026817,51,
bridge_0268_c15,-0.718342,-2.634056,51,
bridge_0268_c16,8.457495,-11.196650,51,extreme_a
bridge_0268_c24,0.264127,-1.890010,51,
bridge_0268_c38,0.625452,1.234269,51,
bridge_0269_c01,0.520790,2.082807,51,
bridge_0269_c02,1.189756,2.954006,51,
bridge_0269_c03,0.345542,-0.744535,51,
bridge_0269_c04,0.978393,-1.930353,51,
bridge_0269_c05,1.468275,0.624775,51,
bridge_0269_c06,-0.341957,4.007296,51,
bridge_0269_c07,0.656256,1.781536,51,
bridge_0269_c08,2.252777,1.354469,51,
bridge_0269_c09,1.617407,1.441449,51,
bridge_0269_c10,2.112450,0.322521,51,
bridge_0269_c11,1.239817,0.814143,51,
bridge_0269_c12,0.520655,2.082762,51,
bridge_0269_c13,0.954022,-1.621779,51,
bridge_0269_c14,0.825910,1.849805,51,
bridge_0269_c15,-0.080811,-2.768870,51,
bridge_0269_c16,1.376734,-2.829129,51,
bridge_0269_c18,1.382275,-0.475789,51,
bridge_0269_c19,1.038144,1.493880,51,
bridge_0269_c38,1.762901,1.063469,51,
bridge_0272_c01,1.590843,1.908035,51,
bridge_0272_c03,0.470075,0.253427,51,
bridge_0272_c04,1.076682,-0.526228,51,
bridge_0272_c05,2.225451,1.036162,51,
bridge_0272_c06,1.136489,3.255192,51,
bridge_0272_c07,2.447334,2.633659,51,
bridge_0272_c08,3.498674,7.051076,51,
bridge_0272_c09,1.384971,0.965505,51,
bridge_0272_c10,2.253811,1.354792,51,
bridge_0272_c11,0.989354,0.983474,51,
bridge_0272_c12,1.972235,4.138460,51,
bridge_0272_c13,1.549246,-2.747833,51,
bridge_0272_c14,1.733918,1.809462,51,
bridge_0272_c15,-0.712962,-2.374613,51,
bridge_0272_c16,2.304895,-4.153363,51,
bridge_0272_c21,1.601399,3.325188,51,
bridge_0272_c38,2.776690,2.854744,51,
bridge_0276_c01,0.565030,2.877697,51,
bridge_0276_c02,0.079046,3.195105,51,
bridge_0276_c03,0.822731,-0.478050,51,
bridge_0276_c04,1.012626,-2.119693,51,
bridge_0276_c05,0.991318,-0.026774,51,
bridge_0276_c06,0.631655,1.484867,51,
bridge_0276_c07,0.328302,0.970730,51,
bridge_0276_c08,1.079141,3.666010,51,
bridge_0276_c09,1.106442,2.612277,51,
bridge_0276_c10,1.264546,0.594932,51,
bridge_0276_c11,1.427163,-0.263170,51,
bridge_0276_c12,0.488029,1.094123,51,
bridge_0276_c13,0.924245,-1.005614,51,
bridge_0276_c14,2.353123,1.223168,51,
bridge_0276_c15,0.385185,-1.494485,51,
bridge_0276_c16,1.227542,-1.929244,51,
bridge_0276_c24,0.053275,-1.844073,51,
bridge_0276_c25,1.637336,5.072667,51,
bridge_0276_c38,0.953626,1.088436,51,
bridge_0281_c01,0.871719,1.431409,51,
bridge_0281_c02,1.589582,1.907360,51,
bridge_0281_c03,-0.032875,0.199618,51,
bridge_0281_c04,0.565727,-1.437019,51,
bridge_0281_c05,1.856145,1.231217,51,
bridge_0281_c06,1.901484,1.892892,51,
bridge_0281_c07,0.799449,1.406738,51,
bridge_0281_c08,1.020734,2.824282,51,
bridge_0281_c09,0.825412,2.213366,51,
bridge_0281_c10,1.963682,2.318045,51,
bridge_0281_c11,1.335136,0.834097,51,
bridge_0281_c12,0.802089,3.447938,51,
bridge_0281_c13,0.657835,-1.127432,51,
bridge_0281_c14,1.404297,1.225557,51,
bridge_0281_c15,0.162850,-1.706261,51,
bridge_0281_c16,1.248810,-2.711840,51,
bridge_0281_c20,-0.396807,-2.815437,51,
bridge_0281_c21,2.629098,2.266333,51,
bridge_0281_c38,2.630075,2.049367,51,
bridge_0282_c01,1.080367,0.466729,51,
bridge_0282_c02,0.635387,1.939529,51,
bridge_0282_c03,0.389141,-1.146908,51,
bridge_0282_c04,0.627906,-2.049444,51,
bridge_0282_c05,0.887583,-0.207406,51,
bridge_0282_c06,0.689749,1.024234,51,
bridge_0282_c07,1.272940,2.276641,51,
bridge_0282_c08,1.144221,-0.133850,51,
bridge_0282_c09,2.652437,4.509064,51,
bridge_0282_c10,1.352045,-0.362687,51,
bridge_0282_c11,0.928992,-0.023748,51,
bridge_0282_c12,0.822893,0.839194,51,
bridge_0282_c13,0.652809,-0.358311,51,
bridge_0282_c14,1.901223,1.892761,51,
bridge_0282_c15,-0.025719,-1.679791,51,
bridge_0282_c16,1.219307,-4.085723,51,
bridge_0282_c20,0.342296,-4.007457,51,
bridge_0282_c21,0.811041,-0.017719,51,
bridge_0282_c38,1.564595,-0.390986,51,
bridge_0284_c01,0.828802,1.851084,51,
bridge_0284_c02,1.185991,2.430999,51,
bridge_0284_c03,0.287868,0.015642,51,
bridge_0284_c04,0.356212,-0.569262,51,
bridge_0284_c05,1.238065,1.048637,51,
bridge_0284_c06,0.965451,2.517467,51,
bridge_0284_c07,0.828018,1.850736,51,
bridge_0284_c08,1.931907,1.564942,51,
bridge_0284_c09,1.332786,1.774304,51,
bridge_0284_c10,2.528684,0.795821,51,
bridge_0284_c11,0.996753,0.359599,51,
bridge_0284_c12,1.029979,2.128530,51,
bridge_0284_c13,2.084324,-2.522021,51,
bridge_0284_c14,0.830130,0.539999,51,
bridge_0284_c15,0.666144,-2.476312,51,
bridge_0284_c16,1.068731,-1.988275,51,
bridge_0284_c22,1.905116,0.060588,51,
bridge_0284_c23,1.700418,1.183634,51,
bridge_0284_c37,2.299144,0.060916,51,
bridge_0288_c01,1.427159,2.860311,51,
bridge_0288_c02,1.637336,5.072667,51,
bridge_0288_c03,0.301432,-0.146347,51,
bridge_0288_c04,0.477755,-1.972333,51,
bridge_0288_c05,1.329884,1.772857,51,
bridge_0288_c06,1.361398,3.461590,51,
bridge_0288_c07,0.443489,0.691256,51,
bridge_0288_c08,1.079141,3.666010,51,
bridge_0288_c09,0.091790,1.677105,51,
bridge_0288_c10,1.036974,1.493417,51,
bridge_0288_c11,1.650648,0.411950,51,
bridge_0288_c12,0.077125,3.908596,51,
bridge_0288_c13,0.589207,-1.212260,51,
bridge_0288_c14,1.201639,1.160837,51,
bridge_0288_c15,-0.359201,-1.300732,51,
bridge_0288_c16,0.371946,-1.622780,51,
bridge_0288_c20,-0.531348,-4.015984,51,
bridge_0288_c21,0.933688,2.272461,51,
bridge_0288_c37,1.335593,0.834194,51,
bridge_0293_c01,0.727371,1.976682,51,
bridge_0293_c02,-0.140536,3.221336,51,
bridge_0293_c03,0.279026,0.177198,51,
bridge_0293_c04,0.387999,-1.495442,51,
bridge_0293_c05,1.122810,0.681741,51,
bridge_0293_c06,0.581140,2.568341,51,
bridge_0293_c07,0.839460,1.699236,51,
bridge_0293_c08,1.615136,2.102655,51,
bridge_0293_c09,0.921364,1.893866,51,
bridge_0293_c10,1.839780,0.946417,51,
bridge_0293_c11,0.925759,0.259369,51,
bridge_0293_c12,0.820270,2.018774,51,
bridge_0293_c13,0.924398,-1.005666,51,
bridge_0293_c14,1.240612,0.814307,51,
bridge_0293_c15,-0.017051,-1.836923,51,
bridge_0293_c16,1.164520,-2.421396,51,
bridge_0293_c20,-0.563985,-2.877235,51,
bridge_0293_c21,1.046069,0.669350,51,
bridge_0293_c39,1.757709,-0.057990,51,
bridge_0294_c01,1.105171,2.611380,51,
bridge_0294_c02,7.665109,16.977713,51,extreme_a
bridge_0294_c03,0.195121,0.509998,51,
bridge_0294_c04,0.789577,-0.565718,51,
bridge_0294_c05,1.469356,2.017126,51,
bridge_0294_c06,7.665109,16.977713,51,extreme_a
bridge_0294_c07,2.652437,4.509064,51,
bridge_0294_c08,7.665109,16.977713,51,extreme_a
bridge_0294_c09,2.436528,3.485998,51,
bridge_0294_c10,2.337969,1.915909,51,
bridge_0294_c11,1.149338,1.024546,51,
bridge_0294_c12,3.498674,7.051076,51,
bridge_0294_c13,1.909151,-3.080650,51,
bridge_0294_c14,1.564879,2.477220,51,
bridge_0294_c15,-0.564231,-2.877343,51,
bridge_0294_c16,7.314494,-19.788299,51,extreme_a
bridge_0294_c20,-0.531348,-4.015984,51,
bridge_0294_c21,0.821973,2.211588,51,
bridge_0294_c37,1.700175,1.183560,51,
bridge_0300_c01,1.243025,1.437381,51,
bridge_0300_c02,1.101760,2.608975,51,
bridge_0300_c03,0.258245,-0.061990,51,
bridge_0300_c04,0.026865,-0.120134,51,
bridge_0300_c05,0.917607,0.966272,51,
bridge_0300_c06,0.963079,2.515957,51,
bridge_0300_c07,0.020930,0.970161,51,
bridge_0300_c08,1.016534,1.941312,51,
bridge_0300_c09,0.500945,1.450574,51,
bridge_0300_c10,0.718482,1.141586,51,
bridge_0300_c11,0.863592,0.743251,51,
bridge_0300_c12,0.531348,4.015984,51,
bridge_0300_c13,0.589165,-0.899189,51,
bridge_0300_c14,0.567116,1.220958,51,
bridge_0300_c15,0.440533,-1.514141,51,
bridge_0300_c16,1.996198,-2.257127,51,
bridge_0300_c22,1.044755,0.669142,51,
bridge_0300_c23,1.170565,1.277322,51,
bridge_0300_c38,2.013754,0.986633,51,
bridge_0301_c01,9.522539,17.189558,51,extreme_a
bridge_0301_c02,0.531348,4.015984,51,
bridge_0301_c03,-0.058148,0.526823,51,
bridge_0301_c04,0.769336,-0.468236,51,
bridge_0301_c05,2.697082,6.779190,51,
bridge_0301_c07,2.184617,2.460404,51,
bridge_0301_c08,2.697082,6.779190,51,
bridge_0301_c09,1.566795,2.478603,51,
bridge_0301_c10,1.397482,3.983636,51,
bridge_0301_c11,1.195277,2.958492,51,
bridge_0301_c13,0.752634,0.164475,51,
bridge_0301_c14,2.436528,3.485998,51,
bridge_0301_c15,-0.089528,-1.677141,51,
bridge_0301_c16,1.491906,-1.624822,51,
bridge_0301_c22,1.619567,3.026817,51,
bridge_0301_c23,1.619567,3.026817,51,
bridge_0301_c37,2.697082,6.779190,51,
bridge_0302_c01,1.264830,1.310245,51,
bridge_0302_c02,1.424504,2.858097,51,
bridge_0302_c03,0.434922,0.087533,51,
bridge_0302_c04,0.816218,-2.360119,51,
bridge_0302_c05,1.145155,1.399595,51,
bridge_0302_c06,1.485212,2.649358,51,
bridge_0302_c07,1.499080,0.062408,51,
bridge_0302_c08,1.363296,2.138155,51,
bridge_0302_c09,0.824553,2.212921,51,
bridge_0302_c10,2.338033,1.915939,51,
bridge_0302_c11,0.951410,1.087834,51,
bridge_0302_c12,0.656256,1.781536,51,
bridge_0302_c13,0.437418,0.087405,51,
bridge_0302_c14,1.336052,0.494163,51,
bridge_0302_c15,0.013016,-0.876636,51,
bridge_0302_c16,2.532722,-4.045610,51,
bridge_0302_c26,1.056505,0.165614,51,
bridge_0302_c27,0.631430,-0.717883,51,
bridge_0302_c38,1.582499,1.735782,51,
bridge_0303_c01,0.600821,2.323951,51,
bridge_0303_c02,1.427159,2.860311,51,
bridge_0303_c03,0.007492,0.117136,51,
bridge_0303_c04,0.955657,-3.309914,51,
bridge_0303_c05,2.867304,1.548286,51,
bridge_0303_c06,1.410980,2.368816,51,
bridge_0303_c07,1.340704,1.944561,51,
bridge_0303_c08,2.334974,2.114249,51,
bridge_0303_c09,1.907843,1.720952,51,
bridge_0303_c10,2.573281,0.207708,51,
bridge_0303_c11,1.404297,1.225557,51,
bridge_0303_c12,1.741287,2.607729,51,
bridge_0303_c13,0.436652,-0.326779,51,
bridge_0303_c14,1.029519,0.881345,51,
bridge_0303_c15,0.766098,-2.546127,51,
bridge_0303_c16,6.826911,-10.434548,51,extreme_a
bridge_0303_c20,1.135394,-4.749838,51,
bridge_0303_c21,3.339731,-0.272435,51,
bridge_0303_c38,3.026814,0.550554,51,
bridge_0325_c01,0.236121,2.779847,51,
bridge_0325_c02,1.079141,3.666010,51,
bridge_0325_c03,0.967789,-0.604153,51,
bridge_0325_c04,1.501146,-1.348820,51,
bridge_0325_c05,2.559504,0.062154,51,
bridge_0325_c06,0.531348,4.015984,51,
bridge_0325_c07,3.410009,4.490216,51,
bridge_0325_c08,9.522539,17.189558,51,extreme_a
bridge_0325_c09,2.854991,3.538558,51,
bridge_0325_c10,2.746755,0.675249,51,
bridge_0325_c11,2.147615,0.458631,51,
