model,candidate_id,minimum_scenarios,conditional_se_target,selector,status,error,cat_replay_success,cat_stop_reason,cat_precision_reached,cat_scenarios_administered,cat_criteria_administered,cat_mwle_converged,cat_scenario_order,baseline_replay_success,baseline_stop_reason,baseline_precision_reached,baseline_scenarios_administered,baseline_criteria_administered,baseline_mwle_converged,baseline_scenario_order,theta_reference,theta_reference_scope,theta_cat_mwle,cat_eval_n_cells,cat_eval_log_loss_sum,cat_eval_brier_sum,cat_eval_correct_count,cat_eval_observed_pass_rate,cat_eval_predicted_pass_rate,theta_baseline_mwle,baseline_eval_n_cells,baseline_eval_log_loss_sum,baseline_eval_brier_sum,baseline_eval_correct_count,baseline_eval_observed_pass_rate,baseline_eval_predicted_pass_rate,repeat,outer_fold,panel_id,model_family,policy_id,policy_role,fit_cache_key,selected_spec_id,selected_spec_cache_key
nvidia/AceInstruct-1.5B,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,25,110,True,"[""ifb_0162"", ""ifb_0408"", ""ifb_0384"", ""ifb_0372"", ""ifb_0051"", ""ifb_0204"", ""ifb_0131"", ""ifb_0194"", ""ifb_0446"", ""ifb_0382"", ""ifb_0135"", ""ifb_0464"", ""ifb_0148"", ""ifb_0257"", ""ifb_0054"", ""ifb_0274"", ""ifb_0265"", ""ifb_0245"", ""ifb_0402"", ""ifb_0050"", ""ifb_0085"", ""ifb_0331"", ""ifb_0374"", ""ifb_0304"", ""ifb_0443""]",True,max_scenarios_reached,False,50,206,True,"[""ifb_0446"", ""ifb_0336"", ""ifb_0314"", ""ifb_0286"", ""ifb_0066"", ""ifb_0209"", ""ifb_0416"", ""ifb_0107"", ""ifb_0482"", ""ifb_0102"", ""ifb_0021"", ""ifb_0188"", ""ifb_0361"", ""ifb_0294"", ""ifb_0375"", ""ifb_0465"", ""ifb_0353"", ""ifb_0051"", ""ifb_0144"", ""ifb_0116"", ""ifb_0153"", ""ifb_0207"", ""ifb_0141"", ""ifb_0475"", ""ifb_0220"", ""ifb_0483"", ""ifb_0373"", ""ifb_0198"", ""ifb_0390"", ""ifb_0003"", ""ifb_0476"", ""ifb_0221"", ""ifb_0118"", ""ifb_0391"", ""ifb_0193"", ""ifb_0165"", ""ifb_0320"", ""ifb_0171"", ""ifb_0272"", ""ifb_0210"", ""ifb_0235"", ""ifb_0345"", ""ifb_0319"", ""ifb_0383"", ""ifb_0281"", ""ifb_0187"", ""ifb_0247"", ""ifb_0079"", ""ifb_0176"", ""ifb_0248""]",2.838894724115669,all_observed_administration_pool_items,2.8829427780972,411,137.36474569309047,42.668851331201395,348,0.8004866180048662,0.7998552677281413,2.9479529604837036,411,137.37039402491823,42.62693489693805,352,0.8004866180048662,0.8060396808892376,4,1,repeat_04_outer_01,ace,primary_floor15_se0p20_trace,primary,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-1B-Instruct,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,22,94,True,"[""ifb_0032"", ""ifb_0387"", ""ifb_0408"", ""ifb_0464"", ""ifb_0382"", ""ifb_0051"", ""ifb_0194"", ""ifb_0204"", ""ifb_0372"", ""ifb_0384"", ""ifb_0446"", ""ifb_0374"", ""ifb_0454"", ""ifb_0207"", ""ifb_0109"", ""ifb_0050"", ""ifb_0380"", ""ifb_0331"", ""ifb_0148"", ""ifb_0274"", ""ifb_0146"", ""ifb_0131""]",True,precision_reached,True,30,137,True,"[""ifb_0331"", ""ifb_0353"", ""ifb_0098"", ""ifb_0115"", ""ifb_0196"", ""ifb_0373"", ""ifb_0073"", ""ifb_0374"", ""ifb_0306"", ""ifb_0475"", ""ifb_0060"", ""ifb_0079"", ""ifb_0338"", ""ifb_0393"", ""ifb_0414"", ""ifb_0132"", ""ifb_0376"", ""ifb_0454"", ""ifb_0185"", ""ifb_0372"", ""ifb_0194"", ""ifb_0409"", ""ifb_0296"", ""ifb_0212"", ""ifb_0246"", ""ifb_0363"", ""ifb_0340"", ""ifb_0294"", ""ifb_0020"", ""ifb_0395""]",1.7628370838665357,all_observed_administration_pool_items,2.4563161493193837,411,168.79826876899193,54.94372084873427,331,0.6763990267639902,0.7556319576685108,1.4938872994809533,411,162.85243044283249,52.0553641234995,337,0.6763990267639902,0.6309630422751243,4,1,repeat_04_outer_01,falcon3,primary_floor15_se0p20_trace,primary,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-3B-Base,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,20,74,True,"[""ifb_0217"", ""ifb_0376"", ""ifb_0052"", ""ifb_0198"", ""ifb_0195"", ""ifb_0149"", ""ifb_0162"", ""ifb_0493"", ""ifb_0093"", ""ifb_0225"", ""ifb_0032"", ""ifb_0187"", ""ifb_0025"", ""ifb_0096"", ""ifb_0150"", ""ifb_0413"", ""ifb_0359"", ""ifb_0254"", ""ifb_0102"", ""ifb_0409""]",True,precision_reached,True,39,153,True,"[""ifb_0052"", ""ifb_0144"", ""ifb_0189"", ""ifb_0396"", ""ifb_0073"", ""ifb_0096"", ""ifb_0021"", ""ifb_0310"", ""ifb_0331"", ""ifb_0421"", ""ifb_0062"", ""ifb_0382"", ""ifb_0015"", ""ifb_0428"", ""ifb_0362"", ""ifb_0014"", ""ifb_0314"", ""ifb_0184"", ""ifb_0087"", ""ifb_0416"", ""ifb_0018"", ""ifb_0451"", ""ifb_0466"", ""ifb_0296"", ""ifb_0248"", ""ifb_0206"", ""ifb_0143"", ""ifb_0499"", ""ifb_0160"", ""ifb_0341"", ""ifb_0137"", ""ifb_0221"", ""ifb_0134"", ""ifb_0474"", ""ifb_0156"", ""ifb_0056"", ""ifb_0225"", ""ifb_0276"", ""ifb_0480""]",0.15020292858782314,all_observed_administration_pool_items,-0.46414577286972203,410,287.8217620163231,96.00950501275304,269,0.4317073170731707,0.31056577525093165,0.04716176892377769,410,276.5886680865493,94.96129411221715,245,0.4317073170731707,0.39434028388569464,4,1,repeat_04_outer_01,falcon3,primary_floor15_se0p20_trace,primary,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-3B-Instruct,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,28,112,True,"[""ifb_0032"", ""ifb_0101"", ""ifb_0408"", ""ifb_0464"", ""ifb_0382"", ""ifb_0372"", ""ifb_0131"", ""ifb_0331"", ""ifb_0051"", ""ifb_0054"", ""ifb_0135"", ""ifb_0257"", ""ifb_0274"", ""ifb_0304"", ""ifb_0414"", ""ifb_0265"", ""ifb_0291"", ""ifb_0363"", ""ifb_0443"", ""ifb_0287"", ""ifb_0377"", ""ifb_0261"", ""ifb_0336"", ""ifb_0245"", ""ifb_0061"", ""ifb_0148"", ""ifb_0342"", ""ifb_0314""]",True,max_scenarios_reached,False,50,210,True,"[""ifb_0090"", ""ifb_0281"", ""ifb_0200"", ""ifb_0271"", ""ifb_0491"", ""ifb_0127"", ""ifb_0079"", ""ifb_0096"", ""ifb_0282"", ""ifb_0307"", ""ifb_0465"", ""ifb_0225"", ""ifb_0276"", ""ifb_0289"", ""ifb_0283"", ""ifb_0424"", ""ifb_0102"", ""ifb_0206"", ""ifb_0303"", ""ifb_0198"", ""ifb_0008"", ""ifb_0054"", ""ifb_0459"", ""ifb_0402"", ""ifb_0124"", ""ifb_0238"", ""ifb_0395"", ""ifb_0421"", ""ifb_0353"", ""ifb_0232"", ""ifb_0447"", ""ifb_0460"", ""ifb_0344"", ""ifb_0113"", ""ifb_0147"", ""ifb_0247"", ""ifb_0227"", ""ifb_0139"", ""ifb_0346"", ""ifb_0014"", ""ifb_0417"", ""ifb_0356"", ""ifb_0111"", ""ifb_0134"", ""ifb_0477"", ""ifb_0464"", ""ifb_0325"", ""ifb_0362"", ""ifb_0004"", ""ifb_0107""]",3.309193601149776,all_observed_administration_pool_items,3.63858291040532,410,122.24483623037982,38.623886030539424,357,0.8951219512195122,0.8635562031963927,3.3556754847685077,410,126.91364795743131,40.69376028730655,351,0.8951219512195122,0.8418775454921992,4,1,repeat_04_outer_01,falcon3,primary_floor15_se0p20_trace,primary,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
Qwen/Qwen1.5-1.8B,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,36,115,True,"[""ifb_0052"", ""ifb_0195"", ""ifb_0143"", ""ifb_0238"", ""ifb_0130"", ""ifb_0087"", ""ifb_0149"", ""ifb_0062"", ""ifb_0118"", ""ifb_0271"", ""ifb_0095"", ""ifb_0348"", ""ifb_0218"", ""ifb_0006"", ""ifb_0198"", ""ifb_0301"", ""ifb_0180"", ""ifb_0023"", ""ifb_0004"", ""ifb_0099"", ""ifb_0239"", ""ifb_0190"", ""ifb_0034"", ""ifb_0189"", ""ifb_0486"", ""ifb_0205"", ""ifb_0059"", ""ifb_0068"", ""ifb_0288"", ""ifb_0175"", ""ifb_0456"", ""ifb_0471"", ""ifb_0229"", ""ifb_0267"", ""ifb_0325"", ""ifb_0403""]",True,max_scenarios_reached,False,50,213,True,"[""ifb_0094"", ""ifb_0017"", ""ifb_0122"", ""ifb_0042"", ""ifb_0005"", ""ifb_0276"", ""ifb_0001"", ""ifb_0278"", ""ifb_0131"", ""ifb_0242"", ""ifb_0387"", ""ifb_0466"", ""ifb_0201"", ""ifb_0309"", ""ifb_0491"", ""ifb_0493"", ""ifb_0360"", ""ifb_0058"", ""ifb_0356"", ""ifb_0191"", ""ifb_0376"", ""ifb_0053"", ""ifb_0362"", ""ifb_0227"", ""ifb_0365"", ""ifb_0462"", ""ifb_0141"", ""ifb_0280"", ""ifb_0468"", ""ifb_0263"", ""ifb_0449"", ""ifb_0474"", ""ifb_0384"", ""ifb_0128"", ""ifb_0205"", ""ifb_0261"", ""ifb_0061"", ""ifb_0282"", ""ifb_0204"", ""ifb_0274"", ""ifb_0035"", ""ifb_0195"", ""ifb_0419"", ""ifb_0499"", ""ifb_0305"", ""ifb_0214"", ""ifb_0102"", ""ifb_0209"", ""ifb_0299"", ""ifb_0459""]",-1.896477356440018,all_observed_administration_pool_items,-3.2389925821508228,409,136.80162787358347,36.47326421858813,367,0.097799511002445,0.0498662728784555,-2.0046073675284632,409,128.36239877691614,38.47194042839637,360,0.097799511002445,0.12270106525431874,4,1,repeat_04_outer_01,qwen,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
Qwen/Qwen1.5-1.8B-Chat,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,21,91,True,"[""ifb_0032"", ""ifb_0101"", ""ifb_0207"", ""ifb_0331"", ""ifb_0204"", ""ifb_0208"", ""ifb_0384"", ""ifb_0464"", ""ifb_0051"", ""ifb_0374"", ""ifb_0372"", ""ifb_0116"", ""ifb_0109"", ""ifb_0282"", ""ifb_0408"", ""ifb_0194"", ""ifb_0454"", ""ifb_0446"", ""ifb_0380"", ""ifb_0017"", ""ifb_0065""]",True,precision_reached,True,30,151,True,"[""ifb_0141"", ""ifb_0351"", ""ifb_0160"", ""ifb_0328"", ""ifb_0472"", ""ifb_0313"", ""ifb_0426"", ""ifb_0048"", ""ifb_0058"", ""ifb_0320"", ""ifb_0054"", ""ifb_0496"", ""ifb_0417"", ""ifb_0270"", ""ifb_0043"", ""ifb_0053"", ""ifb_0163"", ""ifb_0156"", ""ifb_0109"", ""ifb_0188"", ""ifb_0290"", ""ifb_0476"", ""ifb_0066"", ""ifb_0368"", ""ifb_0026"", ""ifb_0388"", ""ifb_0284"", ""ifb_0380"", ""ifb_0272"", ""ifb_0019""]",1.3615215741308768,all_observed_administration_pool_items,1.7882504032908086,411,174.4177818426678,56.52379397670506,322,0.6228710462287105,0.6728229761053423,1.7331049495355895,411,173.55383936773882,56.15408194213778,321,0.6228710462287105,0.6652255833975242,4,1,repeat_04_outer_01,qwen,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
Qwen/Qwen2-0.5B,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,25,84,True,"[""ifb_0052"", ""ifb_0143"", ""ifb_0149"", ""ifb_0198"", ""ifb_0130"", ""ifb_0190"", ""ifb_0068"", ""ifb_0238"", ""ifb_0062"", ""ifb_0348"", ""ifb_0301"", ""ifb_0195"", ""ifb_0225"", ""ifb_0093"", ""ifb_0168"", ""ifb_0175"", ""ifb_0359"", ""ifb_0260"", ""ifb_0205"", ""ifb_0187"", ""ifb_0493"", ""ifb_0025"", ""ifb_0254"", ""ifb_0007"", ""ifb_0078""]",True,precision_reached,True,45,186,True,"[""ifb_0061"", ""ifb_0386"", ""ifb_0338"", ""ifb_0328"", ""ifb_0087"", ""ifb_0335"", ""ifb_0472"", ""ifb_0006"", ""ifb_0454"", ""ifb_0475"", ""ifb_0175"", ""ifb_0491"", ""ifb_0039"", ""ifb_0375"", ""ifb_0058"", ""ifb_0410"", ""ifb_0237"", ""ifb_0493"", ""ifb_0189"", ""ifb_0326"", ""ifb_0363"", ""ifb_0366"", ""ifb_0005"", ""ifb_0051"", ""ifb_0183"", ""ifb_0179"", ""ifb_0035"", ""ifb_0439"", ""ifb_0460"", ""ifb_0174"", ""ifb_0171"", ""ifb_0034"", ""ifb_0001"", ""ifb_0209"", ""ifb_0424"", ""ifb_0497"", ""ifb_0280"", ""ifb_0112"", ""ifb_0032"", ""ifb_0249"", ""ifb_0319"", ""ifb_0235"", ""ifb_0443"", ""ifb_0165"", ""ifb_0288""]",-0.8638634705737157,all_observed_administration_pool_items,-1.2391223743247683,411,184.64987111997584,60.53700304906793,324,0.24574209245742093,0.2010425081682163,-1.0019335260115763,411,182.25101169013317,59.86197877628094,327,0.24574209245742093,0.23143177399849232,4,1,repeat_04_outer_01,qwen,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
Qwen/Qwen2.5-0.5B-Instruct,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,19,88,True,"[""ifb_0096"", ""ifb_0052"", ""ifb_0032"", ""ifb_0387"", ""ifb_0208"", ""ifb_0384"", ""ifb_0408"", ""ifb_0204"", ""ifb_0101"", ""ifb_0207"", ""ifb_0065"", ""ifb_0137"", ""ifb_0458"", ""ifb_0376"", ""ifb_0116"", ""ifb_0320"", ""ifb_0217"", ""ifb_0496"", ""ifb_0446""]",True,precision_reached,True,35,140,True,"[""ifb_0455"", ""ifb_0172"", ""ifb_0071"", ""ifb_0402"", ""ifb_0306"", ""ifb_0012"", ""ifb_0216"", ""ifb_0498"", ""ifb_0176"", ""ifb_0494"", ""ifb_0100"", ""ifb_0028"", ""ifb_0377"", ""ifb_0496"", ""ifb_0476"", ""ifb_0182"", ""ifb_0155"", ""ifb_0238"", ""ifb_0482"", ""ifb_0288"", ""ifb_0179"", ""ifb_0058"", ""ifb_0149"", ""ifb_0046"", ""ifb_0053"", ""ifb_0367"", ""ifb_0082"", ""ifb_0037"", ""ifb_0459"", ""ifb_0474"", ""ifb_0145"", ""ifb_0408"", ""ifb_0131"", ""ifb_0414"", ""ifb_0298""]",1.0609253575272608,all_observed_administration_pool_items,1.424038274326882,411,209.88056415694857,69.5151739754601,304,0.5304136253041363,0.6205720683490462,1.2447060932187064,411,204.66283718079484,67.58375441556814,307,0.5304136253041363,0.5931467025647599,4,1,repeat_04_outer_01,qwen,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
google/gemma-2-2b,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,25,78,True,"[""ifb_0032"", ""ifb_0162"", ""ifb_0096"", ""ifb_0198"", ""ifb_0217"", ""ifb_0093"", ""ifb_0052"", ""ifb_0149"", ""ifb_0195"", ""ifb_0143"", ""ifb_0348"", ""ifb_0130"", ""ifb_0238"", ""ifb_0168"", ""ifb_0288"", ""ifb_0225"", ""ifb_0493"", ""ifb_0132"", ""ifb_0254"", ""ifb_0359"", ""ifb_0025"", ""ifb_0413"", ""ifb_0260"", ""ifb_0190"", ""ifb_0068""]",True,max_scenarios_reached,False,50,183,True,"[""ifb_0261"", ""ifb_0082"", ""ifb_0180"", ""ifb_0090"", ""ifb_0039"", ""ifb_0206"", ""ifb_0161"", ""ifb_0022"", ""ifb_0007"", ""ifb_0297"", ""ifb_0194"", ""ifb_0309"", ""ifb_0171"", ""ifb_0293"", ""ifb_0060"", ""ifb_0137"", ""ifb_0068"", ""ifb_0050"", ""ifb_0373"", ""ifb_0150"", ""ifb_0129"", ""ifb_0024"", ""ifb_0308"", ""ifb_0247"", ""ifb_0234"", ""ifb_0175"", ""ifb_0300"", ""ifb_0386"", ""ifb_0285"", ""ifb_0160"", ""ifb_0461"", ""ifb_0203"", ""ifb_0215"", ""ifb_0499"", ""ifb_0143"", ""ifb_0311"", ""ifb_0069"", ""ifb_0020"", ""ifb_0014"", ""ifb_0248"", ""ifb_0176"", ""ifb_0188"", ""ifb_0126"", ""ifb_0404"", ""ifb_0462"", ""ifb_0184"", ""ifb_0416"", ""ifb_0105"", ""ifb_0496"", ""ifb_0441""]",-1.5061835904353267,all_observed_administration_pool_items,-1.1676399779738784,411,131.5701712553805,39.32251354958643,362,0.14841849148418493,0.20990785085790323,-1.4446648080894937,411,126.20431690438724,37.479890489104356,362,0.14841849148418493,0.1769942079534311,4,1,repeat_04_outer_01,gemma,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
google/gemma-2b,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,29,90,True,"[""ifb_0052"", ""ifb_0195"", ""ifb_0143"", ""ifb_0198"", ""ifb_0149"", ""ifb_0190"", ""ifb_0301"", ""ifb_0348"", ""ifb_0180"", ""ifb_0238"", ""ifb_0087"", ""ifb_0062"", ""ifb_0006"", ""ifb_0130"", ""ifb_0271"", ""ifb_0175"", ""ifb_0118"", ""ifb_0095"", ""ifb_0288"", ""ifb_0023"", ""ifb_0068"", ""ifb_0225"", ""ifb_0486"", ""ifb_0205"", ""ifb_0007"", ""ifb_0260"", ""ifb_0369"", ""ifb_0125"", ""ifb_0059""]",True,max_scenarios_reached,False,50,212,True,"[""ifb_0361"", ""ifb_0158"", ""ifb_0040"", ""ifb_0392"", ""ifb_0335"", ""ifb_0052"", ""ifb_0443"", ""ifb_0183"", ""ifb_0412"", ""ifb_0345"", ""ifb_0389"", ""ifb_0381"", ""ifb_0428"", ""ifb_0157"", ""ifb_0227"", ""ifb_0292"", ""ifb_0139"", ""ifb_0004"", ""ifb_0409"", ""ifb_0220"", ""ifb_0232"", ""ifb_0109"", ""ifb_0067"", ""ifb_0408"", ""ifb_0221"", ""ifb_0043"", ""ifb_0295"", ""ifb_0357"", ""ifb_0391"", ""ifb_0447"", ""ifb_0122"", ""ifb_0298"", ""ifb_0039"", ""ifb_0101"", ""ifb_0080"", ""ifb_0380"", ""ifb_0118"", ""ifb_0243"", ""ifb_0001"", ""ifb_0060"", ""ifb_0386"", ""ifb_0458"", ""ifb_0070"", ""ifb_0452"", ""ifb_0177"", ""ifb_0007"", ""ifb_0163"", ""ifb_0353"", ""ifb_0437"", ""ifb_0289""]",-2.390142828536035,all_observed_administration_pool_items,-1.9679032458546482,411,122.70016501084703,33.103819553960584,374,0.11192214111922141,0.1254521828969395,-2.9259846633153646,411,130.69297444465218,33.696358891377905,371,0.11192214111922141,0.0630651823490007,4,1,repeat_04_outer_01,gemma,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
nvidia/AceInstruct-1.5B,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,25,110,True,"[""ifb_0162"", ""ifb_0408"", ""ifb_0384"", ""ifb_0372"", ""ifb_0051"", ""ifb_0204"", ""ifb_0131"", ""ifb_0194"", ""ifb_0446"", ""ifb_0382"", ""ifb_0135"", ""ifb_0464"", ""ifb_0148"", ""ifb_0257"", ""ifb_0054"", ""ifb_0274"", ""ifb_0265"", ""ifb_0245"", ""ifb_0402"", ""ifb_0050"", ""ifb_0085"", ""ifb_0331"", ""ifb_0374"", ""ifb_0304"", ""ifb_0443""]",True,max_scenarios_reached,False,50,206,True,"[""ifb_0446"", ""ifb_0336"", ""ifb_0314"", ""ifb_0286"", ""ifb_0066"", ""ifb_0209"", ""ifb_0416"", ""ifb_0107"", ""ifb_0482"", ""ifb_0102"", ""ifb_0021"", ""ifb_0188"", ""ifb_0361"", ""ifb_0294"", ""ifb_0375"", ""ifb_0465"", ""ifb_0353"", ""ifb_0051"", ""ifb_0144"", ""ifb_0116"", ""ifb_0153"", ""ifb_0207"", ""ifb_0141"", ""ifb_0475"", ""ifb_0220"", ""ifb_0483"", ""ifb_0373"", ""ifb_0198"", ""ifb_0390"", ""ifb_0003"", ""ifb_0476"", ""ifb_0221"", ""ifb_0118"", ""ifb_0391"", ""ifb_0193"", ""ifb_0165"", ""ifb_0320"", ""ifb_0171"", ""ifb_0272"", ""ifb_0210"", ""ifb_0235"", ""ifb_0345"", ""ifb_0319"", ""ifb_0383"", ""ifb_0281"", ""ifb_0187"", ""ifb_0247"", ""ifb_0079"", ""ifb_0176"", ""ifb_0248""]",2.838894724115669,all_observed_administration_pool_items,2.8829427780972,411,137.36474569309047,42.668851331201395,348,0.8004866180048662,0.7998552677281413,2.9479529604837036,411,137.37039402491823,42.62693489693805,352,0.8004866180048662,0.8060396808892376,4,1,repeat_04_outer_01,ace,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-1B-Instruct,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,22,94,True,"[""ifb_0032"", ""ifb_0387"", ""ifb_0408"", ""ifb_0464"", ""ifb_0382"", ""ifb_0051"", ""ifb_0194"", ""ifb_0204"", ""ifb_0372"", ""ifb_0384"", ""ifb_0446"", ""ifb_0374"", ""ifb_0454"", ""ifb_0207"", ""ifb_0109"", ""ifb_0050"", ""ifb_0380"", ""ifb_0331"", ""ifb_0148"", ""ifb_0274"", ""ifb_0146"", ""ifb_0131""]",True,precision_reached,True,30,137,True,"[""ifb_0331"", ""ifb_0353"", ""ifb_0098"", ""ifb_0115"", ""ifb_0196"", ""ifb_0373"", ""ifb_0073"", ""ifb_0374"", ""ifb_0306"", ""ifb_0475"", ""ifb_0060"", ""ifb_0079"", ""ifb_0338"", ""ifb_0393"", ""ifb_0414"", ""ifb_0132"", ""ifb_0376"", ""ifb_0454"", ""ifb_0185"", ""ifb_0372"", ""ifb_0194"", ""ifb_0409"", ""ifb_0296"", ""ifb_0212"", ""ifb_0246"", ""ifb_0363"", ""ifb_0340"", ""ifb_0294"", ""ifb_0020"", ""ifb_0395""]",1.7628370838665357,all_observed_administration_pool_items,2.4563161493193837,411,168.79826876899193,54.94372084873427,331,0.6763990267639902,0.7556319576685108,1.4938872994809533,411,162.85243044283249,52.0553641234995,337,0.6763990267639902,0.6309630422751243,4,1,repeat_04_outer_01,falcon3,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-3B-Base,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,20,74,True,"[""ifb_0217"", ""ifb_0376"", ""ifb_0052"", ""ifb_0198"", ""ifb_0195"", ""ifb_0149"", ""ifb_0162"", ""ifb_0493"", ""ifb_0093"", ""ifb_0225"", ""ifb_0032"", ""ifb_0187"", ""ifb_0025"", ""ifb_0096"", ""ifb_0150"", ""ifb_0413"", ""ifb_0359"", ""ifb_0254"", ""ifb_0102"", ""ifb_0409""]",True,precision_reached,True,39,153,True,"[""ifb_0052"", ""ifb_0144"", ""ifb_0189"", ""ifb_0396"", ""ifb_0073"", ""ifb_0096"", ""ifb_0021"", ""ifb_0310"", ""ifb_0331"", ""ifb_0421"", ""ifb_0062"", ""ifb_0382"", ""ifb_0015"", ""ifb_0428"", ""ifb_0362"", ""ifb_0014"", ""ifb_0314"", ""ifb_0184"", ""ifb_0087"", ""ifb_0416"", ""ifb_0018"", ""ifb_0451"", ""ifb_0466"", ""ifb_0296"", ""ifb_0248"", ""ifb_0206"", ""ifb_0143"", ""ifb_0499"", ""ifb_0160"", ""ifb_0341"", ""ifb_0137"", ""ifb_0221"", ""ifb_0134"", ""ifb_0474"", ""ifb_0156"", ""ifb_0056"", ""ifb_0225"", ""ifb_0276"", ""ifb_0480""]",0.15020292858782314,all_observed_administration_pool_items,-0.46414577286972203,410,287.8217620163231,96.00950501275304,269,0.4317073170731707,0.31056577525093165,0.04716176892377769,410,276.5886680865493,94.96129411221715,245,0.4317073170731707,0.39434028388569464,4,1,repeat_04_outer_01,falcon3,sensitivity_floor12_se0p20_trace,sensitivity,ab748b1279d6294cc4250d949d1ea6d19a1d5f84a4c539921e9bb10055424d45,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
